player_name,positive,negative,neutral,compound,num_tweets,pos,id,avg_sentiment
Raheem Mostert,0.0,0.0,0.0,0.0,0.0,RB,RAH_MOSTERT_RB,
David Montgomery,0.0,0.0,1.0,0.0,1.0,RB,DAV_MONTGOMERY_RB,0.0
Robert Woods,0.33099999999999996,0.0,2.669,0.5601,3.0,WR,ROB_WOODS_WR,0.1867
Mark Ingram,0.0,0.0,0.0,0.0,0.0,RB,MAR_INGRAM_RB,
A.J. Brown,1.496,0.196,6.308,3.1579,8.0,WR,AJ_BROWN_WR,0.3947375
D.K. Metcalf,0.0,0.0,2.0,0.0,2.0,WR,DK_METCALF_WR,0.0
Kyler Murray,0.0,0.259,5.741,-0.4215,6.0,QB,KYL_MURRAY_QB,-0.07024999999999999
T.Y. Hilton,0.0,0.0,0.0,0.0,0.0,WR,TY_HILTON_WR,
Keenan Allen,0.0,0.0,1.0,0.0,1.0,WR,KEE_ALLEN_WR,0.0
Zach Ertz,0.0,0.0,3.0,0.0,3.0,TE,ZAC_ERTZ_TE,0.0
Courtland Sutton,0.0,0.0,1.0,0.0,1.0,WR,COU_SUTTON_WR,0.0
Kareem Hunt,0.669,0.509,3.822,-0.0245999999999999,5.0,RB,KAR_HUNT_RB,-0.00491999999999998
Darren Waller,0.0,0.0,2.0,0.0,2.0,TE,DAR_WALLER_TE,0.0
Tyler Lockett,0.0,0.0,3.0,0.0,3.0,WR,TYL_LOCKETT_WR,0.0
Cam Akers,0.79,0.0,3.21,1.6582,4.0,RB,CAM_AKERS_RB,0.41455
D.J. Chark,0.062,0.0,0.938,0.0164,1.0,WR,DJ_CHARK_WR,0.0164
Terry McLaurin,0.22099999999999997,0.0,1.779,0.7,2.0,WR,TER_MCLAURIN_WR,0.35
Dak Prescott,0.13,0.0,6.87,0.128,7.0,QB,DAK_PRESCOTT_QB,0.018285714285714287
Russell Wilson,0.7370000000000001,0.252,8.011,1.0778999999999999,9.0,QB,RUS_WILSON_QB,0.11976666666666665
Stefon Diggs,0.167,0.0,3.833,0.4588,4.0,WR,STE_DIGGS_WR,0.1147
D'Andre Swift,0.885,0.077,1.038,1.2947000000000002,2.0,RB,DA_SWIFT_RB,0.6473500000000001
Deshaun Watson,0.44499999999999995,0.34199999999999997,5.213,0.08819999999999995,6.0,QB,DES_WATSON_QB,0.01469999999999999
Marquise Brown,1.496,0.196,6.308,3.1579,8.0,WR,MAR_BROWN_WR,0.3947375
A.J. Green,1.1949999999999998,1.3530000000000002,10.452,-0.361,13.0,WR,AJ_GREEN_WR,-0.02776923076923077
Rob Gronkowski,0.0,0.28,0.72,-0.665,1.0,TE,ROB_GRONKOWSKI_TE,-0.665
Damien Williams,0.8720000000000001,0.0,6.128,1.6554,7.0,RB,DAM_WILLIAMS_RB,0.23648571428571427
DeVante Parker,0.792,0.177,4.031,0.954,5.0,WR,DEV_PARKER_WR,0.1908
Derrius Guice,0.0,0.0,0.0,0.0,0.0,RB,DER_GUICE_RB,
Drew Brees,0.0,0.0,2.0,0.0,2.0,QB,DRE_BREES_QB,0.0
Evan Engram,0.0,0.0,0.0,0.0,0.0,TE,EVA_ENGRAM_TE,
Brandin Cooks,0.272,0.972,1.756,-0.4592000000000001,3.0,WR,BRA_COOKS_WR,-0.1530666666666667
J.K. Dobbins,0.0,0.0,0.0,0.0,0.0,RB,JK_DOBBINS_RB,
Jarvis Landry,0.735,0.28800000000000003,2.9770000000000003,0.489,4.0,WR,JAR_LANDRY_WR,0.12225
Ronald Jones II,0.0,0.0,0.0,0.0,0.0,RB,RON_JONES_RB,
Michael Gallup,0.263,0.0,0.737,0.3612,1.0,WR,MIC_GALLUP_WR,0.3612
Hayden Hurst,0.0,0.0,1.0,0.0,1.0,TE,HAY_HURST_TE,0.0
Deebo Samuel,0.225,0.175,4.6,0.416,5.0,WR,DEE_SAMUEL_WR,0.0832
Tyler Higbee,0.0,0.0,2.0,0.0,2.0,TE,TYL_HIGBEE_TE,0.0
Ke'Shawn Vaughn,0.0,0.0,3.0,0.0,3.0,RB,KE_VAUGHN_RB,0.0
Tom Brady,0.0,0.692,1.3079999999999998,-1.0098,2.0,QB,TOM_BRADY_QB,-0.5049
Jordan Howard,0.161,0.0,3.839,0.3612,4.0,RB,JOR_HOWARD_RB,0.0903
Diontae Johnson,0.0,0.0,8.0,0.0,8.0,WR,DIO_JOHNSON_WR,0.0
Sony Michel,0.0,0.0,0.0,0.0,0.0,RB,SON_MICHEL_RB,
Hunter Henry,1.06,0.5569999999999999,14.383,0.9918000000000001,16.0,TE,HUN_HENRY_TE,0.06198750000000001
Marlon Mack,0.217,0.097,3.686,0.4767,4.0,RB,MAR_MACK_RB,0.119175
Matt Ryan,0.182,0.954,9.864,-1.2784,11.0,QB,MAT_RYAN_QB,-0.11621818181818182
Tyler Boyd,0.172,0.191,0.637,-0.0772,1.0,WR,TYL_BOYD_WR,-0.0772
Will Fuller,0.075,0.0,1.925,0.0772,2.0,WR,WIL_FULLER_WR,0.0386
Alexander Mattison,0.0,0.0,0.0,0.0,0.0,RB,ALE_MATTISON_RB,
James White,1.406,0.6579999999999999,8.934999999999999,1.7459000000000002,11.0,RB,JAM_WHITE_RB,0.15871818181818184
Julian Edelman,0.33899999999999997,0.138,1.5230000000000001,0.6292,2.0,WR,JUL_EDELMAN_WR,0.3146
Darius Slayton,0.0,0.0,1.0,0.0,1.0,WR,DAR_SLAYTON_WR,0.0
Aaron Rodgers,0.44199999999999995,0.381,9.177,0.5484,10.0,QB,AAR_RODGERS_QB,0.05484
Matt Breida,0.0,0.0,0.0,0.0,0.0,RB,MAT_BREIDA_RB,
Tevin Coleman,0.326,0.0,2.674,0.743,3.0,RB,TEV_COLEMAN_RB,0.24766666666666667
Josh Allen,0.0,0.0,1.0,0.0,1.0,QB,JOS_ALLEN_QB,0.0
Tarik Cohen,0.0,0.0,1.0,0.0,1.0,RB,TAR_COHEN_RB,0.0
Phillip Lindsay,0.0,0.0,0.0,0.0,0.0,RB,PHI_LINDSAY_RB,
Jerry Jeudy,0.0,0.0,0.0,0.0,0.0,WR,JER_JEUDY_WR,
CeeDee Lamb,0.132,0.145,1.724,-0.0516,2.0,WR,CEE_LAMB_WR,-0.0258
Marvin Jones,0.6950000000000001,0.6910000000000001,8.613999999999999,0.3498000000000001,10.0,WR,MAR_JONES_WR,0.03498000000000001
Carson Wentz,0.402,0.069,2.528,1.0737999999999999,3.0,QB,CAR_WENTZ_QB,0.35793333333333327
Kerryon Johnson,0.0,0.0,8.0,0.0,8.0,RB,KER_JOHNSON_RB,0.0
Emmanuel Sanders,0.0,0.0,1.0,0.0,1.0,WR,EMM_SANDERS_WR,0.0
Latavius Murray,0.0,0.259,5.741,-0.4215,6.0,RB,LAT_MURRAY_RB,-0.07024999999999999
Matthew Stafford,1.7209999999999999,0.36000000000000004,10.919,2.8710999999999998,13.0,QB,MAT_STAFFORD_QB,0.22085384615384612
Mecole Hardman,0.0,0.0,2.0,0.0,2.0,WR,MEC_HARDMAN_WR,0.0
Henry Ruggs,0.209,0.0,0.791,0.2755,1.0,WR,HEN_RUGGS_WR,0.2755
Zack Moss,0.887,0.0,6.1129999999999995,1.8282,7.0,RB,ZAC_MOSS_RB,0.26117142857142855
Jared Cook,0.0,0.0,8.0,0.0,8.0,TE,JAR_COOK_TE,0.0
Jamison Crowder,0.0,0.0,0.0,0.0,0.0,WR,JAM_CROWDER_WR,
Darrell Henderson,0.0,0.0,0.0,0.0,0.0,RB,DAR_HENDERSON_RB,
Christian Kirk,0.494,0.326,4.18,-0.069,5.0,WR,CHR_KIRK_WR,-0.013800000000000002
Noah Fant,0.0,0.0,1.0,0.0,1.0,TE,NOA_FANT_TE,0.0
Daniel Jones,0.6950000000000001,0.6910000000000001,8.613999999999999,0.3498000000000001,10.0,QB,DAN_JONES_QB,0.03498000000000001
Tony Pollard,0.179,0.0,1.821,0.34,2.0,RB,TON_POLLARD_RB,0.17
Ben Roethlisberger,0.252,0.412,3.3360000000000003,-0.1854,4.0,QB,BEN_ROETHLISBERGER_QB,-0.04635
Justin Jefferson,0.0,0.0,0.0,0.0,0.0,WR,JUS_JEFFERSON_WR,
Antonio Gibson,0.0,0.0,1.0,0.0,1.0,RB,ANT_GIBSON_RB,0.0
Justin Jackson,0.981,0.665,9.355,0.023599999999999913,11.0,RB,JUS_JACKSON_RB,0.0021454545454545376
DeSean Jackson,0.981,0.665,9.355,0.023599999999999913,11.0,WR,DES_JACKSON_WR,0.0021454545454545376
Austin Hooper,0.238,0.0,1.762,0.5777,2.0,TE,AUS_HOOPER_TE,0.28885
Drew Lock,1.131,0.223,10.646,2.0494000000000003,12.0,QB,DRE_LOCK_QB,0.17078333333333337
Anthony Miller,1.2730000000000001,0.694,7.0329999999999995,1.6945000000000001,9.0,WR,ANT_MILLER_WR,0.1882777777777778
Chase Edmonds,0.0,0.0,0.0,0.0,0.0,RB,CHA_EDMONDS_RB,
Joe Burrow,0.615,0.237,8.148,0.6466000000000001,9.0,QB,JOE_BURROW_QB,0.07184444444444445
Jalen Reagor,0.0,0.0,2.0,0.0,2.0,WR,JAL_REAGOR_WR,0.0
Sterling Shepard,0.503,0.0,1.4969999999999999,1.0074,2.0,WR,STE_SHEPARD_WR,0.5037
Preston Williams,0.8720000000000001,0.0,6.128,1.6554,7.0,WR,PRE_WILLIAMS_WR,0.23648571428571427
Michael Pittman Jr.,0.0,0.0,0.0,0.0,0.0,WR,MIC_PITTMAN_WR,
Brandon Aiyuk,0.0,0.141,5.859,-0.4215,6.0,WR,BRA_AIYUK_WR,-0.07024999999999999
Baker Mayfield,0.0,0.0,0.0,0.0,0.0,QB,BAK_MAYFIELD_QB,
Boston Scott,1.3840000000000001,0.0,9.616,2.077,11.0,RB,BOS_SCOTT_RB,0.1888181818181818
Nyheim Hines,0.0,0.0,0.0,0.0,0.0,RB,NYH_HINES_RB,
John Brown,1.496,0.196,6.308,3.1579,8.0,WR,JOH_BROWN_WR,0.3947375
Mike Gesicki,0.353,0.226,6.421,0.5676,7.0,TE,MIK_GESICKI_TE,0.08108571428571429
Anthony McFarland,0.0,0.0,0.0,0.0,0.0,RB,ANT_MCFARLAND_RB,
Duke Johnson,0.0,0.0,8.0,0.0,8.0,RB,DUK_JOHNSON_RB,0.0
Ryan Tannehill,0.9259999999999999,1.182,13.891,-0.41609999999999997,16.0,QB,RYA_TANNEHILL_QB,-0.026006249999999998
Jimmy Garoppolo,0.0,0.0,0.0,0.0,0.0,QB,JIM_GAROPPOLO_QB,
Breshad Perriman,0.0,0.193,0.807,-0.4767,1.0,WR,BRE_PERRIMAN_WR,-0.4767
T.J. Hockenson,0.095,0.168,2.737,-0.34,3.0,TE,TJ_HOCKENSON_TE,-0.11333333333333334
Carlos Hyde,0.0,0.0,0.0,0.0,0.0,RB,CAR_HYDE_RB,
O.J. Howard,0.161,0.0,3.839,0.3612,4.0,TE,OJ_HOWARD_TE,0.0903
Golden Tate,0.056,0.328,2.615,-0.743,3.0,WR,GOL_TATE_WR,-0.24766666666666667
Jared Goff,0.61,0.145,10.245,0.3796999999999999,11.0,QB,JAR_GOFF_QB,0.03451818181818181
Cam Newton,0.0,0.0,0.0,0.0,0.0,QB,CAM_NEWTON_QB,
Eric Ebron,0.0,0.0,0.0,0.0,0.0,TE,ERI_EBRON_TE,
Mike Williams,0.8720000000000001,0.0,6.128,1.6554,7.0,WR,MIK_WILLIAMS_WR,0.23648571428571427
Adrian Peterson,0.146,0.0,1.854,0.34,2.0,RB,ADR_PETERSON_RB,0.17
Dallas Goedert,0.296,1.047,1.6560000000000001,-1.6151,3.0,TE,DAL_GOEDERT_TE,-0.5383666666666667
Jonnu Smith,0.9510000000000001,0.453,3.596,1.3321,5.0,TE,JON_SMITH_TE,0.26642
Kirk Cousins,0.469,0.326,8.205,0.25720000000000004,9.0,QB,KIR_COUSINS_QB,0.028577777777777782
A.J. Dillon,1.299,0.224,5.477,1.7,7.0,RB,AJ_DILLON_RB,0.24285714285714285
Philip Rivers,0.0,0.0,4.0,0.0,4.0,QB,PHI_RIVERS_QB,0.0
Damien Harris,0.155,0.621,9.224,-0.10359999999999991,10.0,RB,DAM_HARRIS_RB,-0.01035999999999999
Sammy Watkins,0.175,0.256,0.569,-0.1779,1.0,WR,SAM_WATKINS_WR,-0.1779
Teddy Bridgewater,0.133,0.0,2.867,0.3182,3.0,QB,TED_BRIDGEWATER_QB,0.10606666666666666
N'Keal Harry,1.704,0.712,8.583,0.8798999999999999,11.0,WR,NK_HARRY_WR,0.07999090909090908
Antonio Gandy-Golden,0.0,0.0,0.0,0.0,0.0,WR,ANT_GANDYGOLDEN_WR,
Allen Lazard,0.0,0.0,0.0,0.0,0.0,WR,ALL_LAZARD_WR,
Jamaal Williams,0.8720000000000001,0.0,6.128,1.6554,7.0,RB,JAM_WILLIAMS_RB,0.23648571428571427
Rashaad Penny,0.627,0.0,2.373,0.6973,3.0,RB,RAS_PENNY_RB,0.23243333333333335
Darrynton Evans,0.244,0.124,2.632,0.28800000000000003,3.0,RB,DAR_EVANS_RB,0.09600000000000002
Larry Fitzgerald,0.0,0.0,1.0,0.0,1.0,WR,LAR_FITZGERALD_WR,0.0
Alshon Jeffery,0.0,0.0,0.0,0.0,0.0,WR,ALS_JEFFERY_WR,
