player_name,positive,negative,neutral,compound,num_tweets,pos,id,avg_sentiment
Christian McCaffrey,0.531,1.123,9.346,-0.8985000000000001,11.0,RB,chr_mccaffrey_rb,-0.08168181818181819
Derrick Henry,0.111,0.519,11.370000000000001,-0.3342,12.0,RB,der_henry_rb,-0.02785
Ezekiel Elliott,1.351,1.079,12.57,0.5609000000000002,15.0,RB,eze_elliott_rb,0.03739333333333335
Pat Mahomes,0.8300000000000001,1.196,10.972999999999999,-0.6568,13.0,QB,pat_mahomes_qb,-0.05052307692307693
Alvin Kamara,1.6620000000000001,0.249,16.089,2.5727,18.0,RB,alv_kamara_rb,0.1429277777777778
Dalvin Cook,0.0,0.394,12.606,-0.7396,13.0,RB,dal_cook_rb,-0.05689230769230769
Aaron Jones,0.45699999999999996,0.348,4.195,0.5076,5.0,RB,aar_jones_rb,0.10152000000000001
DeAndre Hopkins,0.403,0.764,14.833000000000002,-0.5029,16.0,WR,dea_hopkins_wr,-0.03143125
Davante Adams,0.358,0.0,2.642,0.4199,3.0,WR,dav_adams_wr,0.13996666666666666
Saquon Barkley,0.119,0.351,3.5300000000000002,0.0,4.0,RB,saq_barkley_rb,0.0
Tyreek Hill,1.184,0.713,9.103,1.1945000000000001,11.0,WR,tyr_hill_wr,0.1085909090909091
Nick Chubb,0.111,0.312,4.577,-0.41709999999999997,5.0,RB,nic_chubb_rb,-0.08342
Josh Jacobs,1.29,0.116,9.594,1.9806000000000001,11.0,RB,jos_jacobs_rb,0.18005454545454547
Clyde Edwards-Helaire,1.388,0.241,11.370999999999999,2.3272,13.0,RB,cly_edwardshelaire_rb,0.1790153846153846
Travis Kelce,0.0,0.301,1.699,-0.3987,2.0,TE,tra_kelce_te,-0.19935
Lamar Jackson,0.45599999999999996,0.366,14.178,0.4613,15.0,QB,lam_jackson_qb,0.030753333333333334
Austin Ekeler,1.089,0.593,6.3180000000000005,1.1888,8.0,RB,aus_ekeler_rb,0.1486
Chris Carson,0.783,2.17,12.047,-1.7946000000000004,15.0,RB,chr_carson_rb,-0.11964000000000002
George Kittle,0.272,1.996,12.732,-2.1873,15.0,TE,geo_kittle_te,-0.14582
D.K. Metcalf,0.353,0.279,9.368,0.39890000000000003,10.0,WR,dk_metcalf_wr,0.03989
Michael Thomas,0.0,0.7010000000000001,9.299,-0.9285999999999999,10.0,WR,mic_thomas_wr,-0.09285999999999998
James Conner,0.0,0.282,2.718,-0.6751,3.0,RB,jam_conner_rb,-0.22503333333333334
Calvin Ridley,0.326,0.0,11.674,0.4404,12.0,WR,cal_ridley_wr,0.0367
Mike Evans,0.628,0.0,8.372,1.2458,9.0,WR,mik_evans_wr,0.13842222222222222
Russell Wilson,0.101,1.1800000000000002,12.719,-2.2935000000000003,14.0,QB,rus_wilson_qb,-0.1638214285714286
Miles Sanders,0.6,0.447,9.952999999999998,0.3956000000000001,11.0,RB,mil_sanders_rb,0.03596363636363637
Adam Thielen,0.364,0.13,8.506,0.34,9.0,WR,ada_thielen_wr,0.03777777777777778
JuJu Smith-Schuster,0.0,0.0,5.0,0.0,5.0,WR,juj_smithschuster_wr,0.0
Todd Gurley,0.859,0.238,17.903000000000002,1.2105000000000001,19.0,RB,tod_gurley_rb,0.06371052631578948
Chris Godwin,0.0,0.5700000000000001,4.43,-1.1516,5.0,WR,chr_godwin_wr,-0.23032
Keenan Allen,0.8450000000000001,0.444,9.711,1.1209,11.0,WR,kee_allen_wr,0.1019
Raheem Mostert,0.671,0.8860000000000001,9.443,-1.1932999999999998,11.0,RB,rah_mostert_rb,-0.10848181818181817
Kyler Murray,0.0,0.47200000000000003,5.5280000000000005,-0.9534,6.0,QB,kyl_murray_qb,-0.1589
Kareem Hunt,1.044,0.0,3.9560000000000004,2.3625000000000003,5.0,RB,kar_hunt_rb,0.47250000000000003
Terry McLaurin,0.174,0.0,4.826,0.2263,5.0,WR,ter_mclaurin_wr,0.04526
Tyler Lockett,0.788,0.12,9.093,1.3449,10.0,WR,tyl_lockett_wr,0.13449
Stefon Diggs,0.616,0.0,6.384,1.3050000000000002,7.0,WR,ste_diggs_wr,0.18642857142857144
Kenny Golladay,0.43300000000000005,0.996,12.571000000000002,-0.2662,14.0,WR,ken_golladay_wr,-0.019014285714285713
Darren Waller,0.0,0.0,1.0,0.0,1.0,TE,dar_waller_te,0.0
David Johnson,0.22,0.164,7.6160000000000005,0.3003,8.0,RB,dav_johnson_rb,0.0375375
Amari Cooper,1.3,0.057,14.642999999999999,2.3872999999999998,16.0,WR,ama_cooper_wr,0.14920624999999998
Zach Ertz,0.102,0.089,5.809,0.0772,6.0,TE,zac_ertz_te,0.012866666666666667
Allen Robinson,0.9059999999999999,0.114,5.9799999999999995,1.3523,7.0,WR,all_robinson_wr,0.1931857142857143
Joe Mixon,0.4,1.334,8.265,-1.6737000000000002,10.0,RB,joe_mixon_rb,-0.16737000000000002
Mark Andrews,0.6549999999999999,0.0,6.345000000000001,1.1064,7.0,TE,mar_andrews_te,0.15805714285714287
Julio Jones,0.45699999999999996,0.348,4.195,0.5076,5.0,WR,jul_jones_wr,0.10152000000000001
James Robinson,0.9059999999999999,0.114,5.9799999999999995,1.3523,7.0,RB,jam_robinson_rb,0.1931857142857143
Jonathan Taylor,0.879,0.238,3.883,1.3077999999999999,5.0,RB,jon_taylor_rb,0.26155999999999996
Dak Prescott,1.075,1.147,11.778000000000002,-0.5967999999999999,14.0,QB,dak_prescott_qb,-0.04262857142857142
LeVeon Bell,0.176,0.128,4.696,0.2225,5.0,RB,lev_bell_rb,0.0445
Deshaun Watson,0.43499999999999994,0.61,4.955,-0.45560000000000017,6.0,QB,des_watson_qb,-0.07593333333333337
David Montgomery,1.446,0.056,8.497999999999998,3.0330999999999997,10.0,RB,dav_montgomery_rb,0.30330999999999997
D'Andre Swift,4.1899999999999995,0.487,13.322,4.249900000000001,18.0,RB,dan_swift_rb,0.23610555555555562
Will Fuller,0.545,0.492,2.963,-0.14290000000000003,4.0,WR,wil_fuller_wr,-0.03572500000000001
Evan Engram,0.543,0.25,6.207,0.37409999999999993,7.0,TE,eva_engram_te,0.05344285714285713
Robert Woods,0.0,0.202,1.798,-0.5096,2.0,WR,rob_woods_wr,-0.2548
D.J. Chark,0.942,0.7569999999999999,12.3,-0.011500000000000121,14.0,WR,dj_chark_wr,-0.00082142857142858
A.J. Brown,0.505,0.0,6.495,1.1487,7.0,WR,aj_brown_wr,0.1641
Drew Brees,2.167,1.166,8.668000000000001,1.6026000000000002,12.0,QB,dre_brees_qb,0.13355000000000003
Josh Allen,0.8450000000000001,0.444,9.711,1.1209,11.0,QB,jos_allen_qb,0.1019
Aaron Rodgers,0.6759999999999999,0.188,7.136,0.9419,8.0,QB,aar_rodgers_qb,0.1177375
Leonard Fournette,1.345,0.6,13.055,2.2479,15.0,RB,leo_fournette_rb,0.14986
Odell Beckham Jr,0.0,0.223,0.777,-0.6808,1.0,WR,ode_beckham_wr,-0.6808
Rob Gronkowski,0.311,0.0,0.689,0.7757,1.0,TE,rob_gronkowski_te,0.7757
Tyler Boyd,0.782,0.0,15.217999999999998,1.5207000000000002,16.0,WR,tyl_boyd_wr,0.09504375000000001
CeeDee Lamb,0.46599999999999997,0.0,9.533999999999999,1.0414999999999999,10.0,WR,cee_lamb_wr,0.10414999999999999
Melvin Gordon,1.357,0.219,14.424,2.1370999999999998,16.0,RB,mel_gordon_rb,0.13356874999999999
Jared Goff,1.9500000000000002,1.0230000000000001,15.028,1.9944000000000002,18.0,QB,jar_goff_qb,0.11080000000000001
Antonio Gibson,0.088,1.613,6.300000000000001,-2.5214999999999996,8.0,RB,ant_gibson_rb,-0.31518749999999995
Kenyan Drake,1.2129999999999999,0.42100000000000004,13.365999999999998,1.7328000000000001,15.0,RB,ken_drake_rb,0.11552000000000001
Cooper Kupp,1.303,0.137,12.56,2.5492999999999997,14.0,WR,coo_kupp_wr,0.1820928571428571
Julian Edelman,0.237,0.0,1.763,0.4215,2.0,WR,jul_edelman_wr,0.21075
DeVante Parker,0.239,1.913,6.847999999999999,-2.5530999999999997,9.0,WR,dev_parker_wr,-0.28367777777777775
