rank,pos_tiers,player_name,tm,pos_rank,pos,bye,best,worst,avg,std dev,adp,adp_vor_delta,py_avg_ppg,py_std_dev,custom_points,vor
23,2.0,Kenny Golladay,DET,WR8,WR,5.0,12.0,46.0,23.8,6.5,27.0,-21.0,15.4375,8.305409883523712,237.36,0.6347313899504153
24,1.0,Nick Chubb,CLE,RB14,RB,9.0,6.0,51.0,24.7,5.5,16.0,1.0,15.7625,9.363039036552182,227.35000000000002,0.7632725894577267
25,2.0,D.J. Moore,CAR,WR9,WR,13.0,11.0,64.0,28.2,7.4,33.0,-8.0,15.233333333333333,6.9264159631975675,242.63,0.643053406183874
26,1.0,Patrick Mahomes,KC,QB1,QB,10.0,19.0,54.0,28.3,8.9,19.0,-14.0,24.217142857142857,8.799779218009636,426.064,0.6728105359567951
27,2.0,Mike Evans,TB,WR10,WR,13.0,13.0,55.0,29.1,7.7,28.0,-23.0,17.746153846153845,14.41576772060229,235.21,0.6313362599879987
28,2.0,JuJu Smith-Schuster,PIT,WR11,WR,8.0,9.0,65.0,29.5,7.9,37.0,-26.0,9.35,6.83274202910981,223.26000000000002,0.6124656539178222
29,2.0,Adam Thielen,MIN,WR12,WR,7.0,13.0,64.0,30.5,7.7,32.0,-25.0,11.440000000000001,10.105576018548703,230.37,0.6236932697470234
30,1.0,Lamar Jackson,BAL,QB2,QB,8.0,6.0,68.0,31.7,10.3,23.0,-3.0,32.312,9.486711909673597,435.01,0.6869374348608787
31,2.0,Odell Beckham Jr.,CLE,WR13,WR,9.0,13.0,65.0,32.9,7.5,35.0,-29.0,12.51875,6.314873316227334,222.6,0.611423427975871
32,2.0,Robert Woods,LAR,WR14,WR,9.0,15.0,67.0,33.7,8.6,42.0,-2.0,15.526666666666667,8.353995337276537,241.46,0.6412058238322333
33,2.0,Amari Cooper,DAL,WR15,WR,10.0,15.0,51.0,34.0,7.2,40.0,-14.5,15.406250000000004,11.09729509084684,232.73,0.6274200170546064
34,2.0,Cooper Kupp,LAR,WR16,WR,9.0,15.0,81.0,35.5,8.7,41.0,-9.0,16.71875,9.983734688649,237.02999999999997,0.6342102769794398
35,1.0,Mark Andrews,BAL,TE3,TE,8.0,18.0,63.0,36.9,12.3,44.0,-27.0,13.680000000000001,8.294421533261291,190.25,0.5982218993778228
36,2.0,Calvin Ridley,ATL,WR17,WR,10.0,15.0,88.0,37.2,7.7,39.0,-15.5,15.0,7.899578047803144,231.33,0.6252092347534979
37,2.0,Todd Gurley,ATL,RB15,RB,10.0,9.0,75.0,38.7,10.4,30.0,13.0,14.293333333333338,6.333185461932888,217.97,0.7484603480402995
38,2.0,James Conner,PIT,RB16,RB,8.0,8.0,89.0,38.7,10.0,22.0,6.0,14.45,9.773461799974234,223.39,0.7570192338060197
39,2.0,Chris Carson,SEA,RB17,RB,6.0,20.0,69.0,39.0,8.3,25.0,7.0,15.040000000000001,7.066399366013783,216.13000000000002,0.7455547484445568
40,1.0,Zach Ertz,PHI,TE4,TE,9.0,26.0,63.0,40.6,9.5,53.0,7.0,14.173333333333334,8.335506383337888,214.1,0.635884155007422
41,2.0,A.J. Brown,TEN,WR18,WR,7.0,21.0,72.0,41.2,7.3,45.0,-22.0,13.506250000000001,9.711400087869238,217.26000000000002,0.6029908726273568
42,3.0,D.J. Chark,JAX,WR19,WR,7.0,16.0,113.0,43.5,8.9,49.0,-34.0,14.92,9.66866810150927,204.84000000000003,0.583378075356094
43,2.0,Terry McLaurin,WAS,WR20,WR,8.0,13.0,73.0,44.1,9.9,51.0,-24.0,13.707142857142857,7.696499132794008,212.3,0.5951583867605723
44,2.0,Le'Veon Bell,NYJ,RB18,RB,11.0,11.0,76.0,45.4,12.5,36.0,17.0,14.133333333333333,4.419545333219351,215.79000000000002,0.7450178441714305
45,2.0,Tyler Lockett,SEA,WR21,WR,6.0,24.0,74.0,45.7,8.4,50.0,-12.0,14.6375,10.783436372511316,226.17999999999998,0.6170767141458484
46,2.0,Keenan Allen,LAC,WR22,WR,10.0,21.0,75.0,46.2,10.0,56.0,-2.0,16.34375,9.580464063220875,228.39,0.6205665919211698
47,2.0,Melvin Gordon,DEN,RB19,RB,8.0,14.0,83.0,46.4,10.3,38.0,16.0,14.733333333333334,7.365439360262019,208.26000000000002,0.7331269936518966
48,2.0,Leonard Fournette,TB,RB20,RB,13.0,9.0,66.0,46.9,13.6,77.0,34.0,17.226666666666667,7.299164988120868,151.05,0.6427849540473108
49,2.0,David Johnson,HOU,RB21,RB,8.0,23.0,83.0,47.1,12.0,29.0,9.0,10.807692307692308,10.708910739695668,213.32000000000002,0.7411173925401889
50,3.0,Courtland Sutton,DEN,WR23,WR,8.0,16.0,124.0,49.9,10.1,57.0,-19.0,13.776250000000001,5.99917424873346,212.04,0.5947478129046522
51,3.0,Jonathan Taylor,IND,RB22,RB,7.0,10.0,112.0,50.3,14.6,31.0,2.0,,,174.61,0.6799892619145375
52,3.0,D.K. Metcalf,SEA,WR24,WR,6.0,24.0,99.0,51.2,10.0,48.0,-32.0,11.38125,6.290121222997217,207.57000000000002,0.5876891008432557
53,2.0,Dak Prescott,DAL,QB3,QB,10.0,19.0,91.0,55.8,7.0,52.0,-9.0,25.04875,10.35701107141116,391.2079999999999,0.6177683731800523
54,3.0,DeVante Parker,MIA,WR25,WR,11.0,25.0,122.0,57.1,12.4,69.0,3.0,15.387500000000003,8.217288685042856,218.36,0.6047279158639423
55,2.0,Darren Waller,LV,TE5,TE,6.0,26.0,136.0,57.1,12.8,62.0,-10.0,,,190.07000000000002,0.5979376559391089
56,3.0,T.Y. Hilton,IND,WR26,WR,7.0,37.0,107.0,58.7,10.2,60.0,-18.5,12.51,7.989778191887154,209.82,0.59124214382718
57,3.0,Mark Ingram II,BAL,RB23,RB,8.0,28.0,119.0,60.1,14.4,43.0,13.0,15.766666666666667,8.410509298887117,173.33,0.6779679752392384
58,3.0,Kareem Hunt,CLE,RB24,RB,9.0,25.0,119.0,60.8,10.7,54.0,27.0,12.55,3.7599392092350192,175.37,0.6811894008779964
59,2.0,Russell Wilson,SEA,QB4,QB,6.0,38.0,87.0,61.5,6.1,61.0,-12.0,24.099999999999994,11.434831000062925,377.654,0.5963648422448915
60,3.0,Stefon Diggs,BUF,WR27,WR,11.0,32.0,90.0,61.6,11.1,67.0,-14.0,13.873333333333331,10.129480783948452,206.56,0.5860941793260273
61,4.0,Tyler Boyd,CIN,WR28,WR,9.0,35.0,189.0,62.3,10.6,75.0,-13.0,13.80625,8.64464911568615,200.67000000000002,0.5767931023592207
62,3.0,Kyler Murray,ARI,QB5,QB,8.0,38.0,114.0,63.3,8.9,65.0,-28.5,20.3925,8.314670969637543,359.54800000000006,0.5677731105706978
63,3.0,Deshaun Watson,HOU,QB6,QB,8.0,54.0,116.0,64.5,8.6,68.0,-2.0,24.865333333333336,12.598862684876794,379.37,0.5990746296939646
64,3.0,Jarvis Landry,CLE,WR29,WR,9.0,29.0,101.0,66.6,11.1,90.0,6.0,14.837500000000002,7.998072684507602,204.75000000000003,0.583235953636737
65,3.0,Cam Akers,LAR,RB25,RB,9.0,20.0,120.0,67.5,16.7,47.0,10.0,,,165.67,0.6658718377917443
66,3.0,Michael Gallup,DAL,WR30,WR,10.0,37.0,126.0,68.1,11.7,73.0,-16.0,15.192857142857147,8.434039481649464,200.37,0.5763193632946974
67,3.0,Marquise Brown,BAL,WR31,WR,8.0,33.0,109.0,69.7,12.7,59.0,-34.5,10.457142857142857,8.70673605590825,193.69000000000003,0.5657707734579794
68,3.0,Raheem Mostert,SF,RB26,RB,11.0,25.0,123.0,70.5,15.9,46.0,8.0,10.200000000000001,8.785821911845623,162.51000000000002,0.6608817863120994
69,3.0,A.J. Green,CIN,WR32,WR,9.0,29.0,141.0,71.8,12.6,76.0,-9.0,,,204.48000000000002,0.582809588478666
70,4.0,Julian Edelman,NE,WR33,WR,6.0,25.0,198.0,72.2,18.4,83.0,1.0,15.830000000000002,7.3729776888310194,206.29,0.5856678141679563
71,4.0,James White,NE,RB27,RB,6.0,31.0,208.0,72.9,18.7,74.0,42.0,13.146666666666667,7.808408166536769,170.78,0.6739411931907906
72,2.0,Evan Engram,NYG,TE6,TE,11.0,26.0,142.0,73.0,19.6,78.0,-17.0,13.675,8.484060685443366,169.55,0.5655339039257178
73,4.0,Devin Singletary,BUF,RB28,RB,11.0,13.0,168.0,74.1,15.6,55.0,24.0,11.991666666666669,6.152376973515392,173.26,0.6778574361241828
74,3.0,D'Andre Swift,DET,RB29,RB,5.0,8.0,120.0,75.7,15.8,63.0,23.0,,,158.90000000000003,0.6551811262356696
75,4.0,David Montgomery,CHI,RB30,RB,11.0,44.0,177.0,77.7,16.5,58.0,13.0,10.525,6.7802163190663265,147.60999999999999,0.6373527461074441
76,4.0,Marvin Jones,DET,WR34,WR,5.0,48.0,196.0,79.0,12.2,101.0,0.0,14.915384615384616,10.788021609934336,187.62,0.5561854530524588
77,4.0,Will Fuller,HOU,WR35,WR,8.0,49.0,194.0,79.5,16.5,70.0,-42.0,12.090909090909092,14.527522469124223,180.21,0.5444840981587343
78,3.0,Josh Allen,BUF,QB7,QB,11.0,61.0,117.0,80.9,12.5,102.0,5.0,19.8475,8.683427510685705,356.28000000000003,0.5626125130278243
79,4.0,Tarik Cohen,CHI,RB31,RB,11.0,47.0,149.0,81.2,20.2,87.0,59.0,10.05625,4.388768809890386,175.21,0.6809367400435841
80,4.0,Antonio Gibson,WAS,RB32,RB,8.0,34.0,181.0,78.8,31.3,66.0,42.0,,,194.0,0.7106085967848909
81,4.0,Matt Ryan,ATL,QB8,QB,10.0,61.0,178.0,81.6,13.0,85.0,-6.0,21.48933333333333,9.848253990767432,362.286,0.57209676909958
82,5.0,Brandin Cooks,HOU,WR36,WR,8.0,32.0,160.0,83.4,15.8,84.0,-33.0,8.392857142857144,5.814102786225163,176.29000000000002,0.5382939077156303
83,3.0,Hunter Henry,LAC,TE7,TE,10.0,46.0,145.0,85.1,19.3,97.0,-6.0,12.266666666666667,7.164347757324374,162.14,0.5538325490319932
84,3.0,Tyler Higbee,LAR,TE8,TE,9.0,38.0,161.0,85.2,23.5,92.0,-12.0,10.693333333333333,8.462730618648424,161.16000000000003,0.5522850014212173
85,6.0,Jamison Crowder,NYJ,WR37,WR,11.0,55.0,221.0,87.1,20.0,106.0,10.0,12.356250000000001,8.492268542621577,192.79000000000002,0.5643495562644096
86,5.0,Diontae Johnson,PIT,WR38,WR,8.0,45.0,166.0,88.8,17.0,96.0,-9.0,9.506250000000001,6.787583639754773,184.76999999999998,0.5516849319394878
87,6.0,Christian Kirk,ARI,WR39,WR,8.0,45.0,208.0,91.1,22.2,123.0,11.0,12.784615384615384,9.284291945166142,182.68,0.5483845497899758
88,4.0,Carson Wentz,PHI,QB9,QB,9.0,61.0,154.0,93.4,15.0,114.0,-2.0,19.80375,6.777650404085476,343.96000000000004,0.5431576287780691
89,4.0,Drew Brees,NO,QB10,QB,6.0,61.0,154.0,94.3,14.8,79.0,-23.0,25.705454545454543,13.290637579616988,351.51200000000006,0.5550832201623347
90,3.0,Hayden Hurst,ATL,TE9,TE,10.0,44.0,193.0,94.4,25.5,82.0,-39.0,4.806250000000001,3.746726348872217,148.78,0.5327353693585574
91,5.0,Deebo Samuel,SF,WR40,WR,11.0,39.0,157.0,97.0,19.9,91.0,-35.0,12.34,7.270861611351751,169.38,0.5273821179294446
92,5.0,J.K. Dobbins,BAL,RB33,RB,8.0,47.0,195.0,97.5,18.7,64.0,-9.5,,,120.96000000000001,0.5952689258756277
93,5.0,Jordan Howard,MIA,RB34,RB,11.0,51.0,170.0,97.8,14.3,86.0,21.0,11.139999999999999,9.25481256188128,129.25,0.6083599153586204
94,6.0,Sterling Shepard,NYG,WR41,WR,11.0,58.0,214.0,97.9,21.7,115.0,6.0,13.98,6.047736031864413,184.17000000000002,0.5507374538104413
95,4.0,Tom Brady,TB,QB11,QB,13.0,67.0,162.0,98.4,15.3,89.0,-25.0,19.605000000000004,8.192687796647283,344.42800000000005,0.5438966617187254
96,5.0,Phillip Lindsay,DEN,RB35,RB,8.0,66.0,181.0,99.8,16.5,88.0,39.0,12.356250000000001,7.201941289217327,145.75,0.6344155639073998
97,5.0,Matt Breida,MIA,RB36,RB,11.0,57.0,168.0,102.6,17.4,98.0,42.0,7.792307692307692,7.521354215217445,139.68,0.6248302435018793
98,4.0,Matthew Stafford,DET,QB12,QB,5.0,70.0,172.0,103.5,14.6,110.0,-33.0,25.57,9.388424483677454,326.62199999999996,0.5157786691090547
99,6.0,John Brown,BUF,WR42,WR,11.0,58.0,223.0,105.3,19.6,154.0,16.0,14.788000000000002,7.117856017489697,166.45999999999998,0.5227710577014181
100,6.0,Anthony Miller,CHI,WR43,WR,11.0,73.0,212.0,105.4,21.6,134.0,-8.0,7.90625,8.207676792694345,163.61,0.5182705365884471
101,6.0,CeeDee Lamb,DAL,WR44,WR,10.0,55.0,195.0,106.3,21.8,93.0,-50.0,,,161.42000000000002,0.5148122414174273
102,4.0,Aaron Rodgers,GB,QB13,QB,5.0,69.0,172.0,108.1,15.1,99.0,-17.0,20.27375,12.562712485765166,342.2420000000001,0.540444683068566
103,6.0,Emmanuel Sanders,NO,WR45,WR,6.0,59.0,196.0,108.2,22.6,105.0,-41.0,11.194117647058825,10.128577799241814,159.66,0.5120329722388908
104,5.0,Ronald Jones II,TB,RB37,RB,13.0,57.0,210.0,110.1,25.0,81.0,34.0,10.20625,6.307399754785378,146.64,0.6358209897988188
105,6.0,Darius Slayton,NYG,WR46,WR,11.0,50.0,212.0,110.6,23.1,124.0,-26.0,12.142857142857142,10.373614034263476,158.84,0.5107380854625273
106,5.0,Zack Moss,BUF,RB38,RB,11.0,47.0,186.0,108.5,22.4,72.0,4.0,,,125.32000000000001,0.6021539336133659
107,6.0,Preston Williams,MIA,WR47,WR,11.0,58.0,183.0,111.5,22.6,129.0,6.0,11.100000000000001,5.7208890417986105,174.76,0.5358778384865617
108,4.0,Mike Gesicki,MIA,TE10,TE,11.0,53.0,266.0,114.6,26.4,155.0,23.0,8.4375,7.16108697522008,147.12,0.5301140132015286
109,5.0,Austin Hooper,CLE,TE11,TE,9.0,63.0,194.0,114.8,21.8,142.0,10.0,14.592307692307692,6.814991017169617,144.92000000000002,0.5266399267283581
110,6.0,Golden Tate,NYG,WR48,WR,11.0,55.0,206.0,115.5,23.8,152.0,19.0,13.745454545454544,6.395836714045105,169.99,0.5283453873606418
111,5.0,Jared Cook,NO,TE12,TE,6.0,63.0,255.0,116.8,24.1,117.0,-2.0,11.964285714285717,6.5789415962959055,150.91,0.5360989167166724
112,6.0,Latavius Murray,NO,RB39,RB,6.0,71.0,195.0,117.2,19.1,94.0,17.0,9.825000000000001,10.39778822634891,119.62,0.5931528913874238
113,6.0,Tevin Coleman,SF,RB40,RB,11.0,80.0,245.0,117.5,21.0,109.0,39.0,9.671428571428574,9.352862874865853,123.96,0.6000063165208603
114,6.0,Kerryon Johnson,DET,RB41,RB,5.0,76.0,205.0,117.7,22.0,95.0,53.0,10.499999999999998,4.944549668935628,151.19,0.6430060322774217
115,7.0,Jerry Jeudy,DEN,WR49,WR,8.0,45.0,301.0,119.9,27.9,111.0,-56.5,,,149.34000000000003,0.49573634841929076
116,5.0,Ben Roethlisberger,PIT,QB14,QB,8.0,87.0,241.0,121.3,15.2,135.0,-38.0,,,313.66,0.4953099832612198
117,4.0,Daniel Jones,NYG,QB15,QB,11.0,77.0,171.0,121.4,19.5,132.0,-13.0,19.459999999999997,12.98501187266817,326.98800000000006,0.5163566307677732
118,5.0,Rob Gronkowski,TB,TE13,TE,13.0,63.0,232.0,121.9,28.7,71.0,-65.0,,,140.0,0.5188706060701767
119,6.0,Cam Newton,NE,QB16,QB,6.0,70.0,320.0,119.8,30.0,122.0,-12.5,,,330.52000000000004,0.521934118687427
120,6.0,Marlon Mack,IND,RB42,RB,7.0,68.0,252.0,124.5,23.3,80.0,21.0,12.807142857142859,6.380193424330342,135.93,0.6189085051953385
121,5.0,T.J. Hockenson,DET,TE14,TE,5.0,69.0,236.0,125.2,19.2,147.0,-12.0,6.7250000000000005,6.810436509838811,131.63,0.5056532861699776
122,7.0,Henry Ruggs III,LV,WR50,WR,6.0,74.0,306.0,125.7,37.5,103.0,-34.0,,,163.84000000000003,0.518633736537915
123,7.0,Jared Goff,LAR,QB17,QB,9.0,87.0,197.0,126.2,18.4,146.0,5.0,18.595000000000002,10.317946824182933,329.86400000000003,0.5208982092663361
124,8.0,Mike Williams,LAC,WR51,WR,10.0,51.0,222.0,127.5,32.2,178.0,-3.0,10.753333333333334,3.812360848358303,149.23000000000002,0.4955626440956322
125,4.0,Noah Fant,DEN,TE15,TE,8.0,78.0,282.0,129.0,17.8,120.0,-14.5,6.875000000000001,6.2194855092684325,141.94,0.521934118687427
126,6.0,Duke Johnson,HOU,RB43,RB,8.0,76.0,227.0,129.5,24.1,136.0,72.0,9.5625,5.981513186477148,135.51000000000002,0.6182452705050059
127,,Dallas Goedert,PHI,TE16,TE,9.0,69.0,255.0,131.5,20.4,,,9.513333333333332,5.670458115363806,132.76000000000002,0.5074377033130153
128,,Jonnu Smith,TEN,TE17,TE,7.0,69.0,185.0,131.5,23.0,158.0,-7.5,6.54375,6.325711422440958,130.64,0.5040899472570509
129,7.0,Sony Michel,NE,RB44,RB,6.0,80.0,264.0,135.9,30.7,112.0,31.5,9.412500000000001,6.062219065655744,117.9,0.5904367874174905
130,7.0,Baker Mayfield,CLE,QB18,QB,9.0,95.0,197.0,136.3,21.4,156.0,-9.0,17.88625,7.750942200790818,320.048,0.505397467075135
131,7.0,Jalen Reagor,PHI,WR52,WR,9.0,62.0,298.0,137.7,35.9,141.0,-53.0,,,139.65,0.48043457663518935
132,7.0,Ryan Tannehill,TEN,QB19,QB,7.0,91.0,202.0,139.3,21.3,177.0,14.0,22.18166666666667,10.779237477950868,321.584,0.5078230110854941
133,6.0,Chris Thompson,JAX,RB45,RB,7.0,59.0,235.0,139.6,39.0,121.0,67.0,8.418181818181818,4.307161056152459,142.96,0.6300097906073335
134,6.0,Joe Burrow,CIN,QB20,QB,9.0,95.0,314.0,141.9,28.8,137.0,-52.0,,,306.57599999999996,0.4841234248176104
135,8.0,Mecole Hardman,KC,WR53,WR,10.0,64.0,231.0,142.6,30.4,113.0,-104.0,6.96875,6.696836939929178,123.89000000000001,0.4555474844455674
136,7.0,Justin Jefferson,MIN,WR54,WR,7.0,72.0,317.0,143.2,37.8,131.0,-54.0,,,144.81999999999996,0.48859867984714017
137,,Blake Jarwin,DAL,TE18,TE,10.0,92.0,260.0,143.8,27.4,160.0,-19.0,5.281250000000001,3.9819959400615503,124.60000000000001,0.4945520007579826
138,7.0,Darrell Henderson,LAR,RB46,RB,9.0,71.0,279.0,144.1,34.0,133.0,37.0,,,104.22,0.5688342860752298
139,7.0,Allen Lazard,GB,WR55,WR,5.0,79.0,304.0,146.4,28.2,138.0,-32.0,6.425000000000001,6.455230437405004,149.64000000000001,0.49621008748381396
140,,Jack Doyle,IND,TE19,TE,7.0,58.0,267.0,145.8,27.2,181.0,3.0,6.925,5.036069896258391,126.84,0.4980892524397563
141,,N'Keal Harry,NE,WR56,WR,6.0,64.0,279.0,147.9,28.3,164.0,-33.0,5.628571428571429,3.8308894901464177,140.59,0.4819189590373623
142,6.0,Alexander Mattison,MIN,RB47,RB,7.0,98.0,197.0,144.1,20.5,100.0,0.0,5.184615384615385,3.8394544217128375,96.46999999999998,0.556596026908379
143,6.0,Ryquell Armstead,JAX,RB48,RB,7.0,80.0,199.0,148.7,33.7,118.0,-27.0,3.1999999999999997,5.829007920163888,69.96000000000001,0.5147332849066735
144,7.0,Boston Scott,PHI,RB49,RB,9.0,84.0,274.0,143.5,30.0,116.0,29.0,8.445454545454545,11.700287486755496,112.01,0.5811357104506838
145,,Chris Herndon IV,NYJ,TE20,TE,11.0,92.0,273.0,152.3,31.3,159.0,2.5,,,134.91,0.5108328332754319
146,,Robby Anderson,CAR,WR57,WR,13.0,81.0,213.0,148.5,29.3,185.0,-5.0,9.956249999999999,7.336935668247338,146.63,0.49145690553643057
147,,Gardner Minshew II,JAX,QB21,QB,7.0,97.0,274.0,152.5,27.0,179.0,11.0,18.445714285714285,7.007492379628355,320.084,0.5054543157628778
148,,DeSean Jackson,PHI,WR58,WR,9.0,45.0,304.0,148.8,39.7,127.0,-7.5,12.299999999999999,20.019240744843447,165.93,0.521934118687427
149,6.0,Nyheim Hines,IND,RB50,RB,7.0,83.0,227.0,145.0,27.3,148.0,52.0,6.55625,3.485200855044082,107.72000000000001,0.5743612418280012
150,,Curtis Samuel,CAR,WR59,WR,13.0,82.0,239.0,149.6,30.2,,,10.731250000000001,5.98071553690136,139.86999999999998,0.4807819852825065
151,,Brandon Aiyuk,SF,WR60,WR,11.0,67.0,265.0,155.8,34.3,145.0,-68.0,,,128.0,0.4620377096295361
152,7.0,Tony Pollard,DAL,RB51,RB,10.0,100.0,250.0,150.3,25.0,125.0,36.0,5.746666666666667,7.870457117480233,111.90999999999998,0.5809777974291761
153,,Breshad Perriman,NYJ,WR61,WR,11.0,85.0,240.0,155.5,31.3,188.0,11.0,9.864285714285714,10.527225300499296,152.25,0.5003316173451663
154,7.0,Chase Edmonds,ARI,RB52,RB,8.0,93.0,257.0,156.1,29.2,104.0,-7.0,6.36923076923077,10.308037690348295,90.08,0.5465053848340334
155,,Sammy Watkins,KC,WR62,WR,10.0,107.0,231.0,157.1,25.3,144.0,-20.0,9.60714285714286,11.483129048619663,154.51000000000002,0.5039004516312415
156,,Eric Ebron,PIT,TE21,TE,8.0,92.0,258.0,160.2,23.1,,,7.863636363636365,4.67103258975416,121.6,0.48981461011275
157,,Parris Campbell,IND,WR63,WR,7.0,100.0,247.0,165.3,31.0,166.0,-93.0,,,104.64999999999999,0.4251650191074756
158,,Kirk Cousins,MIN,QB22,QB,7.0,91.0,254.0,160.1,23.1,,,19.361333333333334,9.62313719759879,310.412,0.49018096832264785
159,,Jimmy Garoppolo,SF,QB23,QB,11.0,103.0,275.0,164.7,23.8,172.0,0.5,18.770000000000003,10.965915678440476,316.56,0.49988946088494457
160,1.0,San Francisco (SF),SF,DST1,DST,11.0,117.0,322.0,145.2,19.8,,,,,,
161,2.0,Pittsburgh (PIT),PIT,DST2,DST,8.0,122.0,230.0,148.4,11.8,,,,,,
162,,Michael Pittman Jr.,IND,WR64,WR,7.0,55.0,311.0,166.8,30.8,157.0,-42.0,,,136.41,0.47531819473833814
163,2.0,Baltimore (BAL),BAL,DST3,DST,8.0,126.0,183.0,152.4,8.0,,,,,,
164,8.0,Damien Harris,NE,RB53,RB,6.0,80.0,316.0,169.1,43.6,108.0,-33.0,,,71.82,0.5176704671067177
165,,Philip Rivers,IND,QB24,QB,7.0,116.0,275.0,173.8,28.8,171.0,-36.5,18.218750000000004,7.018233277209681,298.034,0.47063449452041817
166,,Drew Lock,DEN,QB25,QB,8.0,114.0,284.0,175.6,29.7,173.0,-41.0,16.400000000000002,9.074227239825989,296.62,0.4684016043962985
167,,Ian Thomas,CAR,TE22,TE,13.0,123.0,350.0,177.8,37.8,,,,,126.37,0.49734706123866984
168,,Teddy Bridgewater,CAR,QB26,QB,13.0,116.0,331.0,179.6,32.5,,,12.162222222222221,12.773168927264857,300.22399999999993,0.47409278969143787
169,,Larry Fitzgerald,ARI,WR65,WR,8.0,102.0,261.0,173.7,31.3,184.0,-40.0,11.024999999999999,5.694734409961539,127.0,0.46045857941445856
170,,Irv Smith Jr.,MIN,TE23,TE,7.0,106.0,311.0,181.2,33.3,,,4.88125,3.7761035914462586,97.52,0.4517891545336829
171,2.0,Buffalo (BUF),BUF,DST4,DST,11.0,131.0,213.0,162.3,11.9,,,,,,
172,,Hunter Renfrow,LV,WR66,WR,6.0,75.0,275.0,182.1,35.3,,,10.192307692307692,7.528995233812361,142.13,0.48435081956858167
173,3.0,New England (NE),NE,DST5,DST,6.0,114.0,234.0,168.7,17.6,,,,,,
