rank,pos_tiers,player_name,tm,pos_rank,pos,bye,best,worst,avg,std dev,adp,adp_vor_delta,py_avg_ppg,py_std_dev,custom_points,vor
203,3.0,Jake Elliott,PHI,K8,K,9.0,126.0,261.0,210.7,25.3,,,,,,
204,,Randall Cobb,HOU,WR69,WR,8.0,90.0,262.0,195.1,23.7,,,8.493333333333332,5.728683053181554,98.35000000000001,0.46271231511724803
205,,Indianapolis (IND),IND,DST15,DST,7.0,65.0,279.0,211.3,36.4,,,,,,
206,,Jamaal Williams,GB,RB60,RB,5.0,85.0,328.0,190.8,48.1,,,9.057142857142859,5.989954961396659,76.07000000000001,0.4852244260157232
207,,Darrel Williams,KC,RB61,RB,10.0,100.0,333.0,201.6,66.7,132.0,-41.0,5.025,6.047708055724311,79.87,0.49298722287726626
208,,Adrian Peterson,DET,RB62,RB,5.0,84.0,363.0,180.8,64.7,,,9.233333333333336,5.114777842776007,89.12,0.5118835047112857
209,,Corey Davis,TEN,WR70,WR,7.0,122.0,265.0,195.9,23.9,,,6.240000000000001,4.879666264934812,113.71,0.4940903571681171
210,,Steven Sims,WAS,WR71,WR,8.0,106.0,320.0,199.6,40.6,,,5.40625,6.93661480839177,117.82000000000001,0.5024864348262599
211,,Seattle (SEA),SEA,DST16,DST,6.0,64.0,302.0,213.9,33.4,,,,,,
212,3.0,Ka'imi Fairbairn,HOU,K9,K,8.0,113.0,284.0,217.2,26.1,,,,,,
213,,Green Bay (GB),GB,DST17,DST,5.0,75.0,302.0,220.4,33.5,,,,,,
214,,Benny Snell Jr.,PIT,RB63,RB,8.0,114.0,308.0,205.3,41.1,,,,,71.30000000000001,0.47548007311320717
215,,Alshon Jeffery,PHI,WR72,WR,9.0,124.0,346.0,202.0,40.3,,,10.07,8.310642440736924,83.47,0.4323148368804686
216,,Dwayne Haskins,WAS,QB30,QB,8.0,108.0,320.0,227.2,39.5,,,7.344444661111112,6.804138388669219,171.670004547,0.35069457171540674
217,,Giovani Bernard,CIN,RB64,RB,9.0,131.0,327.0,199.7,41.9,,,3.3375000000000004,2.1360009363293826,77.57000000000001,0.48828868793475333
218,,Tampa Bay (TB),TB,DST18,DST,13.0,64.0,307.0,221.8,35.8,,,,,,
219,,Cole Beasley,BUF,WR73,WR,11.0,110.0,296.0,202.7,26.4,,,9.82,4.792732593655285,119.61,0.5061431207163024
220,4.0,Younghoe Koo,ATL,K10,K,10.0,146.0,300.0,224.8,33.3,,,,,,
221,,Dawson Knox,BUF,TE26,TE,11.0,128.0,358.0,213.9,36.7,,,4.38,4.0497266221667,80.01,0.4977061862325727
222,,Dallas (DAL),DAL,DST19,DST,10.0,63.0,401.0,229.7,39.5,,,,,,
223,,Dan Bailey,MIN,K11,K,7.0,76.0,298.0,228.4,28.8,,,,,,
224,,Michael Badgley,LAC,K12,K,10.0,106.0,328.0,228.7,37.3,,,,,,
225,,Bryan Edwards,LV,WR74,WR,6.0,110.0,315.0,184.6,43.7,,,,,108.46000000000001,0.4833654404515115
226,,Dede Westbrook,JAX,WR75,WR,7.0,97.0,384.0,203.3,38.7,,,7.980000000000001,5.329861965513607,94.05999999999999,0.45394852602882163
227,,Kyle Rudolph,MIN,TE27,TE,7.0,100.0,337.0,219.9,38.8,,,5.762499999999999,5.774873735993426,87.95,0.5139263459906391
228,,Mason Crosby,GB,K13,K,5.0,119.0,293.0,230.4,31.5,,,,,,
229,,Malcolm Brown,LAR,RB65,RB,9.0,106.0,344.0,209.6,41.8,,,4.1499999999999995,5.036138630706298,56.540000000000006,0.4453277358299501
230,,Cleveland (CLE),CLE,DST20,DST,9.0,55.0,396.0,234.7,37.1,,,,,,
231,,Gerald Everett,LAR,TE28,TE,9.0,121.0,341.0,224.3,44.6,,,5.484615384615385,5.781125345156448,68.15,0.47347808865944074
232,,Jerick McKinnon,SF,RB66,RB,11.0,98.0,349.0,212.5,53.7,,,,,88.86000000000001,0.5113523659786539
233,,Jason Myers,SEA,K14,K,6.0,69.0,304.0,236.4,30.2,,,,,,
234,,Chris Boswell,PIT,K15,K,8.0,70.0,286.0,241.5,33.1,,,,,,
235,,Anthony McFarland Jr.,PIT,RB67,RB,8.0,115.0,365.0,214.0,45.8,,,,,51.53,0.43509310102038934
236,,Brandon McManus,DEN,K16,K,8.0,83.0,302.0,237.3,33.5,,,,,,
237,,Ke'Shawn Vaughn,TB,RB68,RB,13.0,75.0,336.0,207.1,66.7,,,,,17.02,0.36459464846990164
238,,Denzel Mims,NYJ,WR76,WR,11.0,122.0,350.0,207.4,29.3,,,,,67.60000000000001,0.3998949457771293
239,,New York (NYJ),NYJ,DST21,DST,11.0,117.0,345.0,233.7,43.7,,,,,,
240,,Ryan Fitzpatrick,MIA,QB31,QB,11.0,139.0,335.0,240.8,41.6,,,14.608571764666669,9.218595544485105,142.89714636999997,0.2919161893064486
241,,Will Dissly,SEA,TE29,TE,6.0,104.0,352.0,232.1,42.5,,,10.399999999999999,7.910752176626443,53.67,0.44389774693440276
