rank,pos_tiers,player_name,tm,pos_rank,pos,bye,best,worst,avg,std dev,adp,adp_vor_delta,py_avg_ppg,py_std_dev,custom_points,vor
35,2.0,Chris Godwin,TB,WR15,WR,9,24,65,37.29,6.41,48.0,-12.0,15.833333333333334,7.091651087829629,229.51999999999998,0.6625189238990625
36,2.0,David Montgomery,CHI,RB17,RB,10,19,71,37.80,9.09,26.0,2.0,17.453333333333333,8.407723206897902,237.66,0.7638808062990651
37,2.0,Cooper Kupp,LAR,WR16,WR,11,25,72,39.17,7.37,45.0,3.0,13.846666666666668,6.553174439773082,246.60000000000002,0.6897757218742719
38,2.0,Mike Evans,TB,WR17,WR,9,24,73,39.70,6.84,39.0,-14.0,15.5375,9.266417862367312,237.06,0.6745514916234817
39,3.0,James Robinson,JAX,RB18,RB,7,7,119,40.53,13.22,28.0,-1.0,17.528571428571432,7.2398925376033,224.96,0.7436137492566086
40,1.0,Josh Allen,BUF,QB2,QB,7,19,61,40.67,10.57,33.0,5.0,29.44125,10.078530233455009,466.554,0.7445414591642738
41,2.0,Tyler Lockett,SEA,WR18,WR,9,28,72,41.50,7.66,49.0,6.0,16.525000000000002,13.611686155653162,246.39000000000001,0.6894405973090029
42,2.0,D.J. Moore,CAR,WR19,WR,13,30,86,41.56,8.85,60.0,6.0,14.099999999999998,6.4319514923544014,235.45000000000002,0.671982203289753
43,2.0,Diontae Johnson,PIT,WR20,WR,7,25,75,41.61,8.87,47.0,2.0,14.653333333333332,9.229677804828965,244.79,0.686887267287906
44,2.0,Julio Jones,TEN,WR21,WR,13,25,86,43.05,9.68,52.0,4.0,16.233333333333334,9.539392014169458,238.95999999999998,0.6775835710235342
45,3.0,Miles Sanders,PHI,RB19,RB,14,27,80,47.43,10.03,38.0,12.0,13.533333333333333,7.8388697391829885,228.25,0.748864034112489
46,1.0,Kyler Murray,ARI,QB3,QB,12,19,70,50.99,10.48,44.0,-3.0,27.108749999999993,11.049179682974959,430.01,0.6862234014824209
47,2.0,Tee Higgins,CIN,WR22,WR,10,30,86,51.69,11.26,63.0,1.0,12.100000000000001,7.221172573296759,228.14,0.6603166767558665
48,3.0,Josh Jacobs,LV,RB20,RB,8,34,80,51.86,8.24,35.0,2.0,15.286666666666669,8.963964896554799,217.48000000000002,0.7316769314079806
49,2.0,Adam Thielen,MIN,WR23,WR,7,33,86,51.99,10.63,56.0,6.0,16.8,9.671755639120393,238.12000000000003,0.6762430727624584
50,2.0,Mark Andrews,BAL,TE4,TE,8,26,92,53.77,9.17,54.0,2.0,12.007142857142856,7.032065489949952,203.04,0.6752323796291075
51,2.0,T.J. Hockenson,DET,TE5,TE,9,26,94,54.01,10.83,57.0,-7.0,10.768750000000002,4.952941045479948,192.31,0.6581091101751265
52,3.0,Mike Davis,ATL,RB21,RB,6,28,83,54.29,10.01,42.0,11.0,13.700000000000001,8.252445524985738,222.45000000000002,0.739608212786013
53,2.0,Kyle Pitts,ATL,TE6,TE,6,26,92,55.17,13.10,40.0,-46.0,,,165.51,0.6153408323217536
54,1.0,Lamar Jackson,BAL,QB4,QB,8,19,93,55.65,11.24,51.0,2.0,25.451999999999998,7.236825665599919,424.522,0.6774654795100585
55,2.0,Brandon Aiyuk,SF,WR24,WR,6,36,88,56.25,11.32,58.0,-11.0,15.375,7.333624305522165,218.0,0.644134947747165
56,3.0,Darrell Henderson,LAR,RB22,RB,11,31,122,58.50,14.82,50.0,11.0,8.686666666666667,7.316894995894938,197.09,0.6991379319516272
57,3.0,Myles Gaskin,MIA,RB23,RB,14,31,89,59.45,14.00,43.0,6.0,16.22,7.01566501164042,212.40000000000003,0.723570108590998
58,3.0,Gus Edwards,BAL,RB24,RB,8,34,149,60.19,19.40,46.0,-5.0,7.95,4.8872623556888515,182.7,0.6761739200743869
59,3.0,Kareem Hunt,CLE,RB25,RB,13,34,88,60.36,10.51,61.0,4.0,13.53125,6.834492787812909,178.71,0.6698065533342766
60,2.0,Dak Prescott,DAL,QB5,QB,7,38,95,62.56,10.05,66.0,8.0,30.127999999999997,12.382549010603592,418.99,0.668637340962116
61,3.0,Chase Claypool,PIT,WR25,WR,7,39,125,65.21,13.15,67.0,-10.0,13.24375,10.219978392018906,207.07,0.6266925120405469
62,3.0,Jerry Jeudy,DEN,WR26,WR,11,33,102,65.31,15.40,64.0,-17.0,9.600000000000001,7.143855168371394,204.19,0.6220965180025725
63,3.0,Odell Beckham Jr.,CLE,WR27,WR,13,41,109,66.63,13.87,71.0,1.0,12.402857142857144,12.755523920097934,215.83000000000004,0.6406719939060523
64,3.0,JuJu Smith-Schuster,PIT,WR28,WR,7,41,137,67.03,15.62,85.0,19.0,14.31875,7.378727871388128,223.38,0.6527205199431033
65,3.0,Chase Edmonds,ARI,RB26,RB,12,32,110,67.93,13.86,65.0,30.0,10.375000000000002,5.926269203020284,213.86,0.725900022235249
66,3.0,Robby Anderson,CAR,WR29,WR,13,33,156,68.23,16.37,75.0,1.5,13.81875,5.46116211686365,211.39999999999998,0.6336024614101403
67,2.0,Russell Wilson,SEA,QB6,QB,9,38,103,68.99,8.85,69.0,13.0,27.73625,10.689496947939128,420.668,0.6713151458217415
68,3.0,Damien Harris,NE,RB27,RB,14,42,115,69.46,15.23,55.0,-8.0,9.030000000000001,3.777727123843413,172.42000000000002,0.6597687746888395
69,3.0,Tyler Boyd,CIN,WR30,WR,10,45,105,70.27,13.05,100.0,20.0,12.776,7.892785856174522,205.1,0.6235487244520713
70,3.0,Ja'Marr Chase,CIN,WR31,WR,10,39,148,70.94,15.69,91.0,7.0,,,203.10999999999999,0.6203730202383321
71,3.0,Kenny Golladay,NYG,WR32,WR,10,36,128,71.51,15.98,99.0,28.0,13.16,7.463444245119005,214.23000000000002,0.6381186638849554
72,3.0,Javonte Williams,DEN,RB28,RB,11,20,130,71.54,17.59,53.0,-22.0,,,154.8,0.63165022783151
73,3.0,Aaron Rodgers,GB,QB7,QB,13,54,105,72.09,9.95,59.0,4.0,30.016249999999996,8.311611857315443,421.07599999999996,0.6719662449771211
74,3.0,Courtland Sutton,DEN,WR33,WR,11,43,124,73.83,12.92,88.0,10.0,,,207.05,0.6266605954152832
75,3.0,Justin Herbert,LAC,QB8,QB,7,54,95,76.46,8.91,72.0,7.0,26.189333333333327,9.794721221633814,409.8740000000001,0.6540897431669167
76,3.0,Raheem Mostert,SF,RB29,RB,6,44,132,81.35,16.47,62.0,-5.0,12.337499999999999,6.739846861337855,167.53,0.6519651598118621
77,4.0,Brandin Cooks,HOU,WR34,WR,10,45,155,81.44,16.79,108.0,47.0,15.466666666666667,10.449037321800557,229.13,0.6618965497064202
78,4.0,Deebo Samuel,SF,WR35,WR,6,38,157,81.99,17.50,97.0,24.0,11.52857142857143,8.089440500989399,212.59,0.6355015006133312
79,3.0,Noah Fant,DEN,TE7,TE,11,53,127,83.59,15.10,78.0,-10.0,9.82,5.654353569216758,163.85,0.6126917524248655
80,3.0,Logan Thomas,WAS,TE8,TE,9,46,139,84.99,20.48,68.0,-17.0,,,167.14000000000001,0.6179420372807461
81,4.0,Corey Davis,NYJ,WR36,WR,6,50,155,85.36,20.67,92.0,-25.0,13.600000000000003,9.74766244167919,177.77,0.57993465602921
82,3.0,Tom Brady,TB,QB9,QB,9,54,114,87.82,11.42,80.0,21.0,26.62,11.756573196868777,415.60600000000005,0.6632370479674963
83,4.0,Laviska Shenault Jr.,JAX,WR37,WR,7,49,155,88.54,19.68,79.0,-28.0,11.221428571428572,5.906343209625573,185.5,0.5922704316936345
84,3.0,Melvin Gordon III,DEN,RB30,RB,11,47,132,89.56,16.47,74.0,6.0,12.959999999999999,7.134203329234256,164.26000000000002,0.6467467915812454
85,4.0,Antonio Brown,TB,WR38,WR,9,37,196,89.96,23.42,73.0,-41.0,14.6375,10.383769959481409,180.79,0.5847540664440304
86,4.0,Trey Sermon,SF,RB31,RB,6,44,310,90.54,28.74,70.0,-40.0,,,127.39999999999999,0.5879244512202257
87,3.0,Ryan Tannehill,TEN,QB10,QB,13,65,116,90.59,9.66,96.0,4.0,25.334999999999997,8.870275456076135,383.346,0.6117555314171301
88,4.0,Will Fuller V,MIA,WR39,WR,14,50,169,92.28,18.51,132.0,17.0,17.172727272727272,9.080428504106061,182.72,0.5878340207819787
89,4.0,DeVonta Smith,PHI,WR40,WR,14,33,169,92.35,21.17,77.0,-39.0,,,178.51999999999998,0.5811315294765992
90,4.0,D.J. Chark Jr.,JAX,WR41,WR,7,47,189,93.40,24.02,121.0,22.0,11.815384615384612,8.298679227628751,195.40000000000003,0.6080691611991714
91,3.0,Jalen Hurts,PHI,QB11,QB,14,56,154,94.82,13.32,103.0,-10.0,7.742666666666667,12.150618718324399,367.14400000000006,0.5858998732909978
92,4.0,Jarvis Landry,CLE,WR42,WR,13,48,174,95.20,17.30,126.0,40.0,12.530666666666667,6.55630499886142,203.98000000000002,0.6217613934373035
93,5.0,Ronald Jones II,TB,RB32,RB,9,59,144,97.52,18.49,81.0,-16.0,13.164285714285715,6.9036898877291755,139.67,0.6075053008195125
94,3.0,Matthew Stafford,LAR,QB12,QB,11,70,131,98.01,9.67,89.0,-36.0,19.785,8.639408930399503,357.732,0.5708799094418954
95,4.0,Dallas Goedert,PHI,TE9,TE,14,63,161,99.01,19.51,106.0,3.0,10.581818181818182,7.365842542685552,154.47000000000003,0.5977228551761851
96,5.0,Michael Carter,NYJ,RB33,RB,6,55,186,99.26,22.36,82.0,-33.0,,,125.14,0.5843178725654263
97,4.0,Robert Tonyan,GB,TE10,TE,13,63,153,99.28,16.78,86.0,-16.0,11.037500000000001,8.172708649319798,154.58,0.5978983966151354
98,5.0,Tyler Higbee,LAR,TE11,TE,11,63,246,101.58,25.83,94.0,-6.0,8.413333333333334,6.672423704714659,157.06,0.6018560581478356
99,5.0,Kenyan Drake,LV,RB34,RB,8,59,163,103.96,18.01,105.0,29.0,12.613333333333335,6.7457782211931505,152.42000000000002,0.6278521494251283
100,5.0,James Conner,ARI,RB35,RB,12,60,177,104.47,18.54,101.0,14.0,12.507692307692308,7.041479666762939,144.38,0.6150216660691165
101,5.0,Zack Moss,BUF,RB36,RB,7,65,180,105.57,18.50,90.0,1.0,7.815384615384615,5.58955069062594,142.77999999999997,0.6124683360480195
102,4.0,Curtis Samuel,WAS,WR43,WR,9,58,174,105.58,21.39,150.0,51.0,14.073333333333334,6.827095875644203,197.75,0.6118193646676575
103,5.0,Nyheim Hines,IND,RB37,RB,14,71,165,106.80,20.06,118.0,22.0,11.95,7.889740173161598,140.73,0.6091968819584892
104,5.0,Mike Williams,LAC,WR44,WR,7,67,218,108.33,22.39,123.0,8.0,10.246666666666666,8.499148416725278,181.53,0.5859349815787878
105,4.0,Joe Burrow,CIN,QB13,QB,10,70,163,108.74,11.69,117.0,-12.0,19.572,9.42348932779738,357.688,0.5708096928663151
106,5.0,Jamaal Williams,DET,RB38,RB,9,80,156,109.92,18.57,93.0,-2.0,8.792857142857143,6.187389692656444,140.32,0.6085425911405832
107,4.0,Mike Gesicki,MIA,TE12,TE,14,69,153,110.78,16.90,116.0,13.0,10.62,8.211072663526627,154.65,0.5980101048035585
108,5.0,Leonard Fournette,TB,RB39,RB,9,63,182,111.81,20.42,98.0,26.0,10.153846153846153,7.999334908250746,158.69,0.6378580114453017
109,5.0,Michael Gallup,DAL,WR45,WR,7,72,196,111.92,20.27,147.0,46.0,10.831249999999999,8.285064373115434,197.38,0.6112289071002788
110,5.0,Michael Pittman Jr.,IND,WR46,WR,14,73,194,112.12,24.84,102.0,-22.0,7.607692307692309,4.982211948265139,172.43000000000004,0.5714129170837993
111,4.0,Marvin Jones Jr.,JAX,WR47,WR,7,60,175,113.09,22.10,131.0,48.0,14.237500000000002,9.91785427062393,206.65,0.6260222629100088
112,5.0,AJ Dillon,GB,RB40,RB,13,76,186,113.84,19.87,84.0,-48.0,3.6636363636363636,7.512292955852125,112.77000000000001,0.564577439839821
113,4.0,Jonnu Smith,NE,TE13,TE,14,63,165,115.59,19.42,120.0,-6.0,9.346666666666668,7.053354487320875,138.81,0.5727321375946992
114,5.0,Devin Singletary,BUF,RB41,RB,7,67,165,115.76,15.92,95.0,-9.0,8.912500000000001,5.097957107181921,132.61,0.5962387321014225
115,5.0,Marquez Callaway,NO,WR48,WR,6,65,198,119.80,29.37,83.0,-90.0,,,142.69,0.5239528953166608
116,6.0,Tony Pollard,DAL,RB42,RB,7,71,200,120.29,19.23,111.0,1.0,7.550000000000001,7.193978963920686,129.27,0.5909086556823827
117,6.0,Michael Thomas,NO,WR49,WR,6,21,270,121.71,41.25,76.0,-29.5,11.985714285714286,6.441642795495718,186.17000000000002,0.5933396386399687
118,5.0,Matt Ryan,ATL,QB14,QB,6,91,224,122.03,17.90,141.0,1.0,21.09,10.201542367047576,353.07200000000006,0.5634433357554507
119,6.0,David Johnson,HOU,RB43,RB,10,66,199,122.14,28.60,138.0,43.0,14.791666666666666,7.478266490101144,142.45000000000002,0.6119417117311684
120,7.0,Jaylen Waddle,MIA,WR50,WR,14,55,293,122.49,31.23,104.0,-37.0,,,160.62,0.5525661498655778
121,5.0,Darnell Mooney,CHI,WR51,WR,10,73,208,122.95,25.46,115.0,-9.0,9.31875,5.137342860532735,174.34,0.5744609547964836
122,5.0,Trevor Lawrence,JAX,QB15,QB,7,91,197,124.69,20.28,149.0,-3.0,,,345.10400000000004,0.5507277522503882
123,7.0,James White,NE,RB44,RB,14,71,260,125.31,25.25,128.0,26.0,8.257142857142856,5.014857047692507,139.64,0.6074574258816169
124,4.0,Kirk Cousins,MIN,QB16,QB,7,103,178,127.48,18.47,179.0,32.0,23.137500000000003,8.90950316609555,356.77000000000004,0.5693447197667109
125,6.0,J.D. McKissic,WAS,RB45,RB,9,80,197,129.72,24.42,122.0,36.0,,,148.29999999999998,0.6212773246208038
126,5.0,DeVante Parker,MIA,WR52,WR,14,73,205,131.46,28.06,,,11.807142857142859,6.2240803195472845,185.37,0.5920629736294203
127,5.0,Marquise Brown,BAL,WR53,WR,8,88,208,132.81,25.48,148.0,41.0,11.437500000000002,6.16883295283638,193.50000000000003,0.6050370817991189
128,5.0,Evan Engram,NYG,TE14,TE,10,69,246,133.55,24.50,181.0,36.5,8.749999999999998,4.469451867958755,137.60999999999999,0.5708171400788765
129,6.0,Tua Tagovailoa,MIA,QB17,QB,14,100,242,140.25,27.93,180.0,13.5,15.945999999999998,9.311173932431936,342.602,0.5467349824298978
130,7.0,Phillip Lindsay,HOU,RB46,RB,10,89,245,137.80,27.46,107.0,-21.0,6.0,4.445447109121872,116.33999999999999,0.5702745574493935
131,6.0,Baker Mayfield,CLE,QB18,QB,13,105,252,141.53,26.01,152.0,9.0,18.663750000000004,11.056849988431003,353.28599999999994,0.5637848436457722
132,5.0,Hunter Henry,NE,TE15,TE,14,92,255,141.65,26.12,168.0,-3.0,10.378571428571428,4.427045997472384,118.19,0.539826096947813
133,7.0,Sony Michel,LAR,RB47,RB,11,61,310,136.67,39.15,87.0,-19.0,8.366666666666667,7.226513682267543,130.63,0.5930789862003151
134,,Rob Gronkowski,TB,TE16,TE,9,94,258,146.84,27.80,140.0,-4.0,9.26875,6.43114492139619,128.0,0.5554812016396634
135,7.0,Russell Gage,ATL,WR54,WR,6,72,272,147.14,34.62,143.0,19.0,11.44125,7.177893725413699,177.5,0.57950378158815
136,,Gerald Everett,SEA,TE17,TE,9,87,258,148.31,32.12,162.0,-31.0,5.74375,3.738978247239924,106.5,0.521170829481174
137,7.0,Giovani Bernard,TB,RB48,RB,9,80,289,145.36,33.12,129.0,-55.0,9.81875,7.676215973164556,83.75999999999999,0.5182823748948081
138,7.0,Jakobi Meyers,NE,WR55,WR,14,64,271,143.18,44.97,109.0,-27.0,10.251428571428573,8.21828248680751,165.92000000000002,0.5610240555604613
139,7.0,Elijah Moore,NYJ,WR56,WR,6,74,291,143.19,40.44,133.0,-31.0,,,148.70000000000002,0.533543841208406
140,8.0,Mecole Hardman,KC,WR57,WR,12,82,223,151.50,30.39,112.0,-29.0,7.3812500000000005,6.207653206593723,161.83,0.5544971056940323
141,8.0,Cole Beasley,BUF,WR58,WR,7,67,227,148.89,34.71,175.0,37.0,13.966666666666667,7.465412309603599,174.6,0.5748758709249119
142,7.0,Ryan Fitzpatrick,WAS,QB19,QB,9,105,284,150.30,31.31,188.0,21.0,19.971111111111114,10.228729691956431,343.8399999999999,0.5487106215337214
143,7.0,Ben Roethlisberger,PIT,QB20,QB,7,112,284,151.49,31.15,174.0,9.0,22.281333333333336,7.701433880098161,343.4700000000001,0.548120163966343
144,8.0,Henry Ruggs III,LV,WR59,WR,8,82,234,156.03,29.65,135.0,-20.0,6.315384615384616,5.625217944495744,156.82000000000005,0.5465019910654727
145,,Cole Kmet,CHI,TE18,TE,10,94,258,153.55,31.38,,,3.8125,4.411330109313215,115.86000000000001,0.5361078101045907
146,7.0,Alexander Mattison,MIN,RB49,RB,7,98,245,157.97,23.48,114.0,-43.0,6.684615384615385,8.434240348508588,96.11000000000001,0.5379908909951497
147,,Austin Hooper,CLE,TE19,TE,13,78,257,159.23,30.75,,,8.730769230769232,4.650696115526617,133.55,0.5643380651503432
148,,Justin Fields,CHI,QB21,QB,10,95,329,159.76,44.21,130.0,-173.0,,,265.53200000000004,0.4237442669761871
149,8.0,Sterling Shepard,NYG,WR60,WR,10,90,244,157.72,32.74,,,13.375,8.375410437703934,169.05,0.5660190074142321
150,,Nelson Agholor,NE,WR61,WR,14,99,294,165.93,33.92,,,11.6,7.8221906565019665,160.4,0.552215066987677
151,,Jared Cook,LAC,TE20,TE,7,91,294,164.59,35.70,185.0,47.0,8.426666666666668,5.672548767865247,142.58,0.5787484214569087
152,,Blake Jarwin,DAL,TE21,TE,7,108,267,162.03,28.29,,,,,120.77999999999999,0.5439592999194637
153,,Derek Carr,LV,QB22,QB,8,114,275,166.95,33.02,,,20.1325,10.857039191234414,348.36400000000003,0.5559301621683731
154,1.0,Los Angeles Rams,LAR,DST1,DST,11,138,285,149.11,18.28,,,,,,
155,7.0,Latavius Murray,NO,RB50,RB,6,100,277,159.87,40.54,145.0,-14.0,9.013333333333334,6.341571083692417,98.49,0.5417889694015313
156,1.0,Pittsburgh Steelers,PIT,DST2,DST,7,136,278,150.74,18.96,,,,,,
157,,Zach Ertz,PHI,TE22,TE,14,121,291,169.67,35.49,178.0,-8.0,6.863636363636362,3.64479703886862,111.4,0.5289904026707832
158,8.0,Tevin Coleman,NYJ,RB51,RB,6,104,329,165.26,36.35,136.0,-11.0,,,105.17,0.5524491222396108
159,,Jameis Winston,NO,QB23,QB,6,103,345,168.42,49.14,137.0,-34.0,,,332.45199999999994,0.5305372951085643
160,,Jalen Reagor,PHI,WR62,WR,14,101,285,172.30,31.45,,,7.0181818181818185,2.6569976220607274,147.48999999999998,0.5316128853799514
161,,Anthony Firkser,TEN,TE23,TE,13,92,352,177.26,42.56,,,5.23125,6.083060496164739,131.36,0.5608431946839669
162,2.0,Baltimore Ravens,BAL,DST3,DST,8,139,233,158.97,14.87,,,,,,
163,,Daniel Jones,NYG,QB24,QB,10,115,284,179.49,37.36,,,14.215714285714284,7.587403239059323,321.24,0.512644834985728
164,,Trey Lance,SF,QB25,QB,6,95,335,174.27,61.36,127.0,-230.0,,,250.276,0.3993982652250282
165,,Jamison Crowder,NYJ,WR63,WR,6,96,298,179.97,35.63,,,14.501666666666665,9.528199136661597,146.72000000000003,0.5303840953072986
166,1.0,Washington Football Team,WAS,DST4,DST,9,140,279,162.76,23.37,,,,,,
167,2.0,Tampa Bay Buccaneers,TB,DST5,DST,9,138,243,170.31,23.34,,,,,,
168,,Sam Darnold,CAR,QB26,QB,13,118,318,185.97,35.49,,,13.085,6.763162923312785,313.66,0.5005484340107815
169,,Rondale Moore,ARI,WR64,WR,12,90,349,170.82,45.36,167.0,-47.0,,,124.26,0.49454172513615097
170,,Carson Wentz,IND,QB27,QB,14,114,284,186.85,40.63,,,18.783333333333335,8.453951559460048,322.64,0.5148789987541877
171,,Zach Wilson,NYJ,QB28,QB,6,115,317,187.51,37.53,,,,,328.7080000000001,0.5245625028591978
172,8.0,Rashaad Penny,SEA,RB52,RB,9,126,337,182.11,32.22,155.0,-33.0,,,85.3,0.5207399550401138
173,,Gabriel Davis,BUF,WR65,WR,7,86,316,186.50,37.46,187.0,-35.0,8.49375,6.399007084436357,121.62,0.49032873060134113
174,2.0,San Francisco 49ers,SF,DST6,DST,6,140,248,171.40,18.62,,,,,,
175,,Emmanuel Sanders,BUF,WR66,WR,7,101,243,180.70,29.53,,,11.700000000000003,6.589502140642983,170.69,0.5686361706858564
176,,Bryan Edwards,LV,WR67,WR,8,82,339,185.69,38.98,171.0,-63.0,,,113.43,0.4772588725558514
177,,Terrace Marshall Jr.,CAR,WR68,WR,13,96,320,183.13,44.83,154.0,-56.0,,,123.19000000000001,0.4928341856845424
178,1.0,Justin Tucker,BAL,K1,K,8,162,255,174.86,10.79,,,,,,
179,,Parris Campbell,IND,WR69,WR,14,102,315,190.97,34.13,,,,,128.28000000000003,0.5009569668141569
180,3.0,Indianapolis Colts,IND,DST7,DST,14,145,259,177.08,23.41,,,,,,
181,,Rashod Bateman,BAL,WR70,WR,8,107,366,192.60,42.80,,,,,119.88000000000001,0.48755198420339824
182,8.0,Kenneth Gainwell,PHI,RB53,RB,14,85,350,189.74,45.99,163.0,-79.0,,,53.940000000000005,0.4706946866266148
183,,Tre'Quan Smith,NO,WR71,WR,6,93,277,190.43,38.58,,,7.292857142857143,6.11070489270381,142.24000000000004,0.5232347712482273
184,1.0,Harrison Butker,KC,K2,K,12,160,253,181.64,11.18,,,,,,
185,8.0,Darrel Williams,KC,RB54,RB,12,126,323,189.32,38.58,172.0,-11.0,3.28125,3.61187278292024,92.07000000000001,0.53154373269188
186,,Eric Ebron,PIT,TE24,TE,7,121,341,195.25,35.11,,,9.253333333333332,5.258172776961684,140.73999999999998,0.5758120919326473
187,2.0,Younghoe Koo,ATL,K3,K,6,168,339,188.33,19.90,,,,,,
188,,Adam Trautman,NO,TE25,TE,6,106,368,183.26,48.29,,,,,94.13,0.5014303967555686
189,,Christian Kirk,ARI,WR72,WR,12,124,268,197.25,26.00,,,10.385714285714286,7.435140797679535,130.76999999999998,0.5049305866594889
190,4.0,New England Patriots,NE,DST8,DST,14,158,250,189.82,18.34,,,,,,
191,4.0,Buffalo Bills,BUF,DST9,DST,7,152,249,192.53,20.13,,,,,,
