rank,pos_tiers,player_name,tm,pos_rank,pos,bye,best,worst,avg,std dev,adp,adp_vor_delta,py_avg_ppg,py_std_dev,custom_points,vor
12,1.0,D'Andre Swift,DET,RB8,RB,6,4,42,13.21,5.65,10.0,-28.5,13.684615384615386,7.223900856860066,227.87,0.6334533757260192
13,1.0,Alvin Kamara,NO,RB9,RB,14,4,31,13.54,4.98,11.0,-14.5,16.24615384615385,7.6881527240093455,252.35999999999999,0.6980988108568608
14,1.0,Travis Kelce,KC,TE1,TE,8,7,29,14.01,4.85,17.0,-2.0,13.55,8.396110210488349,224.08,0.7448825019676114
15,1.0,Davante Adams,LV,WR5,WR,6,6,23,14.07,3.51,12.0,-18.0,17.675,8.662524651239577,241.86,0.6816712856915851
16,1.0,Saquon Barkley,NYG,RB10,RB,9,3,37,15.05,6.37,15.0,-26.0,9.853846153846153,7.183385388591208,225.48,0.6271445725425684
17,2.0,CeeDee Lamb,DAL,WR6,WR,9,8,34,17.21,4.13,19.0,-24.0,12.081249999999999,8.345555204218988,219.93,0.6237833970668666
18,2.0,Aaron Jones,GB,RB11,RB,14,6,51,18.16,6.28,16.0,-17.0,13.533333333333333,9.010126578044336,235.56,0.653752411910428
19,2.0,Leonard Fournette,TB,RB12,RB,11,5,43,21.16,6.54,22.0,-13.0,15.792857142857141,9.54321863828038,233.57000000000002,0.648499475368559
20,1.0,Mark Andrews,BAL,TE2,TE,10,9,46,22.20,5.23,23.0,3.0,14.329411764705881,8.298250169906481,220.95000000000002,0.7366203454972343
21,2.0,Deebo Samuel,SF,WR7,WR,9,13,40,22.55,4.91,20.0,-9.0,18.824107145000003,7.141039235786401,241.91,0.6818032690217827
22,2.0,Javonte Williams,DEN,RB13,RB,9,6,57,22.73,6.91,18.0,-28.0,10.788235294117648,6.170279810606362,223.07,0.6207829760270385
23,2.0,Nick Chubb,CLE,RB14,RB,9,11,55,22.73,6.68,13.0,-38.0,14.664285714285716,8.319079751516265,212.88,0.5938847733327438
24,2.0,Mike Evans,TB,WR8,WR,11,13,35,23.88,4.25,26.0,-21.0,14.09375,8.343577869635224,214.97,0.6106906507112531
25,2.0,Tyreek Hill,MIA,WR9,WR,11,16,38,24.32,4.26,24.0,-21.0,14.176470588235293,11.615481555437379,219.57,0.622833117089443
26,3.0,Michael Pittman Jr.,IND,WR10,WR,14,15,64,28.05,6.68,29.0,-27.0,11.329411764705881,6.412172477589241,203.28999999999996,0.5798593447770664
27,2.0,A.J. Brown,PHI,WR11,WR,7,13,55,28.27,6.98,28.0,-29.0,11.492307692307692,8.86119457131877,202.76999999999998,0.5784867181430102
28,2.0,Tee Higgins,CIN,WR12,WR,10,15,47,29.16,5.30,32.0,-20.0,12.864285714285714,9.333777134922155,208.06000000000003,0.5924505544779287
29,2.0,Keenan Allen,LAC,WR13,WR,8,18,49,30.02,6.04,31.0,-27.5,12.675,3.9003418653583006,200.48000000000002,0.5724418816199549
30,3.0,James Conner,ARI,RB15,RB,13,14,62,30.24,7.19,25.0,-19.0,15.946666666666667,9.343895384280634,223.88,0.6229211059762414
31,3.0,Ezekiel Elliott,DAL,RB16,RB,9,14,74,32.61,9.04,27.0,-33.0,13.089075630588233,6.530674343886683,201.8,0.5646372673609299
32,3.0,DJ Moore,CAR,WR14,WR,13,19,64,33.64,7.83,38.0,-26.0,11.117647058823533,5.8569654359272985,194.98999999999998,0.5579501119642455
33,1.0,Kyle Pitts,ATL,TE3,TE,14,9,64,33.78,9.92,30.0,-22.5,8.38823529411765,5.612584337110353,164.48000000000002,0.5875583723719334
34,1.0,Josh Allen,BUF,QB1,QB,7,18,53,35.14,5.86,21.0,20.0,22.483193647647056,8.868517000084367,378.83572058,1.0
35,3.0,Travis Etienne Jr.,JAX,RB17,RB,11,14,83,37.89,9.48,33.0,-35.0,,,193.24,0.5420417212310809
36,3.0,Courtland Sutton,DEN,WR15,WR,9,18,65,38.34,9.66,45.0,-38.0,7.003361345882354,6.800250462224489,176.68,0.5096178164458418
37,4.0,Mike Williams,LAC,WR16,WR,8,17,79,39.92,9.22,35.0,-28.0,12.912500000000001,9.296155119187718,195.17000000000002,0.5584252519529573
38,4.0,Terry McLaurin,WAS,WR17,WR,14,26,78,44.33,9.29,40.0,-37.0,10.294117647058824,7.573347227962953,181.4,0.5220770428165062
39,4.0,Diontae Johnson,PIT,WR18,WR,9,26,88,44.58,10.87,,,13.68125,4.857738671439623,193.08999999999997,0.5529347454167323
40,4.0,David Montgomery,CHI,RB18,RB,14,24,116,44.64,14.33,37.0,-18.0,13.384615384615387,6.382769272795594,207.91,0.5807656303110909
41,2.0,Justin Herbert,LAC,QB2,QB,8,19,69,45.31,8.22,,,20.556302942352943,8.813144615847403,325.837149546,0.8601014419842489
42,4.0,Breece Hall,NYJ,RB19,RB,10,23,97,45.42,13.14,41.0,-62.0,,,170.59,0.48225327265151524
43,4.0,Jaylen Waddle,MIA,WR19,WR,11,24,94,47.01,11.37,,,12.112499999999997,6.518371473509826,184.04,0.5290457626509456
44,4.0,Cam Akers,LAR,RB20,RB,7,17,107,48.38,15.44,,,,,195.32000000000002,0.5475322277673058
45,5.0,AJ Dillon,GB,RB21,RB,14,26,82,48.80,10.69,43.0,-52.0,9.91764705882353,6.953347691410739,173.07000000000002,0.488799645829322
46,4.0,Brandin Cooks,HOU,WR20,WR,6,31,79,49.16,10.67,50.0,-12.0,11.675,6.521502894272149,195.84,0.5601938285776068
47,5.0,Elijah Mitchell,SF,RB22,RB,9,28,83,50.17,11.78,39.0,-35.0,14.136363636363637,6.207942127190415,186.87,0.5252270449638917
48,5.0,Allen Robinson II,LAR,WR21,WR,7,28,105,51.10,13.66,53.0,-46.0,5.5,2.4472619208190425,166.92000000000002,0.4838546703912476
49,3.0,Patrick Mahomes II,KC,QB3,QB,8,34,84,51.27,10.67,36.0,34.0,19.962185280588233,9.376501229104056,347.40857834599996,0.9170428221871875
50,2.0,George Kittle,SF,TE4,TE,9,32,94,53.21,9.62,42.0,-19.0,11.607142857142858,9.74801473166671,155.33,0.5634054229457512
51,3.0,Lamar Jackson,BAL,QB4,QB,10,29,80,53.57,11.22,44.0,40.0,18.253571771666667,10.173453374163755,327.768576761,0.865199765901653
52,5.0,DK Metcalf,SEA,WR22,WR,11,35,105,54.53,11.32,,,12.164705882352942,7.3284497999637175,184.92999999999998,0.531395065928465
53,2.0,Darren Waller,LV,TE5,TE,6,32,104,57.43,10.70,46.0,-8.0,9.636363636363637,5.5082252545212285,162.48,0.5822790391640246
54,5.0,Marquise Brown,ARI,WR23,WR,13,30,103,57.47,14.12,60.0,-22.0,11.299999999999999,7.172447281088932,177.29,0.5112280130742539
55,6.0,Josh Jacobs,LV,RB23,RB,6,30,101,57.61,13.94,86.0,16.0,13.26666666666667,4.620090702057493,191.66,0.5378710479968329
56,7.0,J.K. Dobbins,BAL,RB24,RB,10,28,149,58.77,18.54,34.0,-36.0,,,191.15,0.5365248180288162
57,5.0,Darnell Mooney,CHI,WR24,WR,14,37,107,60.92,12.59,64.0,-23.0,10.541176470588237,6.168372842931252,175.31,0.5060014731984244
58,5.0,Gabriel Davis,BUF,WR25,WR,7,26,106,62.09,15.97,57.0,-22.0,6.775,6.177000350763576,180.49,0.5196749462069078
59,6.0,Chase Edmonds,MIA,RB25,RB,11,31,103,62.67,14.44,59.0,-52.0,10.15,6.049267423716393,164.95,0.46736555300521276
60,5.0,Jerry Jeudy,DEN,WR26,WR,9,24,107,63.62,14.47,56.0,-30.0,6.6,3.288025412175385,175.45999999999998,0.5063974231890175
61,6.0,Dameon Pierce,HOU,RB26,RB,6,32,98,64.25,15.34,67.0,-29.0,,,172.38,0.48697827587259346
62,4.0,Kyler Murray,ARI,QB5,QB,13,35,94,64.28,12.04,51.0,44.0,20.08571467214286,8.646860383225356,321.535720367,0.848747103031168
63,7.0,Antonio Gibson,WAS,RB27,RB,14,29,143,64.38,17.15,76.0,-13.0,12.88125,6.365031421760619,178.8,0.5039249354699803
64,5.0,Jalen Hurts,PHI,QB6,QB,7,40,124,64.81,13.23,54.0,48.0,19.08190506133333,6.833853928203583,325.630005207,0.8595546499903924
65,6.0,Rashod Bateman,BAL,WR27,WR,10,39,186,65.41,17.13,69.0,-39.0,6.708333333333333,4.268586807519947,162.59,0.4724249139961253
66,3.0,Dalton Schultz,DAL,TE6,TE,9,32,128,67.39,14.43,55.0,-4.0,9.870588235294118,6.2848791462010585,155.92000000000002,0.5649628262420844
67,5.0,Amon-Ra St. Brown,DET,WR28,WR,6,38,107,67.65,14.19,65.0,-10.0,10.488235294117645,8.764194369203395,182.39,0.524690312754421
68,7.0,Michael Thomas,NO,WR29,WR,14,30,119,67.77,16.76,,,,,180.28,0.5191206162200773
69,6.0,Chris Godwin,TB,WR30,WR,11,33,194,68.66,19.30,48.0,-40.0,13.814285714285713,6.595669575020959,175.24,0.5058166965361476
70,8.0,Clyde Edwards-Helaire,KC,RB28,RB,8,42,114,69.19,13.64,47.0,-54.0,10.61,5.823410608149755,170.98,0.4832827426270574
71,7.0,JuJu Smith-Schuster,KC,WR31,WR,8,21,137,70.54,19.65,68.0,-30.0,,,167.78,0.48612478367064826
72,8.0,Damien Harris,NE,RB29,RB,10,42,113,72.10,14.77,,,13.406666666666668,7.0161514345388065,185.65,0.5220066517070674
73,8.0,Rashaad Penny,SEA,RB30,RB,11,37,120,74.46,15.36,52.0,-62.0,11.87,12.291916946604474,163.07999999999998,0.46242937645581816
74,7.0,Elijah Moore,NYJ,WR32,WR,10,36,125,74.89,15.53,71.0,-21.0,10.60909090909091,8.647942477312686,170.06,0.49214322352766415
75,,Rhamondre Stevenson,NE,RB31,RB,10,33,113,75.63,13.96,66.0,-52.0,8.991666666666665,8.056443872999296,160.55,0.4557510199478138
76,5.0,Joe Burrow,CIN,QB7,QB,10,49,118,76.95,11.53,,,18.346428983125,8.473625469482306,293.56000653499996,0.7749005455070542
77,8.0,Amari Cooper,CLE,WR33,WR,9,44,133,77.58,15.38,,,11.233333333333336,8.197444433364293,166.2,0.4819541104364004
78,,Kareem Hunt,CLE,RB32,RB,9,47,112,78.58,12.19,,,12.125,8.71759304919819,148.94,0.425104490675904
79,3.0,Dallas Goedert,PHI,TE7,TE,7,52,141,79.09,15.20,63.0,-10.0,9.0,6.394305502331185,141.07999999999998,0.525790173839402
80,,Tony Pollard,DAL,RB33,RB,9,47,120,79.32,12.54,58.0,-39.0,9.140000000000002,4.58347965134413,172.31,0.48679349921031667
81,8.0,Adam Thielen,MIN,WR34,WR,7,49,136,79.38,15.38,62.0,-38.0,12.792307692307691,7.955444837600383,166.88,0.48374908372708936
82,,Miles Sanders,PHI,RB34,RB,7,48,143,78.58,14.75,,,8.516666666666667,4.055934671639333,180.67000000000002,0.5088611120193749
83,5.0,Tom Brady,TB,QB8,QB,11,45,108,82.88,12.82,,,20.99916011058824,9.471531628302998,310.790006916,0.8203820020989003
84,6.0,Russell Wilson,DEN,QB9,QB,9,45,156,83.53,14.10,61.0,43.0,16.445918685,8.62408769466045,283.681434441,0.7488244086557674
85,3.0,T.J. Hockenson,DET,TE8,TE,6,53,149,84.17,13.92,,,9.4,5.977533696342422,134.85,0.5093450508967665
86,,Devin Singletary,BUF,RB35,RB,7,41,135,84.60,15.73,,,10.458823529411765,6.717985079576448,167.32,0.4736215628565845
87,8.0,Brandon Aiyuk,SF,WR35,WR,9,49,128,87.45,15.84,72.0,-52.0,8.252941176470587,5.833857819558472,149.93,0.43900673479006347
88,,Cordarrelle Patterson,ATL,RB36,RB,14,47,132,85.75,15.20,,,,,165.36,0.4684478163128341
89,7.0,Dak Prescott,DAL,QB10,QB,9,64,135,89.82,13.01,,,18.794643254375003,9.840791010857016,310.561435071,0.8197786486330497
90,,DeVonta Smith,PHI,WR36,WR,7,55,180,90.52,16.82,,,8.917647058823531,6.375660288758103,153.03,0.4471897012623219
91,,Melvin Gordon III,DEN,RB37,RB,9,63,131,91.73,11.89,,,11.31875,5.937925423355646,144.87,0.4143610475978099
92,,Allen Lazard,GB,WR37,WR,14,49,160,92.85,19.64,74.0,-53.0,8.166666666666666,7.00843029772682,147.92999999999998,0.4337274015821547
93,,Hunter Renfrow,LV,WR38,WR,6,39,149,94.14,16.01,,,12.21176470588235,4.918699313962632,169.73,0.4912721335483592
94,,Christian Kirk,JAX,WR39,WR,11,60,146,94.93,16.46,75.0,-41.0,9.926050422941177,5.883217735111207,157.94000000000003,0.4601504642877377
95,,Drake London,ATL,WR40,WR,14,55,152,95.08,17.75,83.0,-43.0,,,149.21,0.43710617483521635
96,,Trey Lance,SF,QB11,QB,9,45,334,96.73,25.97,70.0,54.0,10.171428715,7.426483366279943,290.9542908,0.7680223247019766
97,4.0,Zach Ertz,ARI,TE9,TE,13,58,229,99.16,21.54,,,8.452941176470588,5.873576172897015,127.17,0.4890724113783973
98,,Tyler Lockett,SEA,WR41,WR,11,60,178,99.24,14.67,,,12.68125,8.762588563508691,170.47,0.4932254868352854
99,,Matthew Stafford,LAR,QB12,QB,7,76,146,102.36,12.74,,,18.28823570470588,6.820838139753178,288.402863697,0.7612874077857634
100,,Aaron Rodgers,GB,QB13,QB,14,74,163,102.58,14.39,73.0,61.0,20.173214653124997,8.336011399435424,297.79429189300004,0.7860776471581798
101,,Robert Woods,TEN,WR42,WR,6,62,183,103.71,17.52,,,12.522222222222222,4.931981796848447,164.59,0.4777042472040339
102,5.0,Dawson Knox,BUF,TE10,TE,7,63,174,104.81,18.87,,,9.173333333333336,6.147992316505407,123.77,0.48009754492495255
103,,DeAndre Hopkins,ARI,WR43,WR,13,67,171,107.07,17.80,49.0,-87.0,12.620000000000001,6.110064556851171,142.61,0.4196843752491178
104,,James Cook,BUF,RB38,RB,7,81,189,108.53,18.23,,,,,116.53999999999999,0.3395792927077837
105,,Darrell Henderson Jr.,LAR,RB39,RB,7,69,173,105.26,17.19,88.0,-83.0,12.408333333333333,6.99486283358052,114.91,0.33527663614333814
106,,Kadarius Toney,NYG,WR44,WR,9,72,206,110.05,18.64,78.0,-60.0,6.264285717000002,7.242975328082594,140.66,0.4145370253714068
107,,Michael Carter,NYJ,RB40,RB,10,70,174,107.90,17.19,,,9.742857142857144,6.874894604586737,143.72,0.41132543100326235
108,,Chris Olave,NO,WR45,WR,14,78,159,112.00,14.50,81.0,-73.0,,,124.60999999999999,0.3721703763779398
109,,Cole Kmet,CHI,TE11,TE,14,74,231,112.12,22.20,82.0,-33.0,5.3647058823529425,3.376747913390669,116.75,0.4615670853651932
110,,Kirk Cousins,MIN,QB14,QB,7,76,168,114.08,14.91,80.0,58.0,17.818750376875,5.858175855324533,274.112863353,0.7235665711072109
111,,Derek Carr,LV,QB15,QB,6,78,176,115.99,15.64,77.0,53.0,13.238655865882352,5.695947811049396,268.362863571,0.7083884887099207
112,,Pat Freiermuth,PIT,TE12,TE,9,88,230,116.73,21.27,79.0,-33.0,7.481249999999999,4.630222276881892,117.51,0.4635732319841985
113,,Ken Walker III,SEA,RB41,RB,11,60,177,106.91,19.85,,,,,113.61000000000001,0.33184506955819754
114,,Nyheim Hines,IND,RB42,RB,14,75,171,116.40,16.84,,,5.447058823529412,5.279336801040783,112.58,0.32912621295612454
115,,Treylon Burks,TEN,WR46,WR,6,67,212,120.55,25.28,,,,,143.02000000000004,0.4207666385567391
116,,Chase Claypool,PIT,WR47,WR,9,77,195,123.55,19.51,,,9.140000000000002,5.3733203355626795,151.4,0.4428870446978763
117,,James Robinson,JAX,RB43,RB,11,76,236,119.65,24.80,,,11.314285714285715,7.744065434288986,124.08000000000001,0.3594823789015994
118,,Tyler Boyd,CIN,WR48,WR,10,99,247,127.07,21.08,,,9.363392861249999,5.6189402034535,132.04,0.39178309924532045
119,,Alexander Mattison,MIN,RB44,RB,7,92,211,126.61,19.04,,,6.868749999999999,7.897064327963904,99.66,0.2950217204330346
120,,Kenneth Gainwell,PHI,RB45,RB,7,59,212,123.68,22.63,,,6.55625,6.355886379307505,110.19,0.3228174097726737
121,,Jakobi Meyers,NE,WR49,WR,10,84,212,131.08,20.20,,,8.252100844117647,4.400475224936747,142.97,0.4206346552265413
122,,Skyy Moore,KC,WR50,WR,8,85,221,132.16,26.30,,,,,107.79,0.327771184099428
123,,Garrett Wilson,NYJ,WR51,WR,10,86,205,129.65,22.50,,,,,123.06,0.36807889314181064
124,,Tua Tagovailoa,MIA,QB16,QB,11,98,259,134.60,21.68,,,12.661538753076924,7.0084652895355255,255.690005759,0.6749363691669226
125,,Hunter Henry,NE,TE13,TE,10,94,236,135.64,20.89,,,8.194117647058825,6.183897495535814,124.81,0.4828427981930651
126,,Khalil Herbert,CHI,RB46,RB,14,86,233,134.19,22.22,,,4.2294117647058815,5.699316264461285,83.99000000000001,0.2536581447490703
127,,Russell Gage,TB,WR52,WR,11,90,242,134.41,26.06,,,9.285714285714286,7.4396915923317,138.67,0.40928408882953765
128,,J.D. McKissic,WAS,RB47,RB,14,92,254,135.50,24.86,,,9.672727272727274,6.699715054999117,105.13999999999999,0.3094870934227043
129,,Justin Fields,CHI,QB17,QB,14,76,284,136.74,25.83,,,9.369047841666667,7.597079464891351,244.67143352799997,0.6458510120254932
130,,Raheem Mostert,MIA,RB48,RB,11,87,209,137.54,21.43,,,,,117.23,0.34140066266451213
131,,George Pickens,PIT,WR53,WR,9,77,273,135.14,33.77,85.0,-74.0,,,119.39000000000001,0.3583913167052983
132,,David Njoku,CLE,TE14,TE,9,92,282,142.59,27.09,,,5.6,6.176406722358883,111.32000000000001,0.44723369570572113
133,,Marquez Valdes-Scantling,KC,WR54,WR,8,87,252,139.84,27.40,,,,,132.16,0.392099859237795
134,,Irv Smith Jr.,MIN,TE15,TE,7,90,273,143.45,27.52,,,,,107.96000000000001,0.4383644159164346
135,,Jamaal Williams,DET,RB49,RB,6,87,264,139.03,23.77,,,8.215384615384616,5.292108299762039,110.15,0.32271182310851554
136,,Albert Okwuegbunam,DEN,TE16,TE,9,93,282,147.58,30.16,,,4.25,3.7180950457500104,104.59,0.4294687394611085
137,,Michael Gallup,DAL,WR55,WR,9,82,238,143.63,31.34,,,8.222222222222221,3.128009661820827,128.37,0.3820955228088081
138,,DeVante Parker,NE,WR56,WR,10,106,223,143.83,25.72,,,8.35,5.098856080861013,134.07999999999998,0.3971680191173873
139,,Trevor Lawrence,JAX,QB18,QB,11,99,266,147.57,24.94,,,9.731092742941177,5.8396718100850205,244.641434205,0.645771823814429
140,,Rondale Moore,ARI,WR57,WR,13,98,234,148.69,26.31,,,5.864285714285714,5.537370542728067,112.4,0.3399400471436575
141,,Jarvis Landry,NO,WR58,WR,14,106,240,149.17,24.04,,,8.916666666666668,5.100950594712419,127.0,0.37847917956139066
142,,Mike Gesicki,MIA,TE17,TE,11,93,325,151.26,31.54,,,7.441176470588235,5.170355261431439,119.78,0.4695652751751747
143,,DJ Chark Jr.,DET,WR59,WR,6,104,228,149.45,25.16,,,,,119.33999999999999,0.35825933337510046
144,,Julio Jones,TB,WR60,WR,11,99,260,147.69,33.36,,,6.49,5.036632472859884,109.01,0.3309915773562523
145,,Tyler Allgeier,ATL,RB50,RB,14,91,306,148.38,36.56,,,,,94.62,0.2817178007491048
146,,Jahan Dotson,WAS,WR61,WR,14,83,280,152.03,30.73,,,,,118.01,0.35474857679184124
147,,Jameis Winston,NO,QB19,QB,14,109,240,159.87,23.82,,,16.86122472857143,9.370727058576575,236.55714789200005,0.6244320032171979
148,,Rachaad White,TB,RB51,RB,11,92,274,143.11,29.82,,,,,90.87,0.27181905098427606
149,,Gerald Everett,LAC,TE18,TE,8,104,285,161.52,27.15,,,6.253333333333333,4.570224543821931,110.7,0.4455971024112695
150,,Matt Ryan,IND,QB20,QB,14,117,273,162.86,28.10,,,11.50420201411765,8.19235242131277,240.16429133999998,0.633953659312556
151,,Noah Fant,SEA,TE19,TE,11,113,274,161.94,26.16,,,7.8125,5.6033174697376085,115.84,0.4591649887555947
152,,Robert Tonyan,GB,TE20,TE,14,104,282,165.70,30.50,,,,,102.91,0.4250340995664652
153,,Nico Collins,HOU,WR62,WR,6,107,250,159.76,33.69,,,4.792857142857144,3.2323995101791785,119.26,0.35804816004678414
154,,Tyler Higbee,LAR,TE21,TE,7,102,246,165.89,25.12,,,7.766666666666667,4.697365016180678,117.31000000000002,0.4630452986634076
155,,Kenny Golladay,NYG,WR63,WR,9,111,261,166.83,33.47,,,5.042857142857144,3.8514161802389775,129.44,0.38491996607503925
156,,Evan Engram,JAX,TE22,TE,11,104,252,165.99,27.29,,,5.300000000000001,3.420943896479032,103.46000000000001,0.42648591619864007
157,,Ryan Tannehill,TEN,QB21,QB,6,124,275,175.37,26.39,,,14.393277624705881,5.518205321006099,250.62429107699998,0.661564571295686
158,,Joshua Palmer,LAC,WR64,WR,8,107,263,173.84,35.58,,,4.4941176470588236,4.760313879913185,104.32000000000001,0.3186115409837065
159,,Austin Hooper,TEN,TE23,TE,6,120,278,172.24,31.24,,,4.468749999999999,3.6874053660173214,99.83,0.4169039264262859
160,,Zamir White,LV,RB52,RB,6,94,318,169.49,40.76,,,,,74.42,0.22839653534922733
161,,Daniel Jones,NYG,QB22,QB,9,124,284,187.46,36.00,,,13.024675639999998,8.329346003946135,239.91571944999998,0.6332975123958412
162,,K.J. Osborn,MIN,WR65,WR,7,118,290,178.87,34.36,,,7.852941176470588,6.222049265219903,104.06000000000002,0.3179252276666784
163,,Mark Ingram II,NO,RB53,RB,14,108,296,175.82,36.69,,,6.792857142857143,5.236626084345984,96.68,0.28715551395325073
164,1.0,Buffalo Bills,BUF,DST1,DST,7,131,323,159.44,24.59,,,,,,
165,,Robbie Anderson,CAR,WR66,WR,13,116,265,183.26,31.49,,,6.588235294117647,5.174079912523237,125.54999999999998,0.37465166298565683
166,,Mac Jones,NE,QB23,QB,10,126,320,190.85,34.37,,,11.73529443705882,6.652844174716816,230.47857706599996,0.6083866028080344
167,,Corey Davis,NYJ,WR67,WR,10,110,273,178.10,29.96,,,9.8,7.613474896523926,118.17999999999999,0.3551973201145135
168,1.0,Tampa Bay Buccaneers,TB,DST2,DST,11,132,325,163.45,26.49,,,,,,
169,,Mecole Hardman,KC,WR68,WR,8,103,289,184.54,31.12,,,6.552941176470588,3.921115537550957,137.34,0.4057733322462785
170,,Wan'Dale Robinson,NYG,WR69,WR,9,124,316,192.99,40.52,,,,,85.22,0.2681939088481788
171,2.0,San Francisco 49ers,SF,DST3,DST,9,133,333,170.16,30.67,,,,,,
172,,Isaiah Spiller,LAC,RB54,RB,8,108,335,173.55,46.01,,,,,64.87,0.20318771928146348
173,,Marvin Jones Jr.,JAX,WR70,WR,11,112,267,187.94,30.53,,,8.452941176470588,5.669117837796594,128.9,0.38349454610890393
174,,Logan Thomas,WAS,TE24,TE,14,117,282,195.49,37.76,,,,,103.84,0.42748898950814274
175,,Carson Wentz,WAS,QB24,QB,14,126,320,205.63,36.58,,,14.135294417058823,5.946322718718277,229.875719565,0.6067952599957015
176,,Isaiah McKenzie,BUF,WR71,WR,7,105,300,186.94,53.13,,,,,86.31,0.271071145446489
177,,Hayden Hurst,CIN,TE25,TE,10,130,273,190.75,32.56,,,3.930769230769231,3.2553506250951973,89.01,0.3883427337715001
178,,Jared Goff,DET,QB25,QB,6,130,284,204.33,39.06,,,12.029592167857144,7.198773419309272,225.598577033,0.5955050296936284
179,2.0,Indianapolis Colts,IND,DST4,DST,14,134,328,175.34,28.86,,,,,,
180,,Van Jefferson,LAR,WR72,WR,7,125,281,188.99,29.18,,,8.423529411764704,5.515946135043913,110.49,0.3348982839301047
181,1.0,Justin Tucker,BAL,K1,K,10,141,357,179.60,22.19,,,,,,
182,3.0,Denver Broncos,DEN,DST5,DST,9,138,335,184.80,31.41,,,,,,
183,,Baker Mayfield,CAR,QB26,QB,13,148,324,216.14,43.50,,,11.392857449999997,4.505830036759755,210.68857675799998,0.556147599902761
184,3.0,New Orleans Saints,NO,DST6,DST,14,140,331,181.52,27.96,,,,,,
185,,Isiah Pacheco,KC,RB55,RB,8,102,325,171.16,48.26,,,,,60.64,0.19202192954673666
186,,KJ Hamler,DEN,WR73,WR,9,119,324,202.11,39.13,,,,,99.94,0.3070498012583865
187,,Jameson Williams,DET,WR74,WR,6,120,297,193.09,30.74,,,,,80.44000000000001,0.2555763024812771
188,3.0,Los Angeles Rams,LAR,DST7,DST,7,143,332,183.19,28.58,,,,,,
189,,Jalen Tolbert,DAL,WR75,WR,9,107,311,188.18,46.40,,,,,112.91,0.34128627711167414
190,,Brian Robinson Jr.,WAS,RB56,RB,14,92,382,178.34,49.87,,,,,107.23,0.3150039966249689
191,,Christian Watson,GB,WR76,WR,14,111,295,194.96,36.72,,,,,80.22,0.25499557582840715
192,,Jeff Wilson Jr.,SF,RB57,RB,9,117,312,205.42,47.19,,,5.333333333333333,6.668770501374297,45.21,0.15129187384772136
193,3.0,New England Patriots,NE,DST8,DST,10,139,329,187.04,30.16,,,,,,
194,,Darrel Williams,ARI,RB58,RB,13,110,401,191.20,52.05,,,10.147058823529411,7.530282003937405,64.56,0.20236942263423763
195,,D'Onta Foreman,CAR,RB59,RB,13,117,296,185.05,31.46,,,9.933333333333335,5.0470288289249945,66.08000000000001,0.20638171587224824
196,1.0,Tyler Bass,BUF,K2,K,7,144,356,190.61,23.63,,,,,,
197,,Alec Pierce,IND,WR77,WR,14,116,326,203.95,38.93,,,,,98.75000000000001,0.3039085979996809
198,,Donovan Peoples-Jones,CLE,WR78,WR,9,145,315,210.82,26.94,,,6.621428571428572,6.929555271713781,109.7,0.3328129473129808
199,,Gus Edwards,BAL,RB60,RB,10,118,355,202.93,49.75,,,,,73.97,0.22720868537744787
200,1.0,Matt Gay,LAR,K3,K,7,146,355,196.71,25.27,,,,,,
201,,Parris Campbell,IND,WR79,WR,14,117,314,207.03,32.93,,,,,106.89,0.3253954841558691
