rank,pos_tiers,player_name,tm,pos_rank,pos,bye,best,worst,avg,std dev,adp,adp_vor_delta,py_avg_ppg,py_std_dev,custom_points,vor
15,1.0,Aaron Jones,GB,RB9,RB,14,5,38,15.86,6.01,16.0,5.0,15.133333333333333,9.661607871708863,261.43,0.8675824888378383
16,1.0,CeeDee Lamb,DAL,WR6,WR,9,12,26,17.27,2.88,17.0,-13.0,14.549999999999999,9.278433775876904,263.68,0.7871083980213794
17,1.0,Saquon Barkley,NYG,RB10,RB,9,4,35,17.60,6.86,20.0,3.0,11.276923076923076,7.696011287906857,245.82000000000002,0.840470246586509
18,1.0,Leonard Fournette,TB,RB11,RB,11,5,41,18.63,6.79,26.0,14.0,18.185714285714283,9.970792510964378,260.5,0.8659672175185728
19,1.0,Mark Andrews,BAL,TE2,TE,10,9,52,20.27,7.36,25.0,4.0,17.41764705882353,9.496396375344021,268.88,0.8301301943420345
20,1.0,Alvin Kamara,NO,RB12,RB,14,5,55,22.82,10.68,19.0,10.0,18.053846153846152,8.517101950841356,263.34000000000003,0.8708998740204161
21,2.0,Mike Evans,TB,WR7,WR,11,14,43,23.44,5.55,24.0,-11.0,16.40625,9.06689720907875,256.23,0.7741688589584453
22,2.0,Tyreek Hill,MIA,WR8,WR,11,14,46,23.97,5.45,23.0,-8.0,17.323529411764703,13.221692847918755,262.44,0.7849547029290252
23,2.0,Keenan Allen,LAC,WR9,WR,8,17,42,24.42,4.68,28.0,-12.0,15.925,4.42108583947428,250.10000000000002,0.7635219630583397
24,1.0,Javonte Williams,DEN,RB13,RB,9,7,55,24.90,7.20,21.0,2.0,11.935294117647059,6.462385509282795,242.78,0.8351902199084795
25,2.0,Deebo Samuel,SF,WR10,WR,9,14,53,25.64,6.80,18.0,-5.0,21.060000000000002,7.726853607171983,278.57,0.8129701076384385
26,1.0,Nick Chubb,CLE,RB14,RB,9,7,44,27.25,6.66,14.0,-11.0,15.23571428571429,8.335706987953152,225.92000000000002,0.8059069140559868
27,2.0,Tee Higgins,CIN,WR11,WR,10,20,47,28.76,5.86,31.0,-7.0,15.435714285714287,10.591186985330861,251.25000000000003,0.7655193415714101
28,3.0,Michael Pittman Jr.,IND,WR12,WR,14,20,86,29.71,8.37,33.0,-8.0,13.858823529411765,7.352130543550745,245.71,0.7558971876910536
29,2.0,A.J. Brown,PHI,WR13,WR,7,16,58,31.04,7.11,30.0,-16.0,13.915384615384616,10.425757059149722,239.6,0.7452850288085666
30,2.0,DJ Moore,CAR,WR14,WR,13,20,63,32.38,7.03,47.0,2.0,13.794117647058826,6.5551955146505065,240.43,0.7467266150397391
31,2.0,James Conner,ARI,RB15,RB,13,16,64,33.24,9.56,34.0,16.0,17.046666666666667,10.220348517028361,244.54,0.8382470774589176
32,2.0,Diontae Johnson,PIT,WR15,WR,9,20,57,34.20,8.94,43.0,0.0,16.900000000000002,5.420824045597987,242.96,0.751120847768494
33,2.0,Ezekiel Elliott,DAL,RB16,RB,9,8,56,34.96,8.34,27.0,0.0,14.415294117647058,6.6166250060426,223.57999999999998,0.8018426829946088
34,1.0,Josh Allen,BUF,QB1,QB,7,35,45,36.29,1.27,22.0,0.0,27.975294117647053,10.297622369779745,474.05800000000005,0.8233680549122775
35,2.0,David Montgomery,CHI,RB17,RB,14,16,64,37.92,9.93,29.0,9.0,15.000000000000002,6.930608438898661,240.43000000000004,0.8311086203382922
36,2.0,Kyle Pitts,ATL,TE3,TE,14,9,89,38.37,13.75,38.0,-21.0,10.388235294117647,6.53556446997323,202.36,0.71459487374252
37,3.0,Jaylen Waddle,MIA,WR16,WR,11,24,76,38.96,9.40,48.0,-4.0,15.237499999999997,7.744406583679175,228.69000000000003,0.7263359856976119
38,2.0,Cam Akers,LAR,RB18,RB,7,27,73,39.94,9.46,36.0,8.0,,,221.42000000000002,0.7980910850917984
39,2.0,Travis Etienne Jr.,JAX,RB19,RB,11,18,83,41.09,12.40,44.0,12.0,,,213.62000000000003,0.7845436482205383
40,3.0,Terry McLaurin,WAS,WR17,WR,14,24,75,41.76,7.83,42.0,-19.0,12.558823529411764,8.52460107743534,219.63000000000002,0.7106001167163792
41,3.0,Breece Hall,NYJ,RB20,RB,10,18,174,42.72,20.31,55.0,21.0,,,207.96,0.7747130722344702
42,3.0,Brandin Cooks,HOU,WR18,WR,6,28,75,45.79,9.26,59.0,15.5,14.4875,7.411871108791177,242.22,0.7498355781166052
43,1.0,Justin Herbert,LAC,QB2,QB,8,36,69,46.00,9.02,32.0,-17.0,26.985882352941175,9.812259588662242,425.072,0.7382866776590029
44,2.0,Antonio Gibson,WAS,RB21,RB,14,18,81,48.63,11.61,39.0,13.0,13.81875,7.064013849552297,223.86,0.8023290012412695
45,3.0,Mike Williams,LAC,WR19,WR,8,31,96,49.10,13.18,54.0,3.0,15.287500000000001,10.382284591231995,230.05,0.7286981028956777
46,3.0,DK Metcalf,SEA,WR20,WR,11,26,75,49.30,10.63,41.0,-12.0,14.311764705882354,7.711021523843419,226.51000000000005,0.7225496507771829
47,2.0,George Kittle,SF,TE4,TE,9,30,89,49.48,11.23,40.0,-32.0,14.0,11.154578225312482,193.50000000000003,0.6992063749374734
48,2.0,Darren Waller,LV,TE5,TE,6,30,71,49.98,10.70,49.0,-7.0,12.136363636363638,6.584872470636425,203.64000000000001,0.7168180428701113
49,3.0,Courtland Sutton,DEN,WR21,WR,9,23,96,50.25,14.31,76.0,-2.0,8.72,8.008748341657391,206.31000000000003,0.6874652629823814
50,1.0,Patrick Mahomes II,KC,QB3,QB,8,40,79,51.01,11.01,37.0,4.0,25.62705882352941,11.57872605509015,446.91399999999993,0.7762229746002925
51,4.0,Josh Jacobs,LV,RB22,RB,6,27,83,51.96,10.55,46.0,17.0,14.933333333333335,4.711182239654724,217.67,0.7915778942883079
52,1.0,Lamar Jackson,BAL,QB4,QB,10,39,79,52.14,11.05,50.0,-15.0,22.915000000000003,11.920970445548315,405.13200000000006,0.7036538710932435
53,3.0,Marquise Brown,ARI,WR22,WR,13,26,107,54.96,15.22,75.0,2.0,13.956249999999999,7.999664055446328,211.75,0.6969137317746448
54,4.0,Elijah Mitchell,SF,RB23,RB,9,31,84,55.17,10.41,45.0,8.0,15.0,6.4771907490825065,205.64,0.7706835781907109
55,3.0,J.K. Dobbins,BAL,RB24,RB,10,35,139,55.60,13.58,35.0,-1.0,,,207.26999999999998,0.7735146451266279
56,3.0,Allen Robinson II,LAR,WR23,WR,7,24,105,56.29,14.77,66.0,-17.5,7.083333333333335,2.768272626265941,202.24,0.6803962798969933
57,4.0,Amari Cooper,CLE,WR24,WR,9,33,105,57.71,13.64,70.0,-6.5,13.433333333333335,9.467513375950917,208.62,0.6914773885173315
58,4.0,AJ Dillon,GB,RB25,RB,14,38,81,60.21,10.05,60.0,5.5,10.799999999999999,7.601480119029451,176.01000000000002,0.7192206865887322
59,4.0,Jerry Jeudy,DEN,WR25,WR,9,33,98,61.27,11.14,69.0,3.5,8.4,4.172662352876292,215.38000000000002,0.7032185004724235
60,4.0,Darnell Mooney,CHI,WR26,WR,14,33,106,61.43,12.59,74.0,-1.0,12.923529411764704,6.984852308009518,209.38,0.6927973951868388
61,4.0,Rashod Bateman,BAL,WR27,WR,10,34,127,63.98,16.88,95.0,3.0,8.624999999999998,5.248051586498122,191.67999999999998,0.6620551345943642
62,1.0,Kyler Murray,ARI,QB5,QB,13,40,91,65.44,12.00,61.0,-2.0,24.677142857142854,9.789956728568963,407.526,0.7078118921021916
63,4.0,Chris Godwin,TB,WR28,WR,11,24,118,67.05,21.10,58.0,-9.0,17.17142857142857,7.787112486610225,215.37,0.7032011319636141
64,4.0,Amon-Ra St. Brown,DET,WR29,WR,6,34,121,68.08,16.41,87.0,30.0,13.13529411764706,10.081290912903379,222.57000000000002,0.7157064583063156
65,4.0,Miles Sanders,PHI,RB26,RB,7,38,88,68.16,10.74,62.0,23.0,9.51666666666667,4.440072344482962,202.29000000000002,0.7648651277395928
66,3.0,Dalton Schultz,DAL,TE6,TE,9,30,157,68.29,16.05,72.0,1.0,12.164705882352942,7.115207408824302,193.8,0.6997274302017527
67,4.0,JuJu Smith-Schuster,KC,WR30,WR,8,28,122,68.59,17.84,96.0,13.0,,,202.26000000000002,0.6804310169146118
68,1.0,Jalen Hurts,PHI,QB6,QB,7,40,100,68.84,13.68,67.0,-7.0,22.543999999999997,7.305431247659902,400.218,0.6951189858643496
69,4.0,Michael Thomas,NO,WR31,WR,14,33,148,69.43,21.64,57.0,-7.0,,,215.73,0.7038263982807492
70,3.0,Kareem Hunt,CLE,RB27,RB,9,44,105,69.98,11.84,71.0,9.0,13.5,9.616949323237296,170.75,0.7100848509550364
71,4.0,Chase Edmonds,MIA,RB28,RB,11,35,94,70.74,12.22,83.0,14.0,11.858333333333334,7.111509024536256,166.4,0.7025295496229875
72,4.0,Clyde Edwards-Helaire,KC,RB29,RB,8,27,94,71.17,12.67,53.0,-15.0,11.36,6.193939690446532,166.56000000000003,0.7028074457639365
73,4.0,Elijah Moore,NYJ,WR32,WR,10,34,113,73.06,14.66,90.0,5.0,12.563636363636364,9.797476484000637,200.11000000000004,0.6766967875206107
74,3.0,Damien Harris,NE,RB30,RB,10,49,98,76.00,9.73,56.0,6.0,13.873333333333335,6.9959648233480864,185.52,0.7357381384663838
75,2.0,Joe Burrow,CIN,QB7,QB,10,45,107,76.47,11.53,51.0,-35.0,24.3275,10.314088423123007,388.20799999999997,0.674259406784371
76,3.0,T.J. Hockenson,DET,TE7,TE,6,51,110,77.01,12.31,63.0,-29.0,11.941666666666668,7.26866979619109,167.17000000000002,0.6534750912425663
77,4.0,Adam Thielen,MIN,WR33,WR,7,46,111,77.05,15.77,64.0,-15.0,15.292307692307693,9.327688311193146,205.41,0.6859020971895436
78,3.0,Tony Pollard,DAL,RB31,RB,9,49,114,77.57,11.84,73.0,26.0,10.306666666666667,4.900068026738677,187.52,0.7392118402282454
79,4.0,Gabriel Davis,BUF,WR34,WR,7,39,123,80.69,15.71,80.0,0.0,7.868750000000001,6.8741757081607,204.00000000000003,0.6834531374474313
80,3.0,Devin Singletary,BUF,RB32,RB,7,48,120,81.43,13.17,77.0,29.0,11.341176470588236,6.86158316494173,187.41,0.739020786631343
81,3.0,Rashaad Penny,SEA,RB33,RB,11,44,131,81.79,13.37,68.0,13.0,12.169999999999998,12.45882551982061,175.12,0.7176748893047039
82,2.0,Tom Brady,TB,QB8,QB,11,61,124,84.46,10.37,92.0,34.0,27.572941176470586,11.414138033983273,411.83400000000006,0.7152942456972414
83,3.0,Dallas Goedert,PHI,TE8,TE,7,52,141,85.59,12.81,81.0,-9.0,10.800000000000002,7.151023902710915,172.31,0.6624025047705504
84,2.0,Dak Prescott,DAL,QB9,QB,9,64,119,86.37,9.63,86.0,26.0,24.035000000000004,11.469071453260723,410.16400000000004,0.7123937047260871
85,5.0,DeVonta Smith,PHI,WR35,WR,7,59,116,86.51,13.94,84.0,-16.0,10.741176470588233,7.050980323998343,182.6,0.6462845285955129
86,3.0,Cordarrelle Patterson,ATL,RB34,RB,14,48,157,84.14,15.70,,,,,194.47,0.7512829538507141
87,2.0,Russell Wilson,DEN,QB10,QB,9,45,125,87.38,12.53,85.0,-17.0,20.77285714285714,9.961778053039627,368.356,0.6397794430961334
88,3.0,Melvin Gordon III,DEN,RB35,RB,9,56,127,89.02,11.31,89.0,8.0,12.00625,5.860656248805817,154.81,0.682399447913
89,5.0,Hunter Renfrow,LV,WR36,WR,6,53,137,89.56,18.31,65.0,-11.5,14.94705882352941,5.95851466884353,208.48,0.6912342293940011
90,5.0,Tyler Lockett,SEA,WR37,WR,11,43,146,92.08,16.84,105.0,34.0,14.9625,9.640184991309381,213.38000000000002,0.6997447987105619
91,3.0,Rhamondre Stevenson,NE,RB36,RB,10,56,138,93.09,15.21,93.0,9.0,9.408333333333333,8.570399198651275,152.52,0.6784220593956685
92,6.0,Drake London,ATL,WR38,WR,14,46,247,93.46,27.54,122.0,25.0,,,184.23,0.6491155955314301
93,5.0,Ken Walker III,SEA,RB37,RB,11,55,199,93.76,23.79,91.0,-8.0,,,135.09999999999997,0.6481661170498545
94,3.0,Zach Ertz,ARI,TE9,TE,13,67,141,94.72,13.51,101.0,-3.0,10.629411764705884,6.734404642012013,156.49999999999997,0.6349428923430349
95,5.0,Brandon Aiyuk,SF,WR39,WR,9,58,122,96.04,14.28,102.0,-7.0,9.782352941176471,6.73760299495652,173.43,0.6303576060173777
96,2.0,Matthew Stafford,LAR,QB11,QB,7,69,124,97.29,11.22,79.0,-9.0,24.69058823529412,7.2456404742681615,385.562,0.6696636993534283
97,5.0,Christian Kirk,JAX,WR40,WR,11,58,133,98.31,14.90,112.0,14.0,12.21294117647059,6.775625215345335,183.96,0.6486466457935788
98,6.0,DeAndre Hopkins,ARI,WR41,WR,13,34,208,101.65,21.89,52.0,-69.0,14.719999999999999,6.614428672732565,166.67999999999998,0.6186338625710951
99,2.0,Aaron Rodgers,GB,QB12,QB,14,69,125,102.08,12.57,78.0,-11.0,25.518749999999997,9.41029073231357,385.16400000000004,0.6689724327028179
100,5.0,Kadarius Toney,NYG,WR42,WR,9,66,139,103.80,15.92,119.0,-14.0,8.236,8.660976593638592,162.17000000000002,0.6108006650980973
101,3.0,Trey Lance,SF,QB13,QB,9,50,163,103.85,21.20,108.0,-4.0,12.486666666666666,9.646899329145436,360.6460000000001,0.6263883228041575
102,6.0,Allen Lazard,GB,WR43,WR,14,54,188,103.93,21.13,111.0,-2.0,9.5,7.840462814327808,170.04,0.6244696815310224
103,5.0,Robert Woods,TEN,WR44,WR,6,47,148,104.42,18.56,99.0,11.0,15.02222222222222,5.963383640555456,196.45,0.670339913296404
104,6.0,Treylon Burks,TEN,WR45,WR,6,59,186,104.54,20.95,131.0,34.0,,,185.15000000000006,0.6507134983418864
105,6.0,James Cook,BUF,RB38,RB,7,67,334,105.70,43.22,97.0,0.5,,,135.39,0.6486698038053245
106,5.0,Michael Carter,NYJ,RB39,RB,10,56,169,106.03,21.51,100.0,-2.0,10.957142857142859,7.956295454709898,132.85999999999999,0.6442755710765695
107,4.0,Pat Freiermuth,PIT,TE10,TE,9,93,182,106.69,18.73,113.0,-2.0,9.29375,5.1003880571318625,149.9,0.6234796765288919
108,5.0,Nyheim Hines,IND,RB40,RB,14,83,162,111.04,16.27,106.0,-0.5,6.447058823529412,6.026723575776769,125.49000000000001,0.63147498008411
109,5.0,Chase Claypool,PIT,WR46,WR,9,63,137,111.63,12.71,110.0,11.0,11.106666666666666,6.23234267656194,183.85999999999999,0.6484729607054857
110,4.0,Cole Kmet,CHI,TE11,TE,14,71,209,115.03,24.18,143.0,15.0,7.129411764705883,4.353269562335067,146.56,0.6176785945865833
111,4.0,Derek Carr,LV,QB14,QB,6,87,172,115.62,15.31,103.0,-16.0,17.880000000000003,6.653142114820635,356.662,0.6194687088945291
112,7.0,Russell Gage,TB,WR47,WR,11,65,196,116.00,20.52,109.0,-40.0,11.5,8.899351748215233,150.84,0.5911221446171517
113,4.0,Kirk Cousins,MIN,QB15,QB,7,85,160,116.20,14.08,121.0,14.0,22.583750000000002,6.5981299118260255,363.586,0.6314946643940937
114,5.0,Alexander Mattison,MIN,RB41,RB,7,83,188,117.17,15.10,98.0,-32.5,7.806249999999999,8.668830659321937,114.43,0.6122654093410156
115,4.0,Dawson Knox,BUF,TE12,TE,7,67,194,118.92,22.57,88.0,-31.0,10.80666666666667,6.744359195088957,147.28,0.6189291272208532
116,7.0,Jakobi Meyers,NE,WR48,WR,10,97,201,119.40,14.64,181.0,53.0,10.664705882352944,5.457900371991801,172.13,0.6280996998721678
117,5.0,Darrell Henderson Jr.,LAR,RB42,RB,7,82,168,120.82,17.76,107.0,-14.5,13.616666666666667,7.016841212829361,118.24,0.6188828111973618
118,7.0,Garrett Wilson,NYJ,WR49,WR,10,65,212,121.21,24.98,191.0,21.0,,,150.91,0.5912437241788169
119,5.0,J.D. McKissic,WAS,RB43,RB,14,83,204,121.23,23.63,116.0,7.0,11.627272727272727,7.806163066333025,125.19999999999999,0.63097129332864
120,7.0,Ronald Jones II,KC,RB44,RB,8,74,238,121.56,26.80,104.0,-22.0,4.825,4.609627606072607,116.15000000000002,0.6152527928562166
121,7.0,Tyler Boyd,CIN,WR50,WR,10,86,194,123.04,15.31,142.0,11.0,11.427499999999998,6.4184811287406625,164.59,0.6150038442299498
122,7.0,Chris Olave,NO,WR51,WR,14,76,229,123.32,25.71,129.0,-30.0,,,146.82000000000002,0.5841400040758101
123,5.0,Mike Gesicki,MIA,TE13,TE,11,93,260,125.54,23.56,123.0,11.0,9.588235294117647,6.342306594700108,151.66,0.6265365340793301
124,7.0,James Robinson,JAX,RB45,RB,11,66,233,128.18,27.65,82.0,-12.0,12.135714285714288,8.278759396362304,136.25000000000003,0.650163495562925
125,7.0,Kenneth Gainwell,PHI,RB46,RB,7,91,238,133.79,25.08,137.0,16.0,7.4625,7.206189469245633,119.21000000000001,0.6205675565518647
126,8.0,Skyy Moore,KC,WR52,WR,8,65,293,134.04,33.76,144.0,-26.0,,,135.21000000000004,0.5639751653482039
127,7.0,Jarvis Landry,NO,WR53,WR,14,106,195,134.27,18.07,133.0,-6.0,10.833333333333334,5.7181264149168385,161.00000000000003,0.6087685495674083
128,7.0,Kenny Golladay,NYG,WR54,WR,9,75,214,137.77,23.03,206.0,49.5,6.364285714285715,4.618126017345987,161.98999999999998,0.6104880319395297
129,7.0,Isaiah Spiller,LAC,RB47,RB,8,84,245,137.99,30.98,126.0,-13.0,,,112.32000000000001,0.6086006539822517
130,7.0,Rondale Moore,ARI,WR55,WR,13,76,212,138.90,23.92,197.0,0.5,7.578571428571428,6.44851546081357,129.99,0.5549088037497453
131,4.0,Hunter Henry,NE,TE14,TE,10,95,191,139.29,17.73,138.0,20.0,9.66470588235294,6.911398300676082,150.08,0.6237923096874595
132,,DeVante Parker,NE,WR56,WR,10,103,242,139.67,27.34,135.0,-4.0,10.349999999999998,5.816499520043535,161.83,0.6102101357985809
133,5.0,Tua Tagovailoa,MIA,QB16,QB,11,117,197,139.75,22.22,136.0,-23.0,16.301538461538463,9.603115680300366,336.68800000000005,0.584776849398818
134,,Marquez Valdes-Scantling,KC,WR57,WR,8,107,223,141.75,22.80,151.0,-7.0,,,149.4,0.5886210793486114
135,6.0,Dameon Pierce,HOU,RB48,RB,6,83,363,132.41,40.24,118.0,-12.0,,,114.73,0.6127864646052947
136,,Michael Gallup,DAL,WR58,WR,9,77,233,142.55,30.19,117.0,-9.0,10.166666666666666,3.459046111285596,165.99,0.617435435463253
137,5.0,Noah Fant,SEA,TE15,TE,11,95,282,143.53,25.97,205.0,67.5,9.937500000000002,6.505677008070209,148.23,0.6205791355577375
138,5.0,Justin Fields,CHI,QB17,QB,14,87,202,143.78,24.68,152.0,-46.0,11.566666666666665,8.833100282803349,311.978,0.5418592641310187
139,,Irv Smith Jr.,MIN,TE16,TE,7,95,305,145.62,31.85,166.0,7.0,,,133.16,0.5944047927821109
140,8.0,Jamaal Williams,DET,RB49,RB,6,115,274,149.77,25.21,140.0,13.0,9.138461538461538,6.269175711571986,117.59000000000002,0.6177538581247568
141,7.0,Raheem Mostert,MIA,RB50,RB,11,115,227,150.64,19.72,114.0,-19.0,,,113.48000000000002,0.6106154010041315
142,,Albert Okwuegbunam,DEN,TE17,TE,9,95,255,144.56,27.14,195.0,19.0,5.357142857142857,4.333716522927971,128.48,0.5862763306593549
143,,DJ Chark Jr.,DET,WR59,WR,6,112,262,156.51,27.82,198.0,11.0,,,136.23000000000002,0.5657467532467533
144,6.0,Trevor Lawrence,JAX,QB18,QB,11,101,241,159.28,23.71,179.0,-13.0,13.35529411764706,7.039000388591283,319.278,0.5545382755618133
145,,Robert Tonyan,GB,TE18,TE,14,89,255,159.40,30.70,162.0,-8.0,,,124.53,0.5794157696796783
146,6.0,Tyler Allgeier,ATL,RB51,RB,14,92,362,153.53,46.20,127.0,-25.0,,,102.18,0.5909889860496137
147,8.0,Khalil Herbert,CHI,RB52,RB,14,94,289,161.19,37.60,,,4.58235294117647,6.306963938191424,75.2,0.5441287492821016
148,,Gerald Everett,LAC,TE19,TE,8,104,291,161.51,26.77,193.0,33.5,7.72,5.345251564305864,138.44,0.6035753654334254
149,,Tyler Higbee,LAR,TE20,TE,7,102,285,159.86,20.71,203.0,63.0,9.733333333333333,5.224347760611799,148.20000000000002,0.6205270300313096
150,,Corey Davis,NYJ,WR60,WR,10,121,249,163.28,28.33,244.0,43.0,11.466666666666669,7.863841300535001,137.67000000000002,0.5682478185152935
151,8.0,Gus Edwards,BAL,RB53,RB,10,114,280,165.48,32.91,149.0,-1.0,,,106.28,0.5981100746614298
152,,David Njoku,CLE,TE21,TE,9,103,294,159.49,27.37,190.0,23.0,6.724999999999999,6.94295806315051,135.07000000000002,0.5977221779646886
153,8.0,Darrel Williams,ARI,RB54,RB,13,90,316,160.16,34.72,145.0,-20.0,11.529411764705882,8.338297541006375,93.08,0.5751836430331437
154,8.0,Marlon Mack,HOU,RB55,RB,6,91,322,166.67,37.48,120.0,14.0,,,126.71000000000001,0.6335939381588453
155,6.0,Rachaad White,TB,RB56,RB,11,90,359,159.58,51.77,139.0,-9.0,,,106.13,0.5978495470292903
156,,Evan Engram,JAX,TE22,TE,11,124,260,168.78,24.50,202.0,23.0,6.766666666666667,4.037089946743228,126.27000000000001,0.5824378902124979
157,8.0,Sony Michel,MIA,RB57,RB,11,92,277,164.48,33.01,156.0,-46.0,8.547058823529412,7.056479083709066,69.42,0.5340897511903219
158,,Robbie Anderson,CAR,WR61,WR,13,109,242,173.96,27.40,219.0,52.5,8.147058823529411,6.012499235660951,156.73,0.6013521963058339
159,,Jameson Williams,DET,WR62,WR,6,107,265,172.55,32.27,222.0,4.0,,,119.46000000000001,0.5366197639735443
160,,Jahan Dotson,WAS,WR63,WR,14,103,269,166.78,35.06,223.0,26.0,,,130.69000000000003,0.5561245993663968
161,6.0,Jameis Winston,NO,QB19,QB,14,124,275,175.13,29.73,188.0,-29.0,20.914285714285715,11.233952787781122,307.464,0.5340191192544973
162,,Mecole Hardman,KC,WR64,WR,8,111,311,175.87,33.23,160.0,22.0,8.111764705882353,4.901132822233699,163.77000000000004,0.6135796265075866
163,7.0,Matt Ryan,IND,QB20,QB,14,124,320,175.26,33.17,153.0,-33.0,15.40705882352941,9.789108593678154,315.90200000000004,0.5486746669877911
164,8.0,Mark Ingram II,NO,RB58,RB,14,94,323,180.38,41.59,124.0,-8.0,7.685714285714285,5.708004789882248,114.32000000000001,0.6120743557441132
165,,Logan Thomas,WAS,TE23,TE,14,93,291,178.50,37.16,176.0,9.0,,,131.19,0.5909831965466773
166,,Van Jefferson,LAR,WR65,WR,7,130,373,181.75,38.23,220.0,27.0,9.894117647058824,6.006087598037022,131.18,0.5569756562980528
167,1.0,Buffalo Bills,BUF,DST1,DST,7,139,314,158.37,16.34,,,,,,
168,,Austin Hooper,TEN,TE24,TE,6,102,267,178.15,29.30,237.0,43.0,5.65625,4.417234240260905,124.94999999999999,0.5801452470496693
169,1.0,Tampa Bay Buccaneers,TB,DST2,DST,11,144,318,159.74,17.85,,,,,,
170,,Ryan Tannehill,TEN,QB21,QB,6,118,314,182.17,34.29,265.0,56.0,18.374117647058824,7.066486979772489,328.31199999999995,0.5702289864201417
171,,Christian Watson,GB,WR66,WR,14,63,342,173.14,45.03,141.0,-52.0,,,122.99,0.5427508475832299
172,,Marvin Jones Jr.,JAX,WR67,WR,11,98,278,184.39,30.96,264.0,76.0,10.600000000000001,6.582362797658604,156.57000000000002,0.6010743001648851
173,,Julio Jones,TB,WR68,WR,11,105,340,172.74,49.88,169.0,-12.0,8.040000000000001,5.856088948929804,135.04,0.5636799006984456
174,,Jamison Crowder,BUF,WR69,WR,7,107,271,183.82,32.30,253.0,38.5,8.725,5.360143315587407,130.07999999999998,0.555065120329029
175,8.0,D'Onta Foreman,CAR,RB59,RB,13,139,337,182.59,34.25,194.0,-30.5,10.211111111111114,5.196980961203447,63.839999999999996,0.5243981232747281
176,1.0,San Francisco 49ers,SF,DST3,DST,9,152,323,166.65,22.97,,,,,,
177,,Nico Collins,HOU,WR70,WR,6,103,259,186.30,30.25,247.0,47.0,5.971428571428571,3.831735612251686,138.91000000000003,0.5704015136076477
178,,Daniel Jones,NYG,QB22,QB,9,124,320,191.79,42.62,215.0,4.0,16.501818181818184,9.312359333897955,313.672,0.5448014895233155
179,,Mac Jones,NE,QB23,QB,10,126,312,192.21,30.66,201.0,-5.0,15.93764705882353,8.354013653187733,314.05400000000003,0.545464966559831
180,1.0,Indianapolis Colts,IND,DST4,DST,14,156,330,173.20,21.21,,,,,,
181,,Zach Wilson,NYJ,QB24,QB,10,125,313,195.63,36.91,254.0,7.5,13.22,7.871890920653479,301.23999999999995,0.5232089593715841
182,,Joshua Palmer,LAC,WR71,WR,8,121,306,188.07,33.07,182.0,-16.0,5.46470588235294,5.452057086145397,127.27,0.5501845693536136
183,1.0,Justin Tucker,BAL,K1,K,10,169,309,179.06,17.28,,,,,,
184,,Sterling Shepard,NYG,WR72,WR,9,113,371,190.38,44.83,,,11.1,8.50078427754365,129.28,0.5536756396242845
185,2.0,Denver Broncos,DEN,DST5,DST,9,157,347,179.12,25.93,,,,,,
186,,George Pickens,PIT,WR73,WR,9,121,315,191.48,37.51,241.0,22.0,,,124.58,0.5455124404839098
187,2.0,New Orleans Saints,NO,DST6,DST,14,156,355,180.59,24.11,,,,,,
