player_name,positive,negative,neutral,compound,num_tweets,pos,id,avg_sentiment
Christian McCaffrey,0.0,0.0,3.0,0.0,3.0,RB,Chr_McCaffrey_RB,0.0
Saquon Barkley,2.3359999999999994,0.08,13.584000000000001,4.256600000000001,16.0,RB,Saq_Barkley_RB,0.26603750000000004
Michael Thomas,0.6890000000000001,0.55,9.761,-0.19919999999999988,11.0,WR,Mic_Thomas_WR,-0.018109090909090898
Dalvin Cook,0.6639999999999999,0.315,17.021,0.8222999999999998,18.0,RB,Dal_Cook_RB,0.045683333333333326
Alvin Kamara,0.0,0.0,3.0,0.0,3.0,RB,Alv_Kamara_RB,0.0
Derrick Henry,0.42,0.0,5.58,0.7529999999999999,6.0,RB,Der_Henry_RB,0.12549999999999997
Davante Adams,1.9760000000000004,1.7479999999999998,28.275,1.3987,32.0,WR,Dav_Adams_WR,0.043709375
Joe Mixon,0.0,0.0,0.0,0.0,0.0,RB,Joe_Mixon_RB,
Tyreek Hill,1.238,1.692,11.068,-1.1368999999999998,14.0,WR,Tyr_Hill_WR,-0.08120714285714284
Ezekiel Elliott,0.943,0.325,14.732,0.7796,16.0,RB,Eze_Elliott_RB,0.048725
Josh Jacobs,0.0,0.0,0.0,0.0,0.0,RB,Jos_Jacobs_RB,
Julio Jones,1.541,0.376,17.084,2.6079,19.0,WR,Jul_Jones_WR,0.1372578947368421
Nick Chubb,0.333,0.08,1.5870000000000002,0.3816,2.0,RB,Nic_Chubb_RB,0.1908
DeAndre Hopkins,0.41200000000000003,0.313,6.274,0.17629999999999996,7.0,WR,DeA_Hopkins_WR,0.02518571428571428
Kenyan Drake,0.9789999999999999,0.847,7.173,0.7168999999999999,9.0,RB,Ken_Drake_RB,0.07965555555555554
Miles Sanders,0.0,0.0,1.0,0.0,1.0,RB,Mil_Sanders_RB,0.0
Austin Ekeler,0.0,0.0,0.0,0.0,0.0,RB,Aus_Ekeler_RB,
Aaron Jones,1.541,0.376,17.084,2.6079,19.0,RB,Aar_Jones_RB,0.1372578947368421
Chris Godwin,1.831,0.598,21.571,1.2942999999999996,24.0,WR,Chr_Godwin_WR,0.053929166666666646
Pat Mahomes,0.0,0.131,2.8689999999999998,-0.2755,3.0,QB,Pat_Mahomes_QB,-0.09183333333333334
Clyde Edwards-Helaire,0.0,0.0,0.0,0.0,0.0,RB,Cly_Edwards-Helaire_RB,
Lamar Jackson,0.275,0.0,0.725,0.5859,1.0,QB,Lam_Jackson_QB,0.5859
Travis Kelce,0.318,0.0,1.682,0.4215,2.0,TE,Tra_Kelce_TE,0.21075
Todd Gurley,0.141,0.0,1.859,0.2023,2.0,RB,Tod_Gurley_RB,0.10115
Mike Evans,1.4889999999999999,1.409,21.101,-0.05250000000000005,24.0,WR,Mik_Evans_WR,-0.002187500000000002
Kenny Golladay,0.0,0.0,1.0,0.0,1.0,WR,Ken_Golladay_WR,0.0
George Kittle,0.575,0.0,4.425,1.0575,5.0,TE,Geo_Kittle_TE,0.21150000000000002
Leonard Fournette,0.286,0.085,3.629,0.28840000000000005,4.0,RB,Leo_Fournette_RB,0.07210000000000001
Adam Thielen,0.0,0.0,0.0,0.0,0.0,WR,Ada_Thielen_WR,
Melvin Gordon,1.437,1.325,21.238,-0.174,24.0,RB,Mel_Gordon_RB,-0.0072499999999999995
JuJu Smith-Schuster,0.0,0.0,0.0,0.0,0.0,WR,JuJ_Smith-Schuster_WR,
James Conner,0.328,3.1550000000000002,5.5169999999999995,-4.887899999999999,9.0,RB,Jam_Conner_RB,-0.5430999999999999
David Johnson,0.9369999999999999,1.021,14.042,-0.20689999999999997,16.0,RB,Dav_Johnson_RB,-0.012931249999999998
Amari Cooper,0.62,0.767,7.6129999999999995,0.291,9.0,WR,Ama_Cooper_WR,0.03233333333333333
Odell Beckham Jr,1.057,0.0,6.943,2.5307,8.0,WR,Ode_Beckham_WR,0.3163375
LeVeon Bell,1.1720000000000002,0.125,5.703,1.581,7.0,RB,LeV_Bell_RB,0.22585714285714284
Cooper Kupp,0.0,0.0,3.0,0.0,3.0,WR,Coo_Kupp_WR,0.0
Chris Carson,0.124,0.0,7.8759999999999994,0.4019,8.0,RB,Chr_Carson_RB,0.0502375
D.J. Moore,0.47700000000000004,0.9690000000000001,7.553,-1.2601,9.0,WR,D.J_Moore_WR,-0.14001111111111111
Allen Robinson,0.0,0.259,3.741,-0.2732,4.0,WR,All_Robinson_WR,-0.0683
Jonathan Taylor,1.206,2.228,8.565999999999999,-2.9059999999999997,12.0,RB,Jon_Taylor_RB,-0.24216666666666664
Calvin Ridley,0.638,0.0,7.362,1.4550999999999998,8.0,WR,Cal_Ridley_WR,0.18188749999999998
David Montgomery,0.41000000000000003,0.084,1.506,1.0812,2.0,RB,Dav_Montgomery_RB,0.5406
Robert Woods,0.591,0.129,7.28,0.8797999999999999,8.0,WR,Rob_Woods_WR,0.10997499999999999
Mark Andrews,0.095,0.0,3.9050000000000002,0.2263,4.0,TE,Mar_Andrews_TE,0.056575
