rk,player_name,pos,year,age,tm,games,games_started,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,scoring_2pm,fumbles,fumbles_lost,fantasy_posrank,fantasy_ovrank
440,Brian Henesey,0,1994,25,ARI,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0
441,Jeff Hill,0,1994,22,CIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0
442,Tyrone Johnson,0,1994,23,NOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0
443,Victor Jones,0,1994,27,2TM,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0
444,Craig Keith,TE,1994,23,PIT,16,1,0,0,0,0,0,0,0,0,0,2,1,2,2.00,0,0,0,0,79,0
445,Perry Klein,QB,1994,23,ATL,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0
446,Kevin Knox,0,1994,23,ARI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0
447,Aaron Laing,0,1994,23,SDG,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0
448,Burnie Legette,0,1994,24,NWE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0
449,Harper LeBel,0,1994,31,ATL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,0
450,Thomas McLemore,0,1994,24,CLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0
451,Ron Middleton,0,1994,29,RAM,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0
452,Bill Musgrave,0,1994,27,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
453,Pat Newman,0,1994,26,CLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0
454,Brian O'Neal,0,1994,24,PHI,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
455,Walter Rasby,0,1994,22,PIT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
456,Steve Rhem,0,1994,23,NOR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0
457,Jeff Robinson,0,1994,24,DEN,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0
458,Tyrone Rush,0,1994,23,WAS,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0
459,Lamar Smith,RB,1994,24,SEA,2,0,0,0,0,0,0,2,-1,-0.50,0,0,0,0,0,0,0,0,0,147,0
460,Milt Stegall,0,1994,24,CIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0
461,Tommie Stowers,0,1994,28,KAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0
462,Deon Strother,0,1994,22,DEN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0
463,Charles Swann,0,1994,24,DEN,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0
