rk,player_name,pos,year,age,tm,games,games_started,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,scoring_2pm,fumbles,fumbles_lost,fantasy_posrank,fantasy_ovrank
119,Derek Russell,WR,1993,24,DEN,13,12,0,0,0,0,0,0,0,0,0,71,44,719,16.34,3,0,1,0,39,0
120,Ricky Sanders,WR,1993,33,WAS,16,11,0,0,0,0,0,1,7,7.00,0,103,58,638,11.00,4,0,1,0,43,0
121,Dwight Stone,WR,1993,29,PIT,16,15,0,0,0,0,0,12,121,10.08,1,81,41,587,14.32,2,0,2,0,42,0
122,Kenneth Davis,RB,1993,31,BUF,16,0,0,0,0,0,0,109,391,3.59,6,24,21,95,4.52,0,0,3,0,40,0
123,Rodney Peete,QB,1993,27,DET,10,10,157,252,1670,6,14,45,165,3.67,1,0,0,0,0,0,0,11,0,26,0
124,J.J. Birden,WR,1993,28,KAN,16,16,0,0,0,0,0,0,0,0,0,87,51,721,14.14,2,0,1,0,44,0
125,T.J. Rubley,QB,1993,25,RAM,9,7,108,189,1338,8,6,29,102,3.52,0,0,0,0,0,0,0,4,0,27,0
126,Vance Johnson,WR,1993,30,DEN,10,8,0,0,0,0,0,0,0,0,0,53,36,517,14.36,5,0,0,0,45,0
127,Anthony Johnson,RB,1993,26,IND,13,8,0,1,0,0,1,95,331,3.48,1,68,55,443,8.05,0,0,5,0,41,0
128,Derrick Moore,RB,1993,26,DET,13,3,0,0,0,0,0,88,405,4.60,3,24,21,169,8.05,1,0,4,0,43,0
129,Lorenzo White,RB,1993,27,HOU,8,8,0,0,0,0,0,131,465,3.55,2,44,34,229,6.74,0,0,1,0,42,0
130,Merril Hoge,RB,1993,28,PIT,16,13,0,0,0,0,0,51,249,4.88,1,56,33,247,7.48,4,0,0,0,44,0
131,Dan Marino,QB,1993,32,MIA,5,5,91,150,1218,8,3,9,-4,-0.44,1,0,0,0,0,0,0,4,0,29,0
132,Sean Salisbury,QB,1993,30,MIN,11,4,115,195,1413,9,6,10,-1,-0.10,0,0,0,0,0,0,0,3,0,28,0
133,Flipper Anderson,WR,1993,28,RAM,15,15,0,0,0,0,0,0,0,0,0,91,37,552,14.92,4,0,0,0,46,0
134,Greg Robinson,RB,1993,24,RAI,12,12,0,0,0,0,0,156,591,3.79,1,21,15,142,9.47,0,0,3,0,45,0
135,Lewis Tillman,RB,1993,27,NYG,16,7,0,0,0,0,0,121,585,4.83,3,2,1,21,21.00,0,0,1,0,46,0
136,Jim Everett,QB,1993,30,RAM,10,9,135,274,1652,8,12,19,38,2.00,0,0,0,0,0,0,0,7,0,30,0
137,Chris Burkett,WR,1993,31,NYJ,16,16,0,0,0,0,0,0,0,0,0,78,40,531,13.28,4,0,1,0,48,0
138,Bernie Kosar,QB,1993,30,2TM,11,7,115,201,1217,8,3,23,26,1.13,0,0,0,0,0,0,0,6,0,31,0
139,Michael Timpson,WR,1993,26,NWE,16,7,0,0,0,0,0,0,0,0,0,91,42,654,15.57,2,0,1,0,47,0
140,Steve DeBerg,QB,1993,39,2TM,8,5,136,227,1707,7,10,4,-4,-1.00,0,0,0,0,0,0,0,2,0,32,0
141,Randal Hill,WR,1993,24,PHO,16,8,0,0,0,0,0,0,0,0,0,70,35,519,14.83,4,0,0,0,49,0
142,Vincent Brisby,WR,1993,22,NWE,16,12,0,0,0,0,0,0,0,0,0,105,45,626,13.91,2,0,1,0,50,0
143,Mark Rypien,QB,1993,31,WAS,12,10,166,319,1514,4,10,9,4,0.44,3,0,0,0,0,0,0,7,0,33,0
144,Dave Krieg,QB,1993,35,KAN,12,5,105,189,1238,7,3,21,24,1.14,0,0,0,0,0,0,0,6,0,34,0
145,John Friesz,QB,1993,26,SDG,12,6,128,238,1402,6,4,10,3,0.30,0,0,0,0,0,0,0,2,0,35,0
146,Cleveland Gary,RB,1993,27,RAM,15,4,1,1,8,0,0,79,293,3.71,1,48,36,289,8.03,1,0,1,0,48,0
147,Scottie Graham,RB,1993,24,MIN,7,3,0,0,0,0,0,118,488,4.14,3,12,7,46,6.57,0,0,0,0,47,0
148,Nate Lewis,WR,1993,27,SDG,15,9,0,0,0,0,0,3,2,0.67,0,93,38,463,12.18,4,0,2,0,51,0
149,Harold Green,RB,1993,25,CIN,15,15,0,0,0,0,0,215,589,2.74,0,31,22,115,5.23,0,0,3,0,49,0
150,Alexander Wright,WR,1993,26,RAI,15,15,0,0,0,0,0,0,0,0,0,39,27,462,17.11,4,0,0,0,52,0
151,Chris Calloway,WR,1993,25,NYG,16,9,0,0,0,0,0,0,0,0,0,56,35,513,14.66,3,0,0,0,53,0
152,Daryl Johnston,RB,1993,27,DAL,16,16,0,0,0,0,0,24,74,3.08,3,60,50,372,7.44,1,0,1,0,50,0
153,Kimble Anders,RB,1993,27,KAN,16,13,0,0,0,0,0,75,291,3.88,0,56,40,326,8.15,1,0,1,0,53,0
154,Don Beebe,WR,1993,29,BUF,14,14,0,0,0,0,0,0,0,0,0,64,31,504,16.26,3,0,1,0,54,0
155,Tim McGee,WR,1993,29,WAS,13,12,0,0,0,0,0,0,0,0,0,70,39,500,12.82,3,0,0,0,55,0
156,Kevin Turner,RB,1993,24,NWE,16,9,0,1,0,0,0,50,231,4.62,0,57,39,333,8.54,2,0,1,0,51,0
157,Barry Word,RB,1993,30,MIN,13,8,0,0,0,0,0,142,458,3.23,2,17,9,105,11.67,0,0,3,0,52,0
158,Erik Kramer,QB,1993,29,DET,5,4,87,138,1002,8,3,10,5,0.50,0,0,0,0,0,0,0,1,0,36,0
159,Tim Worley,RB,1993,27,2TM,15,3,0,0,0,0,0,120,470,3.92,2,15,11,62,5.64,0,0,3,0,54,0
160,Curtis Duncan,WR,1993,28,HOU,12,12,0,0,0,0,0,0,0,0,0,80,41,456,11.12,3,0,0,0,56,0
161,Dalton Hilliard,RB,1993,29,NOR,16,0,0,0,0,0,0,50,165,3.30,2,66,40,296,7.40,1,0,2,0,55,0
162,Brett Perriman,WR,1993,28,DET,15,15,0,0,0,0,0,4,16,4.00,0,78,49,496,10.12,2,0,1,0,57,0
163,Robert Smith,RB,1993,21,MIN,10,2,0,0,0,0,0,82,399,4.87,2,32,24,111,4.63,0,0,0,0,56,0
164,Victor Bailey,WR,1993,23,PHI,16,10,0,0,0,0,0,0,0,0,0,78,41,545,13.29,1,0,0,0,59,0
165,Randall Cunningham,QB,1993,30,PHI,4,4,76,110,850,5,5,18,110,6.11,1,0,0,0,0,0,0,3,0,37,0
166,Tom Waddle,WR,1993,26,CHI,15,15,0,0,0,0,0,0,0,0,0,72,44,552,12.55,1,0,0,0,58,0
167,Heath Sherman,RB,1993,26,PHI,15,7,0,0,0,0,0,115,406,3.53,2,15,12,78,6.50,0,0,3,0,57,0
168,Brad Muster,RB,1993,28,NOR,13,11,0,0,0,0,0,64,214,3.34,3,33,23,195,8.48,0,0,0,0,58,0
169,Jeff Graham,WR,1993,24,PIT,15,12,0,0,0,0,0,0,0,0,0,87,38,579,15.24,0,0,0,0,61,0
170,Willie Green,WR,1993,27,DET,16,6,0,0,0,0,0,0,0,0,0,57,28,462,16.50,2,0,0,0,60,0
171,Leroy Hoard,RB,1993,25,CLE,16,7,0,1,0,0,0,56,227,4.05,0,69,35,351,10.03,0,0,4,0,59,0
172,Troy Drayton,TE,1993,23,RAM,16,2,0,0,0,0,0,1,7,7.00,0,39,27,319,11.81,4,0,1,0,14,0
173,Jay Novacek,TE,1993,31,DAL,16,16,0,0,0,0,0,1,2,2.00,1,69,44,445,10.11,1,0,3,0,13,0
174,Vaughn Hebron,RB,1993,23,PHI,16,4,0,0,0,0,0,84,297,3.54,3,17,11,82,7.45,0,0,5,0,60,0
175,Shawn Jefferson,WR,1993,24,SDG,16,4,0,0,0,0,0,5,53,10.60,0,57,30,391,13.03,2,0,0,0,62,0
176,Mike Sherrard,WR,1993,30,NYG,6,5,0,0,0,0,0,0,0,0,0,40,24,433,18.04,2,0,0,0,63,0
177,Ethan Horton,TE,1993,31,RAI,16,16,0,0,0,0,0,0,0,0,0,73,43,467,10.86,1,0,0,0,15,0
178,Amp Lee,RB,1993,22,SFO,15,3,0,0,0,0,0,72,230,3.19,1,20,16,115,7.19,2,0,1,0,61,0
179,Arthur Marshall,WR,1993,24,DEN,16,9,1,1,30,1,0,0,0,0,0,52,28,360,12.86,2,0,0,0,65,0
180,Tony Martin,WR,1993,28,MIA,12,0,0,0,0,0,0,1,6,6.00,0,37,20,347,17.35,3,0,1,0,64,0
181,Tony McGee,TE,1993,22,CIN,15,15,0,0,0,0,0,0,0,0,0,70,44,525,11.93,0,0,1,0,16,0
182,Terry Obee,WR,1993,25,CHI,16,5,0,0,0,0,0,0,0,0,0,46,26,351,13.50,3,0,1,0,66,0
183,Jay Schroeder,QB,1993,32,CIN,9,3,78,159,832,5,2,10,41,4.10,0,0,0,0,0,0,0,5,0,38,0
184,Art Monk,WR,1993,36,WAS,16,5,0,0,0,0,0,1,-1,-1.00,0,75,41,398,9.71,2,0,0,0,67,0
185,Mark Clayton,WR,1993,32,GNB,16,15,0,0,0,0,0,0,0,0,0,50,32,331,10.34,3,0,0,0,68,0
186,Rodney Culver,RB,1993,24,IND,16,1,0,0,0,0,0,65,150,2.31,3,15,11,112,10.18,1,0,3,0,62,0
187,Gary Wellman,WR,1993,26,HOU,11,3,0,0,0,0,0,2,6,3.00,0,66,31,430,13.87,1,0,1,0,69,0
188,Sean Dawkins,WR,1993,22,IND,16,7,0,0,0,0,0,0,0,0,0,61,26,430,16.54,1,0,0,0,70,0
189,James Joseph,RB,1993,26,PHI,16,5,0,0,0,0,0,39,140,3.59,0,41,29,291,10.03,1,0,0,0,63,0
190,Derrick Lassic,RB,1993,23,DAL,10,3,0,0,0,0,0,75,269,3.59,3,13,9,37,4.11,0,0,2,0,64,0
191,Keith Cash,TE,1993,24,KAN,15,0,0,0,0,0,0,1,0,0.00,0,34,24,242,10.08,4,0,1,0,17,0
192,Brian Kinchen,TE,1993,28,CLE,16,15,0,0,0,0,0,0,0,0,0,45,29,347,11.97,2,0,1,0,18,0
193,Keenan McCardell,WR,1993,23,CLE,6,3,0,0,0,0,0,0,0,0,0,16,13,234,18.00,4,0,0,0,71,0
194,Todd McNair,RB,1993,28,KAN,15,1,0,0,0,0,0,51,278,5.45,2,15,10,74,7.40,0,0,2,0,65,0
195,Ed McCaffrey,WR,1993,25,NYG,16,1,0,0,0,0,0,0,0,0,0,46,27,335,12.41,2,0,0,0,73,0
196,Ernie Mills,WR,1993,25,PIT,14,5,0,0,0,0,0,3,12,4.00,0,56,29,386,13.31,1,0,0,0,72,0
197,Terance Mathis,WR,1993,26,NYJ,16,3,0,0,0,0,0,2,20,10.00,1,46,24,352,14.67,0,0,5,0,74,0
198,Jarrod Bunch,RB,1993,25,NYG,13,8,0,0,0,0,0,33,128,3.88,2,18,13,98,7.54,1,0,2,0,68,0
199,Roger Craig,RB,1993,33,MIN,14,3,0,0,0,0,0,38,119,3.13,1,32,19,169,8.89,1,0,1,0,67,0
200,Rich Gannon,QB,1993,28,WAS,8,4,74,125,704,3,7,21,88,4.19,1,0,0,0,0,0,0,3,0,39,0
201,Rocket Ismail,WR,1993,24,RAI,13,0,0,0,0,0,0,4,-5,-1.25,0,42,26,353,13.58,1,0,0,0,75,0
202,Eric Lynch,RB,1993,23,DET,4,2,0,0,0,0,0,53,207,3.91,2,16,13,82,6.31,0,0,1,0,66,0
