rk,player_name,pos,year,age,tm,games,games_started,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,scoring_2pm,fumbles,fumbles_lost,fantasy_posrank,fantasy_ovrank
83,Chris Miller,QB,1992,27,ATL,8,8,152,253,1739,15,6,23,89,3.87,0,0,0,0,0,0,0,6,0,17,0
84,John Elway,QB,1992,32,DEN,12,12,174,316,2242,10,17,34,94,2.76,2,0,0,0,0,0,0,12,0,18,0
85,Rich Gannon,QB,1992,27,MIN,12,12,159,279,1905,12,13,45,187,4.16,0,0,0,0,0,0,0,5,0,19,0
86,Jeff Hostetler,QB,1992,31,NYG,13,9,103,192,1225,8,3,35,172,4.91,3,0,0,0,0,0,0,6,0,20,0
87,Bobby Humphrey,RB,1992,26,MIA,16,1,0,0,0,0,0,102,471,4.62,1,75,54,507,9.39,1,0,2,0,24,0
88,Brad Baxter,RB,1992,25,NYJ,15,15,0,0,0,0,0,152,698,4.59,6,10,4,32,8.00,0,0,3,0,25,0
89,Brad Muster,RB,1992,27,CHI,16,16,0,1,0,0,1,98,414,4.22,3,45,34,389,11.44,2,0,2,0,26,0
90,Tom Rathman,RB,1992,30,SFO,15,15,0,0,0,0,0,57,194,3.40,5,55,44,343,7.80,4,0,1,0,27,0
91,John Williams,RB,1992,28,SEA,16,16,0,0,0,0,0,114,339,2.97,1,122,74,556,7.51,2,0,4,0,28,0
92,Rodney Culver,RB,1992,23,IND,16,2,0,0,0,0,0,121,321,2.65,7,35,26,210,8.08,2,0,2,0,29,0
93,Kenneth Davis,RB,1992,30,BUF,16,0,0,0,0,0,0,139,613,4.41,6,18,15,80,5.33,0,0,5,0,30,0
94,Wade Wilson,QB,1992,33,ATL,9,3,111,163,1366,13,4,15,62,4.13,0,0,0,0,0,0,0,0,0,21,0
95,Vince Workman,RB,1992,24,GNB,10,10,0,0,0,0,0,159,631,3.97,2,59,47,290,6.17,0,0,4,0,31,0
96,Derrick Fenner,RB,1992,25,CIN,16,1,0,0,0,0,0,112,500,4.46,7,12,7,41,5.86,1,0,1,0,32,0
97,Eric Dickerson,RB,1992,32,RAI,16,15,0,0,0,0,0,187,729,3.90,2,22,14,85,6.07,1,0,1,0,33,0
98,Kevin Mack,RB,1992,30,CLE,12,6,0,0,0,0,0,169,543,3.21,6,15,13,81,6.23,0,0,1,0,34,0
99,Reggie Rivers,RB,1992,24,DEN,16,3,0,0,0,0,0,74,282,3.81,3,63,45,449,9.98,1,0,2,0,35,0
100,Jay Schroeder,QB,1992,31,RAI,13,9,123,253,1476,11,11,28,160,5.71,0,0,0,0,0,0,0,5,0,22,0
101,Cody Carlson,QB,1992,29,HOU,11,6,149,227,1710,9,11,27,77,2.85,1,0,0,0,0,0,0,8,0,23,0
102,Rodney Peete,QB,1992,26,DET,10,10,123,213,1702,9,9,21,83,3.95,0,0,0,0,0,0,0,6,0,24,0
103,Barry Word,RB,1992,29,KAN,12,11,0,0,0,0,0,163,607,3.72,4,14,9,80,8.89,0,0,2,0,36,0
104,Henry Ellard,WR,1992,31,RAM,16,15,0,0,0,0,0,0,0,0,0,88,47,727,15.47,3,0,0,0,33,0
105,Ed McCaffrey,WR,1992,24,NYG,16,3,0,0,0,0,0,0,0,0,0,74,49,610,12.45,5,0,2,0,32,0
106,Browning Nagle,QB,1992,24,NYJ,14,13,192,387,2280,7,17,24,57,2.38,0,0,0,0,0,0,0,12,0,25,0
107,Tom Waddle,WR,1992,25,CHI,12,12,0,0,0,0,0,0,0,0,0,80,46,674,14.65,4,0,1,0,31,0
108,Wendell Davis,WR,1992,26,CHI,16,15,0,0,0,0,0,4,42,10.50,0,110,54,734,13.59,2,0,0,0,34,0
109,Willie Green,WR,1992,26,DET,15,13,0,0,0,0,0,0,0,0,0,78,33,586,17.76,5,0,1,0,35,0
110,Ricky Sanders,WR,1992,32,WAS,15,5,0,0,0,0,0,4,-6,-1.50,0,91,51,707,13.86,3,0,0,0,36,0
111,Quinn Early,WR,1992,27,NOR,16,16,0,0,0,0,0,3,-1,-0.33,0,64,30,566,18.87,5,0,0,0,38,0
112,Ricky Ervins,RB,1992,24,WAS,16,0,0,0,0,0,0,151,495,3.28,2,42,32,252,7.88,0,0,1,0,37,0
113,Art Monk,WR,1992,35,WAS,16,14,0,0,0,0,0,6,45,7.50,0,89,46,644,14.00,3,0,1,0,37,0
114,Reggie Langhorne,WR,1992,29,IND,16,12,0,0,0,0,0,1,-7,-7.00,0,124,65,811,12.48,1,0,0,0,39,0
115,Mike Tomczak,QB,1992,30,CLE,12,8,120,211,1693,7,7,24,39,1.63,0,0,0,0,0,0,0,5,0,26,0
116,Jeff George,QB,1992,25,IND,10,10,167,306,1963,7,15,14,26,1.86,1,0,0,0,0,0,0,6,0,27,0
117,Gaston Green,RB,1992,26,DEN,14,13,0,0,0,0,0,161,648,4.02,2,13,10,79,7.90,0,0,0,0,38,0
118,Jessie Hester,WR,1992,29,IND,16,16,0,0,0,0,0,0,0,0,0,122,52,792,15.23,1,0,0,0,40,0
119,David Lang,RB,1992,24,RAM,16,11,0,0,0,0,0,33,203,6.15,5,26,18,283,15.72,1,0,5,0,39,0
120,Lawrence Dawsey,WR,1992,25,TAM,15,12,0,0,0,0,0,0,0,0,0,94,60,776,12.93,1,0,1,0,41,0
121,Rod Bernstine,RB,1992,27,SDG,9,1,0,0,0,0,0,106,499,4.71,4,25,12,86,7.17,0,0,2,0,40,0
122,Anthony Carter,WR,1992,32,MIN,16,14,0,1,0,0,0,16,66,4.13,1,80,41,580,14.15,2,0,1,0,43,0
123,Nate Lewis,WR,1992,26,SDG,15,7,0,0,0,0,0,2,7,3.50,0,64,34,580,17.06,4,0,1,0,42,0
124,J.J. Birden,WR,1992,27,KAN,16,11,0,0,0,0,0,0,0,0,0,78,42,644,15.33,3,0,3,0,44,0
125,Roger Craig,RB,1992,32,MIN,15,1,0,0,0,0,0,105,416,3.96,4,30,22,164,7.45,0,0,2,0,41,0
126,Alvin Harper,WR,1992,24,DAL,16,13,0,0,0,0,0,1,15,15.00,0,77,35,562,16.06,4,0,1,0,45,0
127,Vaughn Dunbar,RB,1992,24,NOR,16,8,0,0,0,0,0,154,565,3.67,3,14,9,62,6.89,0,0,3,0,43,0
128,Christian Okoye,RB,1992,31,KAN,15,5,0,0,0,0,0,144,448,3.11,6,4,1,5,5.00,0,0,2,0,42,0
129,Mark Clayton,WR,1992,31,MIA,13,13,0,0,0,0,0,0,0,0,0,89,43,619,14.40,3,0,1,0,47,0
130,Drew Hill,WR,1992,36,ATL,16,14,0,0,0,0,0,0,0,0,0,98,60,623,10.38,3,0,1,0,46,0
131,Ernie Jones,WR,1992,28,PHO,11,5,0,0,0,0,0,2,-3,-1.50,0,73,38,559,14.71,4,0,0,0,49,0
132,Darren Lewis,RB,1992,24,CHI,16,5,0,0,0,0,0,90,382,4.24,4,27,18,175,9.72,0,0,4,0,44,0
133,Dwight Stone,WR,1992,28,PIT,15,12,0,0,0,0,0,12,118,9.83,0,68,34,501,14.74,3,0,0,0,48,0
134,Jarrod Bunch,RB,1992,24,NYG,16,13,0,0,0,0,0,104,501,4.82,3,16,11,50,4.55,1,0,3,0,45,0
135,Chris Burkett,WR,1992,30,NYJ,16,5,0,0,0,0,0,0,0,0,0,95,57,724,12.70,1,0,1,0,50,0
136,Boomer Esiason,QB,1992,31,CIN,12,11,144,278,1407,11,15,21,66,3.14,0,0,0,0,0,0,0,12,0,28,0
137,Jeff Graham,WR,1992,23,PIT,14,10,0,0,0,0,0,0,0,0,0,94,49,711,14.51,1,0,0,0,51,0
138,Marcus Allen,RB,1992,32,RAI,16,0,0,0,0,0,0,67,301,4.49,2,44,28,277,9.89,1,0,1,0,46,0
139,Craig Heyward,RB,1992,26,NOR,16,13,0,0,0,0,0,104,416,4.00,3,25,19,159,8.37,0,0,1,0,47,0
140,Willie Gault,WR,1992,32,RAI,16,16,0,0,0,0,0,1,6,6.00,0,76,27,508,18.81,4,0,0,0,52,0
141,Webster Slaughter,WR,1992,28,HOU,12,9,0,0,0,0,0,3,20,6.67,0,61,39,486,12.46,4,0,3,0,53,0
142,Harry Sydney,RB,1992,33,GNB,16,10,0,0,0,0,0,51,163,3.20,2,65,49,384,7.84,1,0,2,0,48,0
143,Hugh Millen,QB,1992,29,NWE,7,7,124,203,1203,8,10,17,108,6.35,0,1,0,0,0,0,0,8,0,29,0
144,Amp Lee,RB,1992,21,SFO,16,3,0,0,0,0,0,91,362,3.98,2,25,20,102,5.10,2,0,1,0,49,0
145,Tim Barnett,WR,1992,24,KAN,12,3,0,0,0,0,0,0,0,0,0,44,24,442,18.42,4,0,1,0,54,0
146,Larry Centers,RB,1992,24,PHO,16,1,0,0,0,0,0,37,139,3.76,0,59,50,417,8.34,2,0,1,0,50,0
147,Arthur Marshall,WR,1992,23,DEN,16,1,1,1,81,1,0,11,56,5.09,0,45,26,493,18.96,1,0,3,0,55,0
148,Don Beebe,WR,1992,28,BUF,12,8,0,0,0,0,0,1,-6,-6.00,0,58,33,554,16.79,2,0,1,0,57,0
149,Tony Martin,WR,1992,27,MIA,16,3,0,1,0,0,0,1,-2,-2.00,0,65,33,553,16.76,2,0,2,0,56,0
150,Bernie Kosar,QB,1992,29,CLE,7,7,103,155,1160,8,7,5,12,2.40,0,0,0,0,0,0,0,1,0,30,0
151,Sean Salisbury,QB,1992,29,MIN,10,4,97,175,1203,5,2,11,0,0.00,0,0,0,0,0,0,0,4,0,31,0
152,Stan Gelbaugh,QB,1992,30,SEA,10,8,121,255,1307,6,11,16,79,4.94,0,0,0,0,0,0,0,9,0,32,0
153,Todd McNair,RB,1992,27,KAN,16,0,0,0,0,0,0,21,124,5.90,1,62,44,380,8.64,1,0,1,0,51,0
154,John Taylor,WR,1992,30,SFO,9,8,0,0,0,0,0,1,10,10.00,0,35,25,428,17.12,3,0,0,0,58,0
155,Leroy Hoard,RB,1992,24,CLE,16,9,0,0,0,0,0,54,236,4.37,0,48,26,310,11.92,1,0,3,0,52,0
156,Mike Sherrard,WR,1992,29,SFO,16,8,0,0,0,0,0,0,0,0,0,58,38,607,15.97,0,0,1,0,59,0
157,Jon Vaughn,RB,1992,22,NWE,16,5,0,0,0,0,0,113,451,3.99,1,21,13,84,6.46,0,0,6,0,53,0
158,Nick Bell,RB,1992,24,RAI,16,1,0,0,0,0,0,81,366,4.52,3,6,4,40,10.00,0,0,2,0,54,0
159,Tim McGee,WR,1992,28,CIN,16,16,0,0,0,0,0,0,0,0,0,90,35,408,11.66,3,0,0,0,60,0
160,Steve Broussard,RB,1992,25,ATL,15,1,0,0,0,0,0,84,363,4.32,1,16,11,96,8.73,1,0,3,0,55,0
161,Terance Mathis,WR,1992,25,NYJ,16,1,0,0,0,0,0,3,25,8.33,1,41,22,316,14.36,3,0,2,0,62,0
162,Ernie Mills,WR,1992,24,PIT,16,5,0,0,0,0,0,1,20,20.00,0,50,30,383,12.77,3,0,2,0,61,0
163,Leonard Harris,WR,1992,32,HOU,14,7,0,0,0,0,0,1,8,8.00,0,55,35,435,12.43,2,0,0,0,63,0
164,Hassan Jones,WR,1992,28,MIN,9,5,1,1,18,0,0,1,1,1.00,0,48,22,308,14.00,4,0,0,0,64,0
165,John Stephens,RB,1992,26,NWE,16,16,0,0,0,0,0,75,277,3.69,2,33,21,161,7.67,0,0,0,0,57,0
166,Darrell Thompson,RB,1992,25,GNB,7,4,0,0,0,0,0,76,254,3.34,2,16,13,129,9.92,1,0,2,0,56,0
167,Tommy Kane,WR,1992,28,SEA,11,11,0,0,0,0,0,0,0,0,0,70,27,369,13.67,3,0,0,0,65,0
168,Gary Anderson,RB,1992,31,TAM,15,4,0,0,0,0,0,55,194,3.53,1,54,34,284,8.35,0,0,3,0,59,0
169,Bill Brooks,WR,1992,28,IND,14,10,0,0,0,0,0,2,14,7.00,0,81,44,468,10.64,1,0,0,0,66,0
170,Jeff Chadwick,WR,1992,32,RAM,14,2,0,0,0,0,0,0,0,0,0,61,29,362,12.48,3,0,1,0,67,0
171,Greg Lewis,RB,1992,23,DEN,16,2,0,1,0,0,0,73,268,3.67,4,4,4,30,7.50,0,0,2,0,58,0
172,Tony Paige,RB,1992,30,MIA,16,16,0,0,0,0,0,7,11,1.57,1,60,48,399,8.31,1,0,1,0,61,0
173,Leonard Russell,RB,1992,23,NWE,11,10,0,0,0,0,0,123,390,3.17,2,14,11,24,2.18,0,0,3,0,60,0
174,Phil Simms,QB,1992,37,NYG,4,4,83,137,912,5,3,6,17,2.83,0,0,0,0,0,0,0,0,0,33,0
175,Steve Jordan,TE,1992,31,MIN,14,12,0,0,0,0,0,0,0,0,0,40,28,394,14.07,2,0,0,0,13,0
176,Anthony Morgan,WR,1992,25,CHI,12,4,0,0,0,0,0,3,68,22.67,0,32,14,323,23.07,2,0,0,0,69,0
177,Lawyer Tillman,WR,1992,26,CLE,11,9,0,0,0,0,0,2,15,7.50,0,54,25,498,19.92,0,0,1,0,68,0
178,Jack Trudeau,QB,1992,30,IND,11,5,105,181,1271,4,8,13,6,0.46,0,0,0,0,0,0,0,3,0,34,0
179,Derrick Walker,TE,1992,25,SDG,16,16,0,0,0,0,0,0,0,0,0,62,34,393,11.56,2,0,0,0,14,0
180,Fred Banks,WR,1992,30,MIA,16,0,0,0,0,0,0,0,0,0,0,36,22,319,14.50,3,0,0,0,70,0
181,Shawn Jefferson,WR,1992,23,SDG,16,1,0,0,0,0,0,0,0,0,0,51,29,377,13.00,2,0,0,0,71,0
182,Leroy Thompson,RB,1992,23,PIT,15,2,0,0,0,0,0,35,157,4.49,1,29,22,278,12.64,0,0,2,0,63,0
183,Tommy Vardell,RB,1992,23,CLE,14,10,0,0,0,0,0,99,369,3.73,0,13,13,128,9.85,0,0,0,0,62,0
184,Eric Bieniemy,RB,1992,23,SDG,15,0,0,0,0,0,0,74,264,3.57,3,7,5,49,9.80,0,0,4,0,64,0
185,Todd Marinovich,QB,1992,23,RAI,7,7,81,165,1102,5,9,9,30,3.33,0,0,0,0,0,0,0,4,0,35,0
186,Greg McMurtry,WR,1992,25,NWE,16,15,0,1,0,0,0,2,3,1.50,0,66,35,424,12.11,1,0,0,0,72,0
187,Blair Thomas,RB,1992,25,NYJ,9,7,0,0,0,0,0,97,440,4.54,0,10,7,49,7.00,0,0,2,0,65,0
188,Howard Cross,TE,1992,25,NYG,16,16,0,0,0,0,0,0,0,0,0,41,27,357,13.22,2,0,2,0,15,0
189,Mark Ingram,WR,1992,27,NYG,12,12,0,0,0,0,0,0,0,0,0,56,27,408,15.11,1,0,0,0,73,0
190,Courtney Hawkins,WR,1992,23,TAM,16,5,0,0,0,0,0,0,0,0,0,36,20,336,16.80,2,0,2,0,75,0
191,Anthony McDowell,RB,1992,24,TAM,12,8,0,0,0,0,0,14,81,5.79,0,37,27,258,9.56,2,0,1,0,67,0
192,Torrance Small,WR,1992,22,NOR,13,2,0,0,0,0,0,0,0,0,0,46,23,278,12.09,3,0,0,0,74,0
193,Tony Smith,RB,1992,22,ATL,14,6,0,0,0,0,0,87,329,3.78,2,3,2,14,7.00,0,0,4,0,66,0
194,Stephen Baker,WR,1992,28,NYG,16,11,0,0,0,0,0,0,0,0,0,59,17,333,19.59,2,0,0,0,76,0
195,Jeff Query,WR,1992,25,CIN,10,2,0,0,0,0,0,1,1,1.00,0,36,16,265,16.56,3,0,0,0,77,0
196,Mark Bavaro,TE,1992,29,CLE,16,16,0,0,0,0,0,0,0,0,0,35,25,315,12.60,2,0,0,0,17,0
197,Merril Hoge,RB,1992,27,PIT,16,11,0,0,0,0,0,41,150,3.66,0,42,28,231,8.25,1,0,3,0,68,0
198,Jim Price,TE,1992,26,RAM,15,3,0,0,0,0,0,0,0,0,0,57,34,324,9.53,2,0,2,0,16,0
199,Daryl Johnston,RB,1992,26,DAL,16,16,0,0,0,0,0,17,61,3.59,0,38,32,249,7.78,2,0,0,0,69,0
200,Billy Joe Tolliver,QB,1992,26,ATL,9,5,73,131,787,5,5,4,15,3.75,0,0,0,0,0,0,0,5,0,37,0
201,Al Toon,WR,1992,29,NYJ,9,8,0,0,0,0,0,0,0,0,0,57,31,311,10.03,2,0,0,0,78,0
202,Andre Ware,QB,1992,24,DET,4,3,50,86,677,3,4,20,124,6.20,0,0,0,0,0,0,0,6,0,36,0
