rk,player_name,pos,year,age,tm,games,games_started,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,scoring_2pm,fumbles,fumbles_lost,fantasy_posrank,fantasy_ovrank
1,Barry Sanders ,RB,1997,29,DET,16,16,0,0,0,0,0,335,2053,6.13,11,50,33,305,9.24,3,0,3,2,1,1
2,Terrell Davis ,RB,1997,25,DEN,15,15,0,0,0,0,0,369,1750,4.74,15,58,42,287,6.83,0,3,4,0,2,2
3,Dorsey Levens ,RB,1997,27,GNB,16,16,0,0,0,0,0,329,1435,4.36,7,67,53,370,6.98,5,1,5,2,3,3
4,Jerome Bettis,RB,1997,25,PIT,15,15,0,0,0,0,0,375,1665,4.44,7,24,15,110,7.33,2,0,6,5,4,4
5,Brett Favre ,QB,1997,28,GNB,16,16,304,513,3867,35,16,58,187,3.22,1,0,0,0,0,0,0,7,4,1,5
6,Rob Moore,WR,1997,29,ARI,16,16,0,0,0,0,0,0,0,0,0,208,97,1584,16.33,8,1,0,0,1,6
7,Kordell Stewart,QB,1997,25,PIT,16,16,236,440,3020,21,17,88,476,5.41,11,0,0,0,0,0,0,6,4,2,7
8,Napoleon Kaufman,RB,1997,24,OAK,16,16,0,1,0,0,0,272,1294,4.76,6,50,40,403,10.08,2,0,7,4,5,8
9,Antonio Freeman,WR,1997,25,GNB,16,16,0,0,0,0,0,1,14,14.00,0,137,81,1243,15.35,12,0,1,1,2,9
10,Karim Abdul-Jabbar,RB,1997,23,MIA,16,14,0,0,0,0,0,283,892,3.15,15,49,29,261,9.00,1,0,3,2,6,10
11,Rod Smith,WR,1997,27,DEN,16,16,0,0,0,0,0,5,16,3.20,0,131,70,1180,16.86,12,0,3,1,3,11
12,Cris Carter ,WR,1997,32,MIN,16,16,0,0,0,0,0,0,0,0,0,158,89,1069,12.01,13,3,3,1,4,12
13,Yancey Thigpen,WR,1997,28,PIT,16,15,0,0,0,0,0,1,3,3.00,0,149,79,1398,17.70,7,1,1,0,5,13
14,Joey Galloway,WR,1997,26,SEA,15,15,0,0,0,0,0,9,72,8.00,0,147,72,1049,14.57,12,0,1,0,6,14
15,Shannon Sharpe,TE,1997,29,DEN,16,16,0,0,0,0,0,0,0,0,0,114,72,1107,15.38,3,1,1,0,1,15
16,Jeff George,QB,1997,30,OAK,16,16,290,521,3917,29,9,17,44,2.59,0,1,0,0,0,0,0,7,4,3,16
17,Marshall Faulk,RB,1997,24,IND,16,16,0,0,0,0,0,264,1054,3.99,7,73,47,471,10.02,1,0,5,3,7,17
18,John Elway,QB,1997,37,DEN,16,16,280,502,3635,27,11,50,218,4.36,1,0,0,0,0,0,0,11,8,4,18
19,Corey Dillon,RB,1997,23,CIN,16,6,0,0,0,0,0,233,1129,4.85,10,33,27,259,9.59,0,0,1,0,8,19
20,Herman Moore,WR,1997,28,DET,16,16,0,0,0,0,0,0,0,0,0,170,104,1293,12.43,8,1,0,0,7,20
21,Ricky Watters,RB,1997,28,PHI,16,16,0,0,0,0,0,285,1110,3.89,7,73,48,440,9.17,0,0,3,2,9,21
22,Ben Coates,TE,1997,28,NWE,16,16,0,0,0,0,0,0,0,0,0,98,66,737,11.17,8,0,0,0,2,22
23,Tim Brown,WR,1997,31,OAK,16,16,0,0,0,0,0,5,19,3.80,0,162,104,1408,13.54,5,1,1,1,8,23
24,Steve McNair,QB,1997,24,TEN,16,16,216,415,2665,14,13,101,674,6.67,8,0,0,0,0,0,0,16,5,5,24
25,Rickey Dudley,TE,1997,25,OAK,16,16,0,0,0,0,0,0,0,0,0,91,48,787,16.40,7,0,0,0,3,25
26,Jamal Anderson,RB,1997,25,ATL,16,15,1,4,27,1,1,290,1002,3.46,7,37,29,284,9.79,3,0,4,2,10,26
27,Michael Irvin,WR,1997,31,DAL,16,16,0,0,0,0,0,0,0,0,0,157,75,1180,15.73,9,0,0,0,9,27
28,Eddie George,RB,1997,24,TEN,16,16,0,0,0,0,0,357,1399,3.92,6,12,7,44,6.29,1,1,4,3,11,28
29,Robert Smith,RB,1997,25,MIN,14,14,0,0,0,0,0,232,1266,5.46,6,44,37,197,5.32,1,0,0,0,12,29
30,Warrick Dunn,RB,1997,22,TAM,16,10,0,0,0,0,0,224,978,4.37,4,56,39,462,11.85,3,0,4,3,13,30
31,Irving Fryar,WR,1997,35,PHI,16,16,0,0,0,0,0,0,0,0,0,153,86,1316,15.30,6,0,1,0,10,31
32,Wesley Walls,TE,1997,31,CAR,15,15,0,0,0,0,0,0,0,0,0,97,58,746,12.86,6,0,0,0,4,32
33,Curtis Martin,RB,1997,24,NWE,13,13,0,0,0,0,0,274,1160,4.23,4,51,41,296,7.22,1,0,3,2,14,33
34,Raymont Harris,RB,1997,27,CHI,13,13,0,0,0,0,0,275,1033,3.76,10,41,28,115,4.11,0,0,1,0,15,34
35,Jimmy Smith,WR,1997,28,JAX,16,16,0,0,0,0,0,0,0,0,0,152,82,1324,16.15,4,0,1,0,11,35
36,Drew Bledsoe,QB,1997,25,NWE,16,16,314,522,3706,28,15,28,55,1.96,0,0,0,0,0,0,0,4,1,6,36
37,Derrick Alexander,WR,1997,26,BAL,15,13,0,0,0,0,0,1,0,0.00,0,124,65,1009,15.52,9,0,1,1,12,37
38,Frank Wycheck,TE,1997,26,TEN,16,16,0,0,0,0,0,0,0,0,0,99,63,748,11.87,4,1,0,0,5,38
39,Bert Emanuel,WR,1997,27,ATL,16,16,0,0,0,0,0,0,0,0,0,140,65,991,15.25,9,0,2,1,13,39
40,James Jett,WR,1997,27,OAK,16,16,0,0,0,0,0,0,0,0,0,101,46,804,17.48,12,0,2,2,14,40
41,Andre Rison,WR,1997,30,KAN,16,16,0,0,0,0,0,1,2,2.00,0,151,72,1092,15.17,7,0,0,0,15,41
42,Jake Reed,WR,1997,30,MIN,16,16,0,0,0,0,0,0,0,0,0,118,68,1138,16.74,6,0,0,0,16,42
43,Mark Brunell,QB,1997,27,JAX,14,14,264,435,3281,18,7,48,257,5.35,2,0,0,0,0,0,0,4,2,7,43
44,Keenan McCardell,WR,1997,27,JAX,16,16,0,0,0,0,0,0,0,0,0,129,85,1164,13.69,5,0,0,0,17,44
45,Warren Moon,QB,1997,41,SEA,15,14,313,528,3678,25,16,17,40,2.35,1,0,0,0,0,0,0,7,3,8,45
46,Johnnie Morton,WR,1997,26,DET,16,16,0,0,0,0,0,3,33,11.00,0,148,80,1057,13.21,6,0,2,0,18,46
47,Robert Brooks,WR,1997,27,GNB,15,15,0,0,0,0,0,2,19,9.50,0,118,60,1010,16.83,7,0,0,0,19,47
48,Eric Green,TE,1997,30,BAL,16,15,0,0,0,0,0,0,0,0,0,100,65,601,9.25,5,0,1,1,6,48
49,Steve Young,QB,1997,36,SFO,15,15,241,356,3029,19,6,50,199,3.98,3,0,0,0,0,0,0,4,0,9,49
50,Adrian Murrell,RB,1997,27,NYJ,16,15,0,0,0,0,0,300,1086,3.62,7,41,27,106,3.93,0,0,4,2,16,50
51,Terrell Owens,WR,1997,24,SFO,16,15,0,0,0,0,0,0,0,0,0,103,60,936,15.60,8,0,1,0,20,51
52,Garrison Hearst,RB,1997,26,SFO,13,13,0,0,0,0,0,234,1019,4.35,4,27,21,194,9.24,2,0,2,1,17,52
53,Emmitt Smith,RB,1997,28,DAL,16,16,0,0,0,0,0,261,1074,4.11,4,48,40,234,5.85,0,1,1,1,18,53
54,Troy Drayton,TE,1997,27,MIA,16,15,0,0,0,0,0,0,0,0,0,50,39,558,14.31,4,0,0,0,7,54
55,Chris Calloway,WR,1997,29,NYG,16,16,0,0,0,0,0,1,-1,-1.00,0,98,58,849,14.64,8,0,0,0,21,55
56,Tony McGee,TE,1997,26,CIN,16,16,0,0,0,0,0,0,0,0,0,53,34,414,12.18,6,1,0,0,8,56
57,Antowain Smith,RB,1997,25,BUF,16,0,0,0,0,0,0,194,840,4.33,8,47,28,177,6.32,0,0,4,3,19,57
58,Mark Chmura ,TE,1997,28,GNB,15,14,0,0,0,0,0,0,0,0,0,56,38,417,10.97,6,0,1,1,9,58
59,Frank Sanders,WR,1997,24,ARI,16,16,1,1,26,0,0,1,5,5.00,0,143,75,1017,13.56,4,1,3,3,22,59
60,Natrone Means,RB,1997,25,JAX,14,11,0,0,0,0,0,244,823,3.37,9,20,15,104,6.93,0,0,5,3,20,60
61,Tony Martin,WR,1997,32,SDG,16,16,0,0,0,0,0,0,0,0,0,146,63,904,14.35,6,0,0,0,23,61
62,Keyshawn Johnson,WR,1997,25,NYJ,16,16,0,0,0,0,0,0,0,0,0,135,70,963,13.76,5,0,0,0,24,62
63,Mike Alstott ,RB,1997,24,TAM,15,15,0,0,0,0,0,176,665,3.78,7,33,23,178,7.74,3,0,5,4,21,63
64,Marvin Harrison,WR,1997,25,IND,16,15,0,0,0,0,0,2,-7,-3.50,0,117,73,866,11.86,6,2,2,0,25,64
65,Brad Johnson,QB,1997,29,MIN,13,13,275,452,3036,20,12,35,139,3.97,0,1,1,3,3.00,1,2,4,1,10,65
66,James Stewart,RB,1997,26,JAX,16,5,0,0,0,0,0,136,555,4.08,8,49,41,336,8.20,1,0,0,0,22,66
67,Scott Mitchell,QB,1997,29,DET,16,16,293,509,3484,19,14,37,83,2.24,1,0,0,0,0,0,0,15,6,11,67
68,Terance Mathis,WR,1997,30,ATL,16,16,0,0,0,0,0,3,35,11.67,0,109,62,802,12.94,6,0,0,0,26,68
69,Ricky Proehl,WR,1997,29,CHI,15,10,0,0,0,0,0,0,0,0,0,105,58,753,12.98,7,1,2,1,27,69
70,Andre Reed,WR,1997,33,BUF,15,15,0,0,0,0,0,3,11,3.67,0,114,60,880,14.67,5,0,1,0,28,70
71,Michael Jackson,WR,1997,28,BAL,16,15,0,0,0,0,0,0,0,0,0,137,69,918,13.30,4,1,2,2,29,71
72,Ernie Conwell,TE,1997,25,STL,16,16,0,0,0,0,0,0,0,0,0,60,38,404,10.63,4,0,0,0,10,72
73,Chris Warren,RB,1997,29,SEA,15,13,0,0,0,0,0,200,847,4.24,4,54,45,257,5.71,0,0,2,1,23,73
74,Freddie Jones,TE,1997,23,SDG,13,8,0,0,0,0,0,0,0,0,0,69,41,505,12.32,2,0,0,0,11,74
75,Troy Aikman,QB,1997,31,DAL,16,16,292,518,3283,19,12,25,79,3.16,0,0,0,0,0,0,0,6,5,12,75
76,Pete Mitchell,TE,1997,26,JAX,16,12,0,0,0,0,0,0,0,0,0,47,35,380,10.86,4,0,0,0,12,76
77,Chris Hetherington,0,1997,25,IND,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,77
78,Quinn Early,WR,1997,32,BUF,16,16,0,0,0,0,0,0,0,0,0,122,60,853,14.22,5,0,0,0,30,78
79,Dan Marino,QB,1997,36,MIA,16,16,319,548,3780,16,11,18,-14,-0.78,0,0,0,0,0,0,0,8,4,13,0
80,Chris Chandler,QB,1997,32,ATL,14,14,202,342,2692,20,7,43,158,3.67,0,0,0,0,0,0,0,9,4,14,0
