rk,player_name,pos,year,age,tm,games,games_started,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,scoring_2pm,fumbles,fumbles_lost,fantasy_posrank,fantasy_ovrank
1,Aaron Rodgers ,QB,2011,28,GNB,15,15,343,502,4643,45,6,60,257,4.28,3,0,0,0,0,0,0,5,0,1,1
2,Drew Brees,QB,2011,32,NOR,16,16,468,657,5476,46,14,21,86,4.10,1,0,0,0,0,0,0,1,1,2,2
3,Ray Rice,RB,2011,24,BAL,16,16,1,1,1,1,0,291,1364,4.69,12,104,76,704,9.26,3,0,2,2,1,3
4,Calvin Johnson ,WR,2011,26,DET,16,16,0,0,0,0,0,1,11,11.00,0,158,96,1681,17.51,16,0,1,1,1,4
5,Cam Newton,QB,2011,22,CAR,16,16,310,517,4051,21,17,126,706,5.60,14,1,1,27,27.00,0,0,5,2,3,5
6,Rob Gronkowski,TE,2011,22,NWE,16,16,0,0,0,0,0,1,2,2.00,1,124,90,1327,14.74,17,0,0,0,1,6
7,Tom Brady ,QB,2011,34,NWE,16,16,401,611,5235,39,12,43,109,2.53,3,0,0,0,0,0,0,6,2,4,7
8,LeSean McCoy,RB,2011,23,PHI,15,15,0,0,0,0,0,273,1309,4.79,17,69,48,315,6.56,3,0,1,1,2,8
9,Matthew Stafford,QB,2011,23,DET,16,16,421,663,5038,41,16,22,78,3.55,0,0,0,0,0,0,0,5,1,5,9
10,Maurice Jones-Drew,RB,2011,26,JAX,16,16,0,0,0,0,0,343,1606,4.68,8,64,43,374,8.70,3,0,6,1,3,10
11,Arian Foster ,RB,2011,25,HOU,13,13,0,0,0,0,0,278,1224,4.40,10,72,53,617,11.64,2,0,6,2,4,11
12,Jordy Nelson,WR,2011,26,GNB,16,9,0,0,0,0,0,0,0,0,0,96,68,1263,18.57,15,0,0,0,2,12
13,Jimmy Graham,TE,2011,25,NOR,16,11,0,0,0,0,0,0,0,0,0,149,99,1310,13.23,11,0,1,1,2,13
14,Wes Welker,WR,2011,30,NWE,16,15,0,0,0,0,0,4,30,7.50,0,173,122,1569,12.86,9,0,1,0,3,14
15,Victor Cruz,WR,2011,25,NYG,16,7,0,0,0,0,0,1,3,3.00,0,131,82,1536,18.73,9,0,1,1,4,15
16,Larry Fitzgerald,WR,2011,28,ARI,16,16,0,0,0,0,0,0,0,0,0,154,80,1411,17.64,8,0,0,0,5,16
17,Steve Smith,WR,2011,32,CAR,16,16,0,0,0,0,0,6,56,9.33,0,129,79,1394,17.65,7,1,3,2,6,17
