rk,player_name,pos,age,date,lg,tm,home/away,opp,result,g#,week,day,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,receiving_y/tgt
749,Bradley Pinion,P,26.111,2020-09-20,NFL,TAM,Home,CAR,W 31-17,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
750,Michael Pittman Jr.,WR,22.351,2020-09-20,NFL,IND,Home,MIN,W 28-11,2,2,Sun,0.0,0.0,,0.0,6.0,4.0,37.0,9.25,0.0,6.17
751,Brian Poole,CB,27.336,2020-09-20,NFL,NYJ,Home,SFO,L 13-31,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
752,Brandon Powell,WR,24.008,2020-09-20,NFL,ATL,Away,DAL,L 39-40,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
753,Jordan Poyer,S,29.148,2020-09-20,NFL,BUF,Away,MIA,W 31-28,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
754,Matt Prater,K,36.041,2020-09-20,NFL,DET,Away,GNB,L 21-42,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
755,Germaine Pratt,LB,24.119,2020-09-17,NFL,CIN,Away,CLE,L 30-35,2,2,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
756,Troy Pride Jr.,CB,22.245,2020-09-20,NFL,CAR,Away,TAM,L 17-31,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
757,James Proche,WR,23.365,2020-09-20,NFL,BAL,Away,HOU,W 33-16,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
758,Mike Purcell,NT,29.153,2020-09-20,NFL,DEN,Away,PIT,L 21-26,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
759,Shaquille Quarterman,LB,22.328,2020-09-20,NFL,JAX,Away,TEN,L 30-33,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
760,Patrick Queen,LB,21.038,2020-09-20,NFL,BAL,Away,HOU,W 33-16,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
761,Robert Quinn,LB,30.125,2020-09-20,NFL,CHI,Home,NYG,W 17-13,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
762,Reggie Ragland,LB,26.362,2020-09-20,NFL,DET,Away,GNB,L 21-42,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
763,Jalen Ramsey,CB,25.332,2020-09-20,NFL,LAR,Away,PHI,W 37-19,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
764,Sheldon Rankins,DT,26.17,2020-09-21,NFL,NOR,Away,LVR,L 24-34,2,2,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
765,Taylor Rapp,S,22.273,2020-09-20,NFL,LAR,Away,PHI,W 37-19,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
766,Damion Ratley,WR,25.157,2020-09-20,NFL,NYG,Away,CHI,L 13-17,2,2,Sun,0.0,0.0,,0.0,2.0,0.0,0.0,,0.0,0.0
767,Kalif Raymond,WR,26.043,2020-09-20,NFL,TEN,Home,JAX,W 33-30,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
768,D.J. Reader,DT,26.078,2020-09-17,NFL,CIN,Away,CLE,L 30-35,2,2,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
769,Jalen Reagor,WR,21.263,2020-09-20,NFL,PHI,Home,LAR,L 19-37,2,2,Sun,0.0,0.0,,0.0,4.0,4.0,41.0,10.25,0.0,10.25
770,Haason Reddick,LB,25.364,2020-09-20,NFL,ARI,Home,WAS,W 30-15,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
771,Will Redmond,S,26.267,2020-09-20,NFL,GNB,Home,DET,W 42-21,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
772,Jarran Reed,DT,27.279,2020-09-20,NFL,SEA,Home,NWE,W 35-30,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
773,Jordan Reed,TE,30.079,2020-09-20,NFL,SFO,Away,NYJ,W 31-13,2,2,Sun,0.0,0.0,,0.0,8.0,7.0,50.0,7.14,2.0,6.25
774,Malik Reed,LB,24.046,2020-09-20,NFL,DEN,Away,PIT,L 21-26,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
775,John Reid,DB,24.128,2020-09-20,NFL,HOU,Home,BAL,L 16-33,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
776,Justin Reid,DB,23.218,2020-09-20,NFL,HOU,Home,BAL,L 16-33,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
777,Hunter Renfrow,WR,24.275,2020-09-21,NFL,LVR,Home,NOR,W 34-24,2,2,Mon,0.0,0.0,,0.0,3.0,3.0,37.0,12.33,0.0,12.33
778,Josh Reynolds,WR,25.217,2020-09-20,NFL,LAR,Away,PHI,W 37-19,2,2,Sun,0.0,0.0,,0.0,2.0,2.0,33.0,16.5,0.0,16.5
779,LaRoy Reynolds,LB,29.322,2020-09-20,NFL,ATL,Away,DAL,L 39-40,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
780,Xavier Rhodes,DB,30.093,2020-09-20,NFL,IND,Home,MIN,W 28-11,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
781,Patrick Ricard,FB/DL,26.116,2020-09-20,NFL,BAL,Away,HOU,W 33-16,2,2,Sun,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
782,Sheldon Richardson,DT,29.293,2020-09-17,NFL,CLE,Home,CIN,W 35-30,2,2,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
783,Hassan Ridgeway,DT,25.323,2020-09-20,NFL,PHI,Home,LAR,L 19-37,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
784,Calvin Ridley,WR,25.275,2020-09-20,NFL,ATL,Away,DAL,L 39-40,2,2,Sun,0.0,0.0,,0.0,10.0,7.0,109.0,15.57,2.0,10.9
785,Derek Rivers,DE,26.134,2020-09-20,NFL,NWE,Away,SEA,L 30-35,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
786,Malcolm Roach,DL,22.104,2020-09-21,NFL,NOR,Away,LVR,L 24-34,2,2,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
787,Andre Roberts,WR,32.255,2020-09-20,NFL,BUF,Away,MIA,W 31-28,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
788,Darryl Roberts,CB,29.299,2020-09-20,NFL,DET,Away,GNB,L 21-42,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
789,Roy Robertson-Harris,DE,27.059,2020-09-20,NFL,CHI,Home,NYG,W 17-13,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
790,Nickell Robey-Coleman,CB,28.247,2020-09-20,NFL,PHI,Home,LAR,L 19-37,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
791,Allen Robinson,WR,27.027,2020-09-20,NFL,CHI,Home,NYG,W 17-13,2,2,Sun,0.0,0.0,,0.0,9.0,3.0,33.0,11.0,0.0,3.67
792,Cam Robinson,T,24.347,2020-09-20,NFL,JAX,Away,TEN,L 30-33,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
793,Demarcus Robinson,WR,25.365,2020-09-20,NFL,KAN,Away,LAC,W 23-20,2,2,Sun,0.0,0.0,,0.0,4.0,3.0,28.0,9.33,0.0,7.0
794,Bradley Roby,DB,28.142,2020-09-20,NFL,HOU,Home,BAL,L 16-33,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
795,Isaac Rochell,DE,25.151,2020-09-20,NFL,LAC,Home,KAN,L 20-23,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
796,Isaiah Rodgers,CB,22.257,2020-09-20,NFL,IND,Home,MIN,W 28-11,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
797,John Ross,WR,25.295,2020-09-17,NFL,CIN,Away,CLE,L 30-35,2,2,Thu,0.0,0.0,,0.0,2.0,0.0,0.0,,0.0,0.0
798,Eric Rowe,S,27.353,2020-09-20,NFL,MIA,Home,BUF,L 28-31,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
799,Bravvion Roy,DT,23.338,2020-09-20,NFL,CAR,Away,TAM,L 17-31,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
800,Kyle Rudolph,TE,30.316,2020-09-20,NFL,MIN,Away,IND,L 11-28,2,2,Sun,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0
801,Henry Ruggs III,WR,21.241,2020-09-21,NFL,LVR,Home,NOR,W 34-24,2,2,Mon,0.0,0.0,,0.0,3.0,1.0,4.0,4.0,0.0,1.33
802,Anthony Rush,DT,24.019,2020-09-20,NFL,SEA,Home,NWE,W 35-30,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
803,Logan Ryan,DB,29.224,2020-09-20,NFL,NYG,Away,CHI,L 13-17,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
804,Dru Samia,G,23.029,2020-09-20,NFL,MIN,Away,IND,L 11-28,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
805,Drew Sample,TE,24.154,2020-09-17,NFL,CIN,Away,CLE,L 30-35,2,2,Thu,0.0,0.0,,0.0,9.0,7.0,45.0,6.43,0.0,5.0
806,Jaylen Samuels,RB,24.062,2020-09-20,NFL,PIT,Home,DEN,W 26-21,2,2,Sun,0.0,0.0,,0.0,2.0,1.0,4.0,4.0,0.0,2.0
807,Rigoberto Sanchez,P,26.012,2020-09-20,NFL,IND,Home,MIN,W 28-11,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
808,Emmanuel Sanders,WR,33.188,2020-09-21,NFL,NOR,Away,LVR,L 24-34,2,2,Mon,0.0,0.0,,0.0,3.0,1.0,18.0,18.0,0.0,6.0
809,Jason Sanders,K,24.309,2020-09-20,NFL,MIA,Home,BUF,L 28-31,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
810,Cairo Santos,K,28.313,2020-09-20,NFL,CHI,Home,NYG,W 17-13,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
811,Darnell Savage Jr.,S,23.052,2020-09-20,NFL,GNB,Home,DET,W 42-21,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
812,Brennan Scarlett,OLB,27.051,2020-09-20,NFL,HOU,Home,BAL,L 16-33,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
813,Joe Schobert,LB,26.319,2020-09-20,NFL,JAX,Away,TEN,L 30-33,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
814,Dalton Schultz,TE,24.071,2020-09-20,NFL,DAL,Home,ATL,W 40-39,2,2,Sun,0.0,0.0,,0.0,10.0,9.0,88.0,9.78,1.0,8.8
815,JK Scott,P,23.326,2020-09-20,NFL,GNB,Home,DET,W 42-21,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
816,Vernon Scott,S,23.009,2020-09-20,NFL,GNB,Home,DET,W 42-21,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
817,Deadrin Senat,DT,26.06,2020-09-20,NFL,ATL,Away,DAL,L 39-40,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
818,Andrew Sendejo,S,33.008,2020-09-17,NFL,CLE,Home,CIN,W 35-30,2,2,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
819,Tim Settle,DT,23.071,2020-09-20,NFL,WAS,Away,ARI,L 15-30,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
820,Adam Shaheen,TE,25.332,2020-09-20,NFL,MIA,Home,BUF,L 28-31,2,2,Sun,0.0,0.0,,0.0,2.0,1.0,4.0,4.0,0.0,2.0
821,Danny Shelton,DT,27.031,2020-09-20,NFL,DET,Away,GNB,L 21-42,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
822,Trent Sherfield,WR,24.207,2020-09-20,NFL,ARI,Home,WAS,W 30-15,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
823,Zach Sieler,DE,25.013,2020-09-20,NFL,MIA,Home,BUF,L 28-31,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
824,Isaiah Simmons,LB,22.056,2020-09-20,NFL,ARI,Home,WAS,W 30-15,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
825,Jeffery Simmons,DT,23.054,2020-09-20,NFL,TEN,Home,JAX,W 33-30,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
826,Justin Simmons,DB,26.306,2020-09-20,NFL,DEN,Away,PIT,L 21-26,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
827,John Simon,DE,29.342,2020-09-20,NFL,NWE,Away,SEA,L 30-35,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
828,Cam Sims,WR,24.258,2020-09-20,NFL,WAS,Away,ARI,L 15-30,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
829,Steven Sims,WR,23.173,2020-09-20,NFL,WAS,Away,ARI,L 15-30,2,2,Sun,0.0,0.0,,0.0,5.0,3.0,53.0,17.67,0.0,10.6
830,Buster Skrine,DB,31.147,2020-09-20,NFL,CHI,Home,NYG,W 17-13,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
831,Matthew Slater,WR,35.011,2020-09-20,NFL,NWE,Away,SEA,L 30-35,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
832,Darius Slay,CB,29.263,2020-09-20,NFL,PHI,Home,LAR,L 19-37,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
833,Darius Slayton,WR,23.252,2020-09-20,NFL,NYG,Away,CHI,L 13-17,2,2,Sun,0.0,0.0,,0.0,6.0,3.0,33.0,11.0,0.0,5.5
834,Sam Sloman,K,23.001,2020-09-20,NFL,LAR,Away,PHI,W 37-19,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
835,Joey Slye,K,24.163,2020-09-20,NFL,CAR,Away,TAM,L 17-31,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
836,Aldon Smith,DE,30.361,2020-09-20,NFL,DAL,Home,ATL,W 40-39,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
837,Braden Smith,T/G,24.179,2020-09-20,NFL,IND,Home,MIN,W 28-11,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
838,Harrison Smith,S,31.231,2020-09-20,NFL,MIN,Away,IND,L 11-28,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
839,Irv Smith Jr.,TE,22.042,2020-09-20,NFL,MIN,Away,IND,L 11-28,2,2,Sun,0.0,0.0,,0.0,4.0,1.0,3.0,3.0,0.0,0.75
840,Jaylon Smith,LB,25.098,2020-09-20,NFL,DAL,Home,ATL,W 40-39,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
841,Jimmy Smith,CB,32.056,2020-09-20,NFL,BAL,Away,HOU,W 33-16,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
842,Jonnu Smith,TE,25.029,2020-09-20,NFL,TEN,Home,JAX,W 33-30,2,2,Sun,0.0,0.0,,0.0,5.0,4.0,84.0,21.0,2.0,16.8
843,Kaden Smith,TE,23.149,2020-09-20,NFL,NYG,Away,CHI,L 13-17,2,2,Sun,0.0,0.0,,0.0,3.0,2.0,-1.0,-0.5,0.0,-0.33
844,Malcolm Smith,LB,31.074,2020-09-17,NFL,CLE,Home,CIN,W 35-30,2,2,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
845,Preston Smith,LB,27.308,2020-09-20,NFL,GNB,Home,DET,W 42-21,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
846,Roquan Smith,LB,23.165,2020-09-20,NFL,CHI,Home,NYG,W 17-13,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
847,Tre'Quan Smith,WR,24.258,2020-09-21,NFL,NOR,Away,LVR,L 24-34,2,2,Mon,0.0,0.0,,0.0,7.0,5.0,86.0,17.2,0.0,12.29
848,Tye Smith,DB,27.14,2020-09-20,NFL,TEN,Home,JAX,W 33-30,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
849,Za'Darius Smith,LB,28.012,2020-09-20,NFL,GNB,Home,DET,W 42-21,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
850,JuJu Smith-Schuster,WR,23.303,2020-09-20,NFL,PIT,Home,DEN,W 26-21,2,2,Sun,0.0,0.0,,0.0,8.0,7.0,48.0,6.86,0.0,6.0
851,James Smith-Williams,DE,23.052,2020-09-20,NFL,WAS,Away,ARI,L 15-30,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
852,Dawuane Smoot,DE,25.202,2020-09-20,NFL,JAX,Away,TEN,L 30-33,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
853,Willie Snead,WR/RS,27.339,2020-09-20,NFL,BAL,Away,HOU,W 33-16,2,2,Sun,0.0,0.0,,0.0,2.0,2.0,29.0,14.5,0.0,14.5
854,L'Jarius Sneed,CB,23.243,2020-09-20,NFL,KAN,Away,LAC,W 23-20,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
855,Daniel Sorensen,S,30.199,2020-09-20,NFL,KAN,Away,LAC,W 23-20,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
856,Diontae Spencer,WR,28.185,2020-09-20,NFL,DEN,Away,PIT,L 21-26,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
857,Damion Square,NT,31.227,2020-09-20,NFL,LAC,Home,KAN,L 20-23,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
858,Taylor Stallworth,DT,25.033,2020-09-20,NFL,IND,Home,MIN,W 28-11,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
859,Julian Stanford,LB,30.018,2020-09-20,NFL,CAR,Away,TAM,L 17-31,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
860,Terence Steele,T,23.108,2020-09-20,NFL,DAL,Home,ATL,W 40-39,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
861,Shamar Stephen,NT,29.208,2020-09-20,NFL,MIN,Away,IND,L 11-28,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
862,Jace Sternberger,TE,24.086,2020-09-20,NFL,GNB,Home,DET,W 42-21,2,2,Sun,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0
863,Grover Stewart,DT,26.336,2020-09-20,NFL,IND,Home,MIN,W 28-11,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
864,M.J. Stewart,CB,25.001,2020-09-17,NFL,CLE,Home,CIN,W 35-30,2,2,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
865,Kenny Stills,WR,28.151,2020-09-20,NFL,HOU,Home,BAL,L 16-33,2,2,Sun,0.0,0.0,,0.0,3.0,2.0,16.0,8.0,0.0,5.33
866,Luke Stocker,TE,32.065,2020-09-20,NFL,ATL,Away,DAL,L 39-40,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
867,Greg Stroman,CB,24.196,2020-09-20,NFL,WAS,Away,ARI,L 15-30,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
868,Kevin Strong,DT,24.046,2020-09-20,NFL,DET,Away,GNB,L 21-42,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
869,Ryan Succop,K,34.001,2020-09-20,NFL,TAM,Home,CAR,W 31-17,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
870,Ndamukong Suh,DT,33.258,2020-09-20,NFL,TAM,Home,CAR,W 31-17,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
871,Chandon Sullivan,CB,24.044,2020-09-20,NFL,GNB,Home,DET,W 42-21,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
872,Cameron Sutton,DB,25.206,2020-09-20,NFL,PIT,Home,DEN,W 26-21,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
873,Courtland Sutton,WR,24.346,2020-09-20,NFL,DEN,Away,PIT,L 21-26,2,2,Sun,0.0,0.0,,0.0,6.0,3.0,66.0,22.0,0.0,11.0
874,Freddie Swain,WR,22.047,2020-09-20,NFL,SEA,Home,NWE,W 35-30,2,2,Sun,0.0,0.0,,0.0,1.0,1.0,21.0,21.0,1.0,21.0
875,Josh Sweat,DE,23.175,2020-09-20,NFL,PHI,Home,LAR,L 19-37,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
876,Montez Sweat,DE,24.016,2020-09-20,NFL,WAS,Away,ARI,L 15-30,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
877,Sione Takitaki,LB,25.101,2020-09-17,NFL,CLE,Home,CIN,W 35-30,2,2,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
878,Jaquiski Tartt,S,28.221,2020-09-20,NFL,SFO,Away,NYJ,W 31-13,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
879,Golden Tate,WR,32.049,2020-09-20,NFL,NYG,Away,CHI,L 13-17,2,2,Sun,0.0,0.0,,0.0,5.0,5.0,47.0,9.4,0.0,9.4
880,Jahlani Tavai,LB,23.358,2020-09-20,NFL,DET,Away,GNB,L 21-42,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
881,Adarius Taylor,LB,29.365,2020-09-20,NFL,CAR,Away,TAM,L 17-31,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
882,Trent Taylor,WR,26.143,2020-09-20,NFL,SFO,Away,NYJ,W 31-13,2,2,Sun,0.0,0.0,,0.0,3.0,2.0,10.0,5.0,0.0,3.33
883,Vincent Taylor,DT,26.256,2020-09-17,NFL,CLE,Home,CIN,W 35-30,2,2,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
884,AJ Terrell,CB,21.363,2020-09-20,NFL,ATL,Away,DAL,L 39-40,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
885,Adam Thielen,WR,30.029,2020-09-20,NFL,MIN,Away,IND,L 11-28,2,2,Sun,0.0,0.0,,0.0,8.0,3.0,31.0,10.33,0.0,3.88
886,Daniel Thomas,DB,22.081,2020-09-20,NFL,JAX,Away,TEN,L 30-33,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
887,Joe Thomas,LB,29.137,2020-09-20,NFL,DAL,Home,ATL,W 40-39,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
888,Logan Thomas,TE,29.081,2020-09-20,NFL,WAS,Away,ARI,L 15-30,2,2,Sun,0.0,0.0,,0.0,9.0,4.0,26.0,6.5,0.0,2.89
889,Michael Thomas,DB,30.187,2020-09-20,NFL,HOU,Home,BAL,L 16-33,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
890,Mike Thomas,WR,26.032,2020-09-17,NFL,CIN,Away,CLE,L 30-35,2,2,Thu,0.0,0.0,,0.0,4.0,4.0,31.0,7.75,1.0,7.75
891,Solomon Thomas,DL,25.025,2020-09-20,NFL,SFO,Away,NYJ,W 31-13,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
892,Tavierre Thomas,DB,24.19,2020-09-17,NFL,CLE,Home,CIN,W 35-30,2,2,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
893,Shaq Thompson,LB,26.152,2020-09-20,NFL,CAR,Away,TAM,L 17-31,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
894,Tedric Thompson,S,25.244,2020-09-20,NFL,KAN,Away,LAC,W 23-20,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
895,Juan Thornhill,S,24.337,2020-09-20,NFL,KAN,Away,LAC,W 23-20,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
896,Nick Thurman,DL,25.1,2020-09-20,NFL,NWE,Away,SEA,L 30-35,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
897,Jerry Tillery,DT,23.348,2020-09-20,NFL,LAC,Home,KAN,L 20-23,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
898,Dalvin Tomlinson,DL,26.205,2020-09-20,NFL,NYG,Away,CHI,L 13-17,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
899,Laken Tomlinson,OL,28.224,2020-09-20,NFL,SFO,Away,NYJ,W 31-13,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
900,Robert Tonyan,TE,26.143,2020-09-20,NFL,GNB,Home,DET,W 42-21,2,2,Sun,0.0,0.0,,0.0,3.0,2.0,25.0,12.5,1.0,8.33
901,Tommy Townsend,P,23.313,2020-09-20,NFL,KAN,Away,LAC,W 23-20,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
902,Adam Trautman,TE,23.205,2020-09-21,NFL,NOR,Away,LVR,L 24-34,2,2,Mon,0.0,0.0,,0.0,1.0,1.0,17.0,17.0,0.0,17.0
903,Danny Trevathan,LB,30.18,2020-09-20,NFL,CHI,Home,NYG,W 17-13,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
904,Justin Tucker,K,30.304,2020-09-20,NFL,BAL,Away,HOU,W 33-16,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
905,Jacob Tuioti-Mariner,DT,24.057,2020-09-20,NFL,ATL,Away,DAL,L 39-40,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
906,Stephon Tuitt,DE,27.12,2020-09-20,NFL,PIT,Home,DEN,W 26-21,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
907,Malik Turner,WR,24.234,2020-09-20,NFL,DAL,Home,ATL,W 40-39,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
908,Zeke Turner,LB,24.103,2020-09-20,NFL,ARI,Home,WAS,W 30-15,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
909,Brent Urban,DE,29.138,2020-09-20,NFL,CHI,Home,NYG,W 17-13,2,2,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
