rk,player_name,pos,age,date,lg,tm,home/away,opp,result,g#,week,day,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,receiving_y/tgt
153,Arik Armstead,DE,26.303,2020-09-13,NFL,SFO,Home,ARI,L 20-24,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
154,Dorance Armstrong Jr.,DE,23.095,2020-09-13,NFL,DAL,Away,LAR,L 17-20,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
155,Damon Arnette,DB,24.011,2020-09-13,NFL,LVR,Away,CAR,W 34-30,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
156,Dan Arnold,WR,25.182,2020-09-13,NFL,ARI,Away,SFO,W 24-20,1,1,Sun,0.0,0.0,,0.0,2.0,2.0,21.0,10.5,0.0,10.5
157,Jeremiah Attaochu,LB,27.241,2020-09-14,NFL,DEN,Home,TEN,L 14-16,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
158,Blessuan Austin,DB,24.056,2020-09-13,NFL,NYJ,Away,BUF,L 17-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
159,Denico Autry,DE,30.06,2020-09-13,NFL,IND,Away,JAX,L 20-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
160,Genard Avery,LB,25.14,2020-09-13,NFL,PHI,Away,WAS,L 17-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
161,Chidobe Awuzie,CB,25.112,2020-09-13,NFL,DAL,Away,LAR,L 17-20,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
162,Michael Badgley,K,25.047,2020-09-13,NFL,LAC,Away,CIN,W 16-13,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
163,Dan Bailey,K,32.231,2020-09-13,NFL,MIN,Home,GNB,L 34-43,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
164,Jake Bailey,P,23.087,2020-09-13,NFL,NWE,Home,MIA,W 21-11,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
165,Budda Baker,DB,24.247,2020-09-13,NFL,ARI,Away,SFO,W 24-20,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
166,Jerome Baker,LB,23.263,2020-09-13,NFL,MIA,Away,NWE,L 11-21,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
167,Corey Ballentine,DB,24.154,2020-09-14,NFL,NYG,Home,PIT,L 16-26,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
168,Chris Banjo,DB,30.2,2020-09-13,NFL,ARI,Away,SFO,W 24-20,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
169,Ben Banogu,DE,24.238,2020-09-13,NFL,IND,Away,JAX,L 20-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
170,Krys Barnes,LB,22.164,2020-09-13,NFL,GNB,Away,MIN,W 43-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
171,Anthony Barr,LB,28.179,2020-09-13,NFL,MIN,Home,GNB,L 34-43,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
172,Shaquil Barrett,LB,27.301,2020-09-13,NFL,TAM,Away,NOR,L 23-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
173,Tarell Basham,LB,26.179,2020-09-13,NFL,NYJ,Away,BUF,L 17-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
174,Tyler Bass,K,23.212,2020-09-13,NFL,BUF,Home,NYJ,W 27-17,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
175,Essang Bassey,DB,22.033,2020-09-14,NFL,DEN,Home,TEN,L 14-16,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
176,Jessie Bates III,S,23.2,2020-09-13,NFL,CIN,Home,LAC,L 13-16,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
177,Cole Beasley,WR,31.14,2020-09-13,NFL,BUF,Home,NYJ,W 27-17,1,1,Sun,0.0,0.0,,0.0,7.0,4.0,58.0,14.5,0.0,8.29
178,Odell Beckham Jr.,WR,27.313,2020-09-13,NFL,CLE,Away,BAL,L 6-38,1,1,Sun,0.0,0.0,,0.0,10.0,3.0,22.0,7.33,0.0,2.2
179,Mekhi Becton,T,21.148,2020-09-13,NFL,NYJ,Away,BUF,L 17-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
180,Vonn Bell,S,25.276,2020-09-13,NFL,CIN,Home,LAC,L 13-16,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
181,Ja'Whaun Bentley,LB,24.02,2020-09-13,NFL,NWE,Home,MIA,W 21-11,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
182,Braxton Berrios,WR,24.343,2020-09-13,NFL,NYJ,Away,BUF,L 17-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
183,Angelo Blackson,DE,27.304,2020-09-13,NFL,ARI,Away,SFO,W 24-20,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
184,Marquise Blair,DB,23.057,2020-09-13,NFL,SEA,Away,ATL,W 38-25,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
185,Rodrigo Blankenship,K,23.228,2020-09-13,NFL,IND,Away,JAX,L 20-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
186,Khari Blasingame,RB,24.075,2020-09-14,NFL,TEN,Away,DEN,W 16-14,1,1,Mon,0.0,0.0,,0.0,1.0,1.0,5.0,5.0,0.0,5.0
187,C.J. Board,WR,26.277,2020-09-14,NFL,NYG,Home,PIT,L 16-26,1,1,Mon,0.0,0.0,,0.0,2.0,2.0,17.0,8.5,0.0,8.5
188,Corey Bojorquez,P,24.0,2020-09-13,NFL,BUF,Home,NYJ,W 27-17,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
189,Mike Boone,RB,25.075,2020-09-13,NFL,MIN,Home,GNB,L 34-43,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
190,Joey Bosa,DE,25.064,2020-09-13,NFL,LAC,Away,CIN,W 16-13,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
191,Nick Bosa,DE,22.326,2020-09-13,NFL,SFO,Home,ARI,L 20-24,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
192,Jonathan Bostic,LB,29.131,2020-09-13,NFL,WAS,Home,PHI,W 27-17,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
193,Tre Boston,DB,28.08,2020-09-13,NFL,CAR,Home,LVR,L 30-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
194,Chris Boswell,K,29.182,2020-09-14,NFL,PIT,Away,NYG,W 26-16,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
195,Kendrick Bourne,WR,25.04,2020-09-13,NFL,SFO,Home,ARI,L 20-24,1,1,Sun,0.0,0.0,,0.0,5.0,2.0,34.0,17.0,0.0,6.8
196,A.J. Bouye,DB,29.029,2020-09-14,NFL,DEN,Home,TEN,L 14-16,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
197,Tyus Bowser,LB,25.113,2020-09-13,NFL,BAL,Home,CLE,W 38-6,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
198,Kris Boyd,DB,24.001,2020-09-13,NFL,MIN,Home,GNB,L 34-43,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
199,Tyler Boyd,WR,25.303,2020-09-13,NFL,CIN,Home,LAC,L 13-16,1,1,Sun,0.0,0.0,,0.0,5.0,4.0,33.0,8.25,0.0,6.6
200,Miles Boykin,WR,23.337,2020-09-13,NFL,BAL,Home,CLE,W 38-6,1,1,Sun,0.0,0.0,,0.0,4.0,3.0,37.0,12.33,0.0,9.25
201,Nick Boyle,TE,27.209,2020-09-13,NFL,BAL,Home,CLE,W 38-6,1,1,Sun,0.0,0.0,,0.0,3.0,2.0,3.0,1.5,0.0,1.0
202,James Bradberry,DB,27.041,2020-09-14,NFL,NYG,Home,PIT,L 16-26,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
203,Shaun Bradley,LB,23.158,2020-09-13,NFL,PHI,Away,WAS,L 17-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
204,Cameron Brate,TE,29.072,2020-09-13,NFL,TAM,Away,NOR,L 23-34,1,1,Sun,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0
205,Drew Brees,QB,41.242,2020-09-13,NFL,NOR,Home,TAM,W 34-23,1,1,Sun,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
206,Jacoby Brissett,QB,27.277,2020-09-13,NFL,IND,Away,JAX,L 20-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
207,Michael Brockers,DL,29.267,2020-09-13,NFL,LAR,Home,DAL,W 20-17,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
208,Jordyn Brooks,LB,22.328,2020-09-13,NFL,SEA,Away,ATL,W 38-25,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
209,Terrence Brooks,DB,28.195,2020-09-13,NFL,NWE,Home,MIA,W 21-11,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
210,A.J. Brown,WR,23.076,2020-09-14,NFL,TEN,Away,DEN,W 16-14,1,1,Mon,0.0,0.0,,0.0,8.0,5.0,39.0,7.8,0.0,4.88
211,Andrew Brown,DT,24.258,2020-09-13,NFL,CIN,Home,LAC,L 13-16,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
212,Anthony Brown,CB,26.273,2020-09-13,NFL,DAL,Away,LAR,L 17-20,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
213,Derrick Brown,DT,22.151,2020-09-13,NFL,CAR,Home,LVR,L 30-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
214,Jayon Brown,LB,25.201,2020-09-14,NFL,TEN,Away,DEN,W 16-14,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
215,John Brown,WR,30.163,2020-09-13,NFL,BUF,Home,NYJ,W 27-17,1,1,Sun,0.0,0.0,,0.0,10.0,6.0,70.0,11.67,1.0,7.0
216,Marquise Brown,WR,23.101,2020-09-13,NFL,BAL,Home,CLE,W 38-6,1,1,Sun,0.0,0.0,,0.0,6.0,5.0,101.0,20.2,0.0,16.83
217,Harrison Bryant,TE,22.143,2020-09-13,NFL,CLE,Away,BAL,L 6-38,1,1,Sun,0.0,0.0,,0.0,2.0,1.0,5.0,5.0,0.0,2.5
218,DeForest Buckner,DE,26.18,2020-09-13,NFL,IND,Away,JAX,L 20-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
219,Isaiah Buggs,DE,24.021,2020-09-14,NFL,PIT,Away,NYG,W 26-16,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
220,Randy Bullock,K,30.272,2020-09-13,NFL,CIN,Home,LAC,L 13-16,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
221,Brian Burns,DE,22.143,2020-09-13,NFL,CAR,Home,LVR,L 30-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
222,Juston Burris,DB,27.04,2020-09-13,NFL,CAR,Home,LVR,L 30-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
223,Devin Bush Jr.,LB,22.058,2020-09-14,NFL,PIT,Away,NYG,W 26-16,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
224,Harrison Butker,K,25.058,2020-09-10,NFL,KAN,Home,HOU,W 34-20,1,1,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
225,Adam Butler,DT,26.154,2020-09-13,NFL,NWE,Home,MIA,W 21-11,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
226,Malcolm Butler,DB,30.196,2020-09-14,NFL,TEN,Away,DEN,W 16-14,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
227,Jake Butt,TE,25.065,2020-09-14,NFL,DEN,Home,TEN,L 14-16,1,1,Mon,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,0.0,0.0
228,Kevin Byard,DB,27.028,2020-09-14,NFL,TEN,Away,DEN,W 16-14,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
229,Josh Bynes,LB,31.02,2020-09-13,NFL,CIN,Home,LAC,L 13-16,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
230,Damiere Byrd,WR,27.23,2020-09-13,NFL,NWE,Home,MIA,W 21-11,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
231,Shilique Calhoun,LB,28.177,2020-09-13,NFL,NWE,Home,MIA,W 21-11,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
232,Bryce Callahan,CB,28.327,2020-09-14,NFL,DEN,Home,TEN,L 14-16,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
233,Calais Campbell,DE,34.012,2020-09-13,NFL,BAL,Home,CLE,W 38-6,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
234,De'Vondre Campbell,LB,27.072,2020-09-13,NFL,ARI,Away,SFO,W 24-20,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
235,Kameron Canaday,LS,28.025,2020-09-14,NFL,PIT,Away,NYG,W 26-16,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
236,Trenton Cannon,RB,26.052,2020-09-13,NFL,CAR,Home,LVR,L 30-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
237,Daniel Carlson,K,25.234,2020-09-13,NFL,LVR,Away,CAR,W 34-30,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
238,Stephen Carlson,TE,23.276,2020-09-13,NFL,CLE,Away,BAL,L 6-38,1,1,Sun,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0
239,Derek Carr,QB,29.169,2020-09-13,NFL,LVR,Away,CAR,W 34-30,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
240,Derek Carrier,TE,30.05,2020-09-13,NFL,LVR,Away,CAR,W 34-30,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
241,Cethan Carter,TE,25.008,2020-09-13,NFL,CIN,Home,LAC,L 13-16,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
242,DeAndre Carter,WR,27.153,2020-09-10,NFL,HOU,Away,KAN,L 20-34,1,1,Thu,0.0,0.0,,0.0,2.0,1.0,8.0,8.0,0.0,4.0
243,Lorenzo Carter,LB,24.279,2020-09-14,NFL,NYG,Home,PIT,L 16-26,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
244,Jurrell Casey,DT,30.284,2020-09-14,NFL,DEN,Home,TEN,L 14-16,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
245,Blake Cashman,LB,24.126,2020-09-13,NFL,NYJ,Away,BUF,L 17-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
246,Quintez Cephus,WR,22.165,2020-09-13,NFL,DET,Home,CHI,L 23-27,1,1,Sun,0.0,0.0,,0.0,10.0,3.0,43.0,14.33,0.0,4.3
247,K'Lavon Chaisson,LB,21.05,2020-09-13,NFL,JAX,Home,IND,W 27-20,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
248,DJ Chark,WR,23.356,2020-09-13,NFL,JAX,Home,IND,W 27-20,1,1,Sun,0.0,0.0,,0.0,3.0,3.0,25.0,8.33,1.0,8.33
249,Joseph Charlton,P,23.159,2020-09-13,NFL,CAR,Home,LVR,L 30-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
250,Jeremy Chinn,DB,22.2,2020-09-13,NFL,CAR,Home,LVR,L 30-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
251,Geron Christian,T,24.003,2020-09-13,NFL,WAS,Home,PHI,W 27-17,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
252,Bradley Chubb,DE,24.082,2020-09-14,NFL,DEN,Home,TEN,L 14-16,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
253,Jack Cichy,LB,24.131,2020-09-13,NFL,TAM,Away,NOR,L 23-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
254,Chuck Clark,DB,25.147,2020-09-13,NFL,BAL,Home,CLE,W 38-6,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
255,Frank Clark,DE,27.088,2020-09-10,NFL,KAN,Home,HOU,W 34-20,1,1,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
256,Kenny Clark,DT,24.345,2020-09-13,NFL,GNB,Away,MIN,W 43-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
257,Adrian Clayborn,DE,32.069,2020-09-13,NFL,CLE,Away,BAL,L 6-38,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
258,Chris Claybrooks,DB,23.058,2020-09-13,NFL,JAX,Home,IND,W 27-20,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
259,Tyrie Cleveland,WR,22.36,2020-09-14,NFL,DEN,Home,TEN,L 14-16,1,1,Mon,0.0,0.0,,0.0,1.0,1.0,7.0,7.0,0.0,7.0
260,Jadeveon Clowney,DE,27.213,2020-09-14,NFL,TEN,Away,DEN,W 16-14,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
261,Randall Cobb,WR,30.019,2020-09-10,NFL,HOU,Away,KAN,L 20-34,1,1,Thu,0.0,0.0,,0.0,3.0,2.0,23.0,11.5,0.0,7.67
262,A.J. Cole,P,24.291,2020-09-13,NFL,LVR,Away,CAR,W 34-30,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
263,Keelan Cole,WR,27.146,2020-09-13,NFL,JAX,Home,IND,W 27-20,1,1,Sun,0.0,0.0,,0.0,5.0,5.0,47.0,9.4,1.0,9.4
264,Justin Coleman,CB,27.17,2020-09-13,NFL,DET,Home,CHI,L 23-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
265,L.J. Collier,DE,25.001,2020-09-13,NFL,SEA,Away,ATL,W 38-25,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
266,Jamie Collins,LB,30.329,2020-09-13,NFL,DET,Home,CHI,L 23-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
267,Landon Collins,S,26.247,2020-09-13,NFL,WAS,Home,PHI,W 27-17,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
268,Maliek Collins,DT,25.158,2020-09-13,NFL,LVR,Away,CAR,W 34-30,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
269,Britton Colquitt,P,35.177,2020-09-13,NFL,MIN,Home,GNB,L 34-43,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
270,Dustin Colquitt,P,38.131,2020-09-14,NFL,PIT,Away,NYG,W 26-16,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
271,John Cominsky,DE,24.296,2020-09-13,NFL,ATL,Home,SEA,L 25-38,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
272,William Compton,LB,30.361,2020-09-14,NFL,TEN,Away,DEN,W 16-14,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
273,Chris Conley,WR,27.324,2020-09-13,NFL,JAX,Home,IND,W 27-20,1,1,Sun,0.0,0.0,,0.0,1.0,1.0,6.0,6.0,0.0,6.0
274,Jared Cook,TE,33.159,2020-09-13,NFL,NOR,Home,TAM,W 34-23,1,1,Sun,0.0,0.0,,0.0,7.0,5.0,80.0,16.0,0.0,11.43
275,Logan Cooke,P,25.047,2020-09-13,NFL,JAX,Home,IND,W 27-20,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
276,Brandin Cooks,WR,26.351,2020-09-10,NFL,HOU,Away,KAN,L 20-34,1,1,Thu,0.0,0.0,,0.0,5.0,2.0,20.0,10.0,0.0,4.0
277,Amari Cooper,WR,26.088,2020-09-13,NFL,DAL,Away,LAR,L 17-20,1,1,Sun,0.0,0.0,,0.0,14.0,10.0,81.0,8.1,0.0,5.79
278,Pharoh Cooper,WR,25.19,2020-09-13,NFL,CAR,Home,LVR,L 30-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
279,Brandon Copeland,LB,29.073,2020-09-13,NFL,NWE,Home,MIA,W 21-11,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
280,Marquise Copeland,DT,23.127,2020-09-13,NFL,LAR,Home,DAL,W 20-17,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
281,Kamalei Correa,LB,26.14,2020-09-14,NFL,TEN,Away,DEN,W 16-14,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
282,Christian Covington,DT,26.333,2020-09-13,NFL,CIN,Home,LAC,L 13-16,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
283,Byron Cowart,DE,24.116,2020-09-13,NFL,NWE,Home,MIA,W 21-11,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
284,Fletcher Cox,DT,29.275,2020-09-13,NFL,PHI,Away,WAS,L 17-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
285,Tyrone Crawford,DL,30.296,2020-09-13,NFL,DAL,Away,LAR,L 17-20,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
286,Mason Crosby,K,36.01,2020-09-13,NFL,GNB,Away,MIN,W 43-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
287,Maxx Crosby,DE,23.022,2020-09-13,NFL,LVR,Away,CAR,W 34-30,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
288,Keion Crossen,DB,24.146,2020-09-10,NFL,HOU,Away,KAN,L 20-34,1,1,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
289,Jamison Crowder,WR,27.088,2020-09-13,NFL,NYJ,Away,BUF,L 17-27,1,1,Sun,0.0,0.0,,0.0,13.0,7.0,115.0,16.43,1.0,8.85
290,Zach Cunningham,LB,25.273,2020-09-10,NFL,HOU,Away,KAN,L 20-34,1,1,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
291,Kamren Curl,S,21.194,2020-09-13,NFL,WAS,Home,PHI,W 27-17,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
292,Vinny Curry,DE,32.075,2020-09-13,NFL,PHI,Away,WAS,L 17-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
293,Mike Daniels,DT,31.131,2020-09-13,NFL,CIN,Home,LAC,L 13-16,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
294,Michael Danna,DE,22.281,2020-09-10,NFL,KAN,Home,HOU,W 34-20,1,1,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
295,Cameron Dantzler,DB,22.01,2020-09-13,NFL,MIN,Home,GNB,L 34-43,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
296,Ronald Darby,CB,26.255,2020-09-13,NFL,WAS,Home,PHI,W 27-17,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
297,Lavonte David,LB,30.234,2020-09-13,NFL,TAM,Away,NOR,L 23-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
298,Ashtyn Davis,DB,23.339,2020-09-13,NFL,NYJ,Away,BUF,L 17-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
299,Carlton Davis,DB,23.257,2020-09-13,NFL,TAM,Away,NOR,L 23-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
300,Cody Davis,DB,31.099,2020-09-13,NFL,NWE,Home,MIA,W 21-11,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
301,Corey Davis,WR,25.247,2020-09-14,NFL,TEN,Away,DEN,W 16-14,1,1,Mon,0.0,0.0,,0.0,8.0,7.0,101.0,14.43,0.0,12.63
302,Demario Davis,LB,31.246,2020-09-13,NFL,NOR,Home,TAM,W 34-23,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
303,Gabriel Davis,WR,21.165,2020-09-13,NFL,BUF,Home,NYJ,W 27-17,1,1,Sun,0.0,0.0,,0.0,2.0,2.0,16.0,8.0,0.0,8.0
304,Jarrad Davis,LB,24.302,2020-09-13,NFL,DET,Home,CHI,L 23-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
305,Michael Davis,CB,25.251,2020-09-13,NFL,LAC,Away,CIN,W 16-13,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
306,Raekwon Davis,DT,23.095,2020-09-13,NFL,MIA,Away,NWE,L 11-21,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
307,Tae Davis,LB,24.03,2020-09-13,NFL,CLE,Away,BAL,L 6-38,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
308,Akeem Davis-Gaither,LB,22.358,2020-09-13,NFL,CIN,Home,LAC,L 13-16,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
309,Dion Dawkins,T,26.14,2020-09-13,NFL,BUF,Home,NYJ,W 27-17,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
310,Jamel Dean,DB,23.334,2020-09-13,NFL,TAM,Away,NOR,L 23-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
311,Josiah Deguara,TE,23.212,2020-09-13,NFL,GNB,Away,MIN,W 43-34,1,1,Sun,0.0,0.0,,0.0,2.0,1.0,12.0,12.0,0.0,6.0
312,Darqueze Dennard,DB,28.339,2020-09-13,NFL,ATL,Home,SEA,L 25-38,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
313,Pierre Desir,DB,30.005,2020-09-13,NFL,NYJ,Away,BUF,L 17-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
314,Michael Dickson,P,24.253,2020-09-13,NFL,SEA,Away,ATL,W 38-25,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
