rk,player_name,pos,age,date,lg,tm,home/away,opp,result,g#,week,day,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,receiving_y/tgt
153,Alex Anzalone,LB,26.005,2020-09-27,NFL,NOR,Home,GNB,L 30-37,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
154,Troy Apke,S,25.169,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
155,Arik Armstead,DL,26.317,2020-09-27,NFL,SFO,Away,NYG,W 36-9,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
156,Dorance Armstrong Jr.,DE,23.109,2020-09-27,NFL,DAL,Away,SEA,L 31-38,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
157,Damon Arnette,CB,24.025,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
158,Dan Arnold,TE,25.196,2020-09-27,NFL,ARI,Home,DET,L 23-26,3,3,Sun,0.0,0.0,,0.0,2.0,1.0,11.0,11.0,0.0,5.5
159,Jeremiah Attaochu,LB,27.254,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
160,Blessuan Austin,CB,24.07,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
161,Denico Autry,DT/DE,30.074,2020-09-27,NFL,IND,Home,NYJ,W 36-7,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
162,Anthony Averett,CB,25.303,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
163,Genard Avery,DE,25.154,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
164,Michael Badgley,K,25.061,2020-09-27,NFL,LAC,Home,CAR,L 16-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
165,Allen Bailey,DE,31.186,2020-09-27,NFL,ATL,Home,CHI,L 26-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
166,Dan Bailey,K,32.245,2020-09-27,NFL,MIN,Home,TEN,L 30-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
167,Jake Bailey,P,23.101,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
168,Budda Baker,S,24.261,2020-09-27,NFL,ARI,Home,DET,L 23-26,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
169,Jerome Baker,LB,23.274,2020-09-24,NFL,MIA,Away,JAX,W 31-13,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
170,Corey Ballentine,CB,24.167,2020-09-27,NFL,NYG,Home,SFO,L 9-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
171,Chris Banjo,S,30.214,2020-09-27,NFL,ARI,Home,DET,L 23-26,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
172,Ben Banogu,DE,24.252,2020-09-27,NFL,IND,Home,NYJ,W 36-7,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
173,Krys Barnes,LB,22.178,2020-09-27,NFL,GNB,Away,NOR,W 37-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
174,Derek Barnett,DE,24.094,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
175,Shaquil Barrett,OLB,27.315,2020-09-27,NFL,TAM,Away,DEN,W 28-10,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
176,Tarell Basham,LB,26.193,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
177,Tyler Bass,K,23.226,2020-09-27,NFL,BUF,Home,LAR,W 35-32,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
178,Jessie Bates III,S,23.214,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
179,Cole Beasley,WR,31.154,2020-09-27,NFL,BUF,Home,LAR,W 35-32,3,3,Sun,0.0,0.0,,0.0,7.0,6.0,100.0,16.67,0.0,14.29
180,Odell Beckham Jr.,WR,27.327,2020-09-27,NFL,CLE,Home,WAS,W 34-20,3,3,Sun,0.0,0.0,,0.0,6.0,4.0,59.0,14.75,0.0,9.83
181,Chad Beebe,WR,26.118,2020-09-27,NFL,MIN,Home,TEN,L 30-31,3,3,Sun,0.0,0.0,,0.0,1.0,1.0,7.0,7.0,0.0,7.0
182,Blake Bell,TE,29.051,2020-09-27,NFL,DAL,Away,SEA,L 31-38,3,3,Sun,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0
183,Vonn Bell,S,25.29,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
184,LeVante Bellamy,RB,23.304,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
185,Nick Bellore,FB,31.138,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
186,Ja'Whaun Bentley,LB,24.034,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
187,Giovani Bernard,HB,28.31,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,0.0,0.0,,0.0,3.0,3.0,55.0,18.33,0.0,18.33
188,Braxton Berrios,WR,24.357,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,0.0,0.0,,0.0,4.0,4.0,64.0,16.0,1.0,16.0
189,Justin Bethel,DB,30.102,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
190,Julian Blackmon,S,22.034,2020-09-27,NFL,IND,Home,NYJ,W 36-7,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
191,Angelo Blackson,DL,27.318,2020-09-27,NFL,ARI,Home,DET,L 23-26,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
192,Rodrigo Blankenship,K,23.242,2020-09-27,NFL,IND,Home,NYJ,W 36-7,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
193,C.J. Board,WR,26.29,2020-09-27,NFL,NYG,Home,SFO,L 9-36,3,3,Sun,0.0,0.0,,0.0,2.0,1.0,9.0,9.0,0.0,4.5
194,Chris Board,LB,25.067,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
195,Jacob Bobenmoyer,LS,23.122,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
196,Corey Bojorquez,P,24.014,2020-09-27,NFL,BUF,Home,LAR,W 35-32,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
197,Joey Bosa,DE,25.078,2020-09-27,NFL,LAC,Home,CAR,L 16-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
198,Jonathan Bostic,LB,29.145,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
199,Tre Boston,S,28.094,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
200,Chris Boswell,K,29.195,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
201,Kendrick Bourne,WR,25.054,2020-09-27,NFL,SFO,Away,NYG,W 36-9,3,3,Sun,0.0,0.0,,0.0,6.0,4.0,63.0,15.75,0.0,10.5
202,Tyus Bowser,LB,25.128,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
203,Kris Boyd,CB,24.015,2020-09-27,NFL,MIN,Home,TEN,L 30-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
204,Tyler Boyd,WR,25.317,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,0.0,0.0,,0.0,13.0,10.0,125.0,12.5,0.0,9.62
205,Miles Boykin,WR,23.352,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,2.0,1.0,8.0,8.0,0.0,4.0
206,Nick Boyle,TE,27.224,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,1.0,1.0,5.0,5.0,1.0,5.0
207,James Bradberry,CB,27.054,2020-09-27,NFL,NYG,Home,SFO,L 9-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
208,Garrett Bradbury,C,25.099,2020-09-27,NFL,MIN,Home,TEN,L 30-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
209,Tom Brady,QB,43.055,2020-09-27,NFL,TAM,Away,DEN,W 28-10,3,3,Sun,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
210,Drew Brees,QB,41.256,2020-09-27,NFL,NOR,Home,GNB,L 30-37,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
211,Jacoby Brissett,QB,27.291,2020-09-27,NFL,IND,Home,NYJ,W 36-7,3,3,Sun,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
212,Michael Brockers,DL,29.281,2020-09-27,NFL,LAR,Away,BUF,L 32-35,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
213,Jordyn Brooks,LB,22.342,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
214,Terrence Brooks,DB,28.209,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
215,Derrick Brown,DT,22.165,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
216,Jayon Brown,LB,25.214,2020-09-27,NFL,TEN,Away,MIN,W 31-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
217,John Brown,WR,30.177,2020-09-27,NFL,BUF,Home,LAR,W 35-32,3,3,Sun,0.0,0.0,,0.0,2.0,0.0,0.0,,0.0,0.0
218,Malcom Brown,DT,26.238,2020-09-27,NFL,NOR,Home,GNB,L 30-37,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
219,Marquise Brown,WR,23.116,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,6.0,2.0,13.0,6.5,0.0,2.17
220,Noah Brown,WR,24.265,2020-09-27,NFL,DAL,Away,SEA,L 31-38,3,3,Sun,0.0,0.0,,0.0,2.0,1.0,9.0,9.0,0.0,4.5
221,Taven Bryan,DL,24.197,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
222,Harrison Bryant,TE,22.157,2020-09-27,NFL,CLE,Home,WAS,W 34-20,3,3,Sun,0.0,0.0,,0.0,2.0,1.0,3.0,3.0,1.0,1.5
223,DeForest Buckner,DT,26.194,2020-09-27,NFL,IND,Home,NYJ,W 36-7,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
224,Randy Bullock,K,30.286,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
225,Terrell Burgess,S,21.32,2020-09-27,NFL,LAR,Away,BUF,L 32-35,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
226,Oren Burks,LB,25.19,2020-09-27,NFL,GNB,Away,NOR,W 37-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
227,Deontay Burnett,WR,22.359,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,0.0,0.0,,0.0,4.0,3.0,19.0,6.33,0.0,4.75
228,Brian Burns,DE,22.157,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
229,Juston Burris,S,27.054,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
230,Deon Bush,DB,27.044,2020-09-27,NFL,CHI,Away,ATL,W 30-26,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
231,Devin Bush Jr.,LB,22.071,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
232,Harrison Butker,K,25.076,2020-09-28,NFL,KAN,Away,BAL,W 34-20,3,3,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
233,Adam Butler,DL,26.168,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
234,Malcolm Butler,DB,30.209,2020-09-27,NFL,TEN,Away,MIN,W 31-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
235,Vernon Butler,DT,26.105,2020-09-27,NFL,BUF,Home,LAR,W 35-32,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
236,Jake Butt,TE,25.078,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,0.0,0.0,,0.0,1.0,1.0,5.0,5.0,0.0,5.0
237,Kevin Byard,DB,27.041,2020-09-27,NFL,TEN,Away,MIN,W 31-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
238,Josh Bynes,LB,31.034,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
239,Damiere Byrd,WR,27.244,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,0.0,0.0,,0.0,3.0,3.0,27.0,9.0,0.0,9.0
240,Lawrence Cager,WR,23.038,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,0.0,0.0,,0.0,4.0,2.0,35.0,17.5,0.0,8.75
241,Raymond Calais,RB,22.178,2020-09-27,NFL,LAR,Away,BUF,L 32-35,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
242,Shilique Calhoun,LB,28.191,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
243,Bryce Callahan,CB,28.34,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
244,Calais Campbell,DE,34.027,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
245,De'Vondre Campbell,LB,27.086,2020-09-27,NFL,ARI,Home,DET,L 23-26,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
246,Daniel Carlson,K,25.248,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
247,Brandon Carr,CB,34.131,2020-09-27,NFL,DAL,Away,SEA,L 31-38,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
248,T.J. Carrie,CB,30.061,2020-09-27,NFL,IND,Home,NYJ,W 36-7,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
249,Cethan Carter,TE,25.022,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0
250,DeAndre Carter,WR,27.17,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
251,Lorenzo Carter,LB,24.292,2020-09-27,NFL,NYG,Home,SFO,L 9-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
252,Jurrell Casey,DL,30.297,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
253,Quintez Cephus,WR,22.179,2020-09-27,NFL,DET,Away,ARI,W 26-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
254,K'Lavon Chaisson,DE/LB,21.061,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
255,Joseph Charlton,P,23.173,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
256,Anthony Chickillo,OLB,27.292,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
257,Jeremy Chinn,S,22.214,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
258,Geron Christian,T,24.017,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
259,Bradley Chubb,OLB,24.095,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
260,Chuck Clark,S,25.162,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
261,Frank Clark,DE,27.106,2020-09-28,NFL,KAN,Away,BAL,W 34-20,3,3,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
262,Chase Claypool,WR,22.082,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,0.0,0.0,,0.0,4.0,1.0,24.0,24.0,0.0,6.0
263,Jadeveon Clowney,DE,27.226,2020-09-27,NFL,TEN,Away,MIN,W 31-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
264,Randall Cobb,WR,30.036,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,4.0,4.0,95.0,23.75,1.0,23.75
265,A.J. Cole,P,24.305,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
266,Dylan Cole,ILB,26.131,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
267,Keelan Cole,WR,27.157,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,0.0,0.0,,0.0,5.0,4.0,43.0,10.75,0.0,8.6
268,L.J. Collier,DE,25.015,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
269,Jamie Collins,LB,30.343,2020-09-27,NFL,DET,Away,ARI,W 26-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
270,Landon Collins,S,26.261,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
271,Maliek Collins,DT,25.172,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
272,Britton Colquitt,P,35.191,2020-09-27,NFL,MIN,Home,TEN,L 30-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
273,Dustin Colquitt,P,38.144,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
274,John Cominsky,DE,24.31,2020-09-27,NFL,ATL,Home,CHI,L 26-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
275,Chris Conley,WR,27.335,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,0.0,0.0,,0.0,8.0,3.0,34.0,11.33,0.0,4.25
276,Jared Cook,TE,33.173,2020-09-27,NFL,NOR,Home,GNB,L 30-37,3,3,Sun,0.0,0.0,,0.0,3.0,2.0,21.0,10.5,0.0,7.0
277,Logan Cooke,P,25.058,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
278,Brandin Cooks,WR,27.002,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,5.0,3.0,23.0,7.67,0.0,4.6
279,Amari Cooper,WR,26.102,2020-09-27,NFL,DAL,Away,SEA,L 31-38,3,3,Sun,0.0,0.0,,0.0,12.0,9.0,86.0,9.56,0.0,7.17
280,Pharoh Cooper,WR,25.204,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
281,Brandon Copeland,LB,29.087,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
282,Christian Covington,DT,26.347,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
283,Byron Cowart,DL,24.13,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
284,Fletcher Cox,DT,29.289,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
285,Morgan Cox,LS,34.155,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
286,Jack Crawford,DE,32.02,2020-09-27,NFL,TEN,Away,MIN,W 31-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
287,Tyrone Crawford,DL,30.31,2020-09-27,NFL,DAL,Away,SEA,L 31-38,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
288,Mason Crosby,K,36.024,2020-09-27,NFL,GNB,Away,NOR,W 37-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
289,Maxx Crosby,DE,23.036,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
290,Keion Crossen,CB,24.163,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
291,Zach Cunningham,ILB,25.29,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
292,Kamren Curl,S,21.208,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
293,Lloyd Cushenberry III,C,22.31,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
294,Darrell Daniels,TE,25.31,2020-09-27,NFL,ARI,Home,DET,L 23-26,3,3,Sun,0.0,0.0,,0.0,2.0,2.0,24.0,12.0,0.0,12.0
295,Michael Danna,DE,22.299,2020-09-28,NFL,KAN,Away,BAL,W 34-20,3,3,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
296,Ronald Darby,CB,26.269,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
297,Lavonte David,ILB,30.248,2020-09-27,NFL,TAM,Away,DEN,W 28-10,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
298,Marlon Davidson,DT,22.139,2020-09-27,NFL,ATL,Home,CHI,L 26-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
299,Carlton Davis,CB,23.271,2020-09-27,NFL,TAM,Away,DEN,W 28-10,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
300,Cody Davis,DB,31.113,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
301,Corey Davis,WR,25.26,2020-09-27,NFL,TEN,Away,MIN,W 31-30,3,3,Sun,0.0,0.0,,0.0,6.0,5.0,69.0,13.8,0.0,11.5
302,Demario Davis,LB,31.26,2020-09-27,NFL,NOR,Home,GNB,L 30-37,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
303,Gabriel Davis,WR,21.179,2020-09-27,NFL,BUF,Home,LAR,W 35-32,3,3,Sun,0.0,0.0,,0.0,4.0,4.0,81.0,20.25,0.0,20.25
304,Michael Davis,CB,25.265,2020-09-27,NFL,LAC,Home,CAR,L 16-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
305,Raekwon Davis,DT,23.106,2020-09-24,NFL,MIA,Away,JAX,W 31-13,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
306,Thomas Davis,OLB,37.189,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
307,Todd Davis,LB,28.133,2020-09-27,NFL,MIN,Home,TEN,L 30-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
308,Akeem Davis-Gaither,LB,23.006,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
309,Tyeler Davison,DT,28.004,2020-09-27,NFL,ATL,Home,CHI,L 26-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
310,Jamel Dean,CB,23.348,2020-09-27,NFL,TAM,Away,DEN,W 28-10,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
311,Darqueze Dennard,CB,28.353,2020-09-27,NFL,ATL,Home,CHI,L 26-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
312,Pierre Desir,CB,30.019,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
313,Michael Dickson,P,24.267,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
314,Quandre Diggs,FS,27.249,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
